timestamp,solar_irradiance_W_per_m2,wind_speed_m_s,temperature_C,load_demand_kW,solar_output_kW,wind_output_kW,renewable_total_kW,net_load_kW,battery_soc_baseline_pct
2023-02-18T12:00:00Z,407.1825,3.2681,20.6799,262.2887,40.7183,0.0132,40.7315,221.5572,10.0
2023-02-18T13:00:00Z,739.766,3.7878,23.9557,226.6731,73.9766,0.3353,74.3119,152.3612,10.0
2023-02-18T14:00:00Z,667.2304,3.9176,21.9247,242.7703,66.723,0.5299,67.253,175.5173,10.0
2023-02-18T15:00:00Z,551.5596,7.3561,18.233,248.4012,55.156,56.6953,111.8513,136.5499,10.0
2023-02-18T16:00:00Z,272.504,8.1849,17.8787,266.3111,27.2504,95.6007,122.8511,143.46,10.0
2023-02-18T17:00:00Z,171.2514,9.5535,16.6937,324.4945,17.1251,193.0453,210.1704,114.3241,10.0
2023-02-18T18:00:00Z,31.4082,11.0994,16.8027,385.9514,3.1408,364.4211,367.5619,18.3895,10.0
2023-02-18T19:00:00Z,0.0,3.8642,12.529,429.0259,0.0,0.4427,0.4427,428.5832,10.0
2023-02-18T20:00:00Z,0.0,4.6697,13.3947,387.538,0.0,3.1927,3.1927,384.3453,10.0
2023-02-18T21:00:00Z,0.0,4.1621,11.6336,282.4465,0.0,1.0763,1.0763,281.3703,10.0
2023-02-18T22:00:00Z,0.0,5.016,12.9388,267.8745,0.0,5.6198,5.6198,262.2546,10.0
2023-02-18T23:00:00Z,0.0,10.4293,12.9217,231.2724,0.0,281.2454,281.2454,-49.9729,12.4986
2023-02-19T00:00:00Z,0.0,6.5483,14.101,214.3037,0.0,30.6404,30.6404,183.6633,10.0
2023-02-19T01:00:00Z,0.0,7.9432,14.211,232.0582,0.0,82.843,82.843,149.2153,10.0
2023-02-19T02:00:00Z,0.0,5.9216,15.1004,242.3084,0.0,17.1041,17.1041,225.2043,10.0
2023-02-19T03:00:00Z,0.0,2.024,17.677,243.7486,0.0,0.0,0.0,243.7486,10.0
2023-02-19T04:00:00Z,0.0,2.5428,18.8061,261.2737,0.0,0.0,0.0,261.2737,10.0
2023-02-19T05:00:00Z,0.0,6.2692,20.1969,268.4691,0.0,23.9639,23.9639,244.5052,10.0
2023-02-19T06:00:00Z,32.7256,7.7553,20.6745,267.6169,3.2726,73.7545,77.0271,190.5898,10.0
2023-02-19T07:00:00Z,224.7407,4.0813,21.3152,348.1057,22.4741,0.8671,23.3412,324.7645,10.0
2023-02-19T08:00:00Z,320.5602,8.035,22.5627,402.9066,32.056,87.547,119.603,283.3036,10.0
2023-02-19T09:00:00Z,553.8208,9.0912,23.6822,353.525,55.3821,155.0043,210.3863,143.1387,10.0
2023-02-19T10:00:00Z,669.6551,5.8019,21.1747,270.8823,66.9655,15.0866,82.0521,188.8302,10.0
2023-02-19T11:00:00Z,457.7327,8.5084,23.5752,238.963,45.7733,114.634,160.4073,78.5557,10.0
2023-02-19T12:00:00Z,767.0289,5.8138,22.9907,285.0232,76.7029,15.28,91.9829,193.0403,10.0
2023-02-19T13:00:00Z,742.2864,7.8704,21.9491,226.5628,74.2286,79.2404,153.469,73.0937,10.0
2023-02-19T14:00:00Z,277.8035,8.6401,20.7021,270.5222,27.7804,123.0538,150.8342,119.688,10.0
2023-02-19T15:00:00Z,553.8208,14.5224,17.0794,213.9461,55.3821,500.0,555.3821,-341.436,27.0718
2023-02-19T16:00:00Z,402.2566,5.1529,17.9116,279.4255,40.2257,6.8444,47.0701,232.3555,15.454
2023-02-19T17:00:00Z,224.7407,5.4923,18.8468,340.7254,22.4741,10.6177,33.0918,307.6336,10.0
2023-02-19T18:00:00Z,26.8771,3.5504,15.8643,335.8116,2.6877,0.1144,2.8021,333.0096,10.0
2023-02-19T19:00:00Z,0.0,3.8638,14.5086,414.6858,0.0,0.4421,0.4421,414.2437,10.0
2023-02-19T20:00:00Z,0.0,7.521,14.0382,392.6365,0.0,63.3795,63.3795,329.257,10.0
2023-02-19T21:00:00Z,0.0,10.4641,13.8766,315.0585,0.0,285.2171,285.2171,29.8413,10.0
2023-02-19T22:00:00Z,0.0,5.2479,14.0103,269.9904,0.0,7.7903,7.7903,262.2001,10.0
2023-02-19T23:00:00Z,0.0,3.6689,13.2929,246.2412,0.0,0.2052,0.2052,246.036,10.0
2023-02-20T00:00:00Z,0.0,4.4538,14.5758,301.0296,0.0,2.1073,2.1073,298.9223,10.0
2023-02-20T01:00:00Z,0.0,5.6527,16.6221,375.9808,0.0,12.803,12.803,363.1778,10.0
2023-02-20T02:00:00Z,0.0,4.4939,16.9873,313.8172,0.0,2.2867,2.2867,311.5305,10.0
2023-02-20T03:00:00Z,0.0,4.0725,19.5272,334.117,0.0,0.8461,0.8461,333.2708,10.0
2023-02-20T04:00:00Z,0.0,7.9019,17.8242,310.7695,0.0,80.7874,80.7874,229.982,10.0
2023-02-20T05:00:00Z,0.0,1.5103,21.4513,277.2538,0.0,0.0,0.0,277.2538,10.0
2023-02-20T06:00:00Z,34.069,6.2594,20.1903,326.6769,3.4069,23.7497,27.1566,299.5202,10.0
2023-02-20T07:00:00Z,226.4829,8.6462,22.3701,391.8557,22.6483,123.4526,146.1009,245.7549,10.0
2023-02-20T08:00:00Z,236.5325,4.5661,23.5436,597.298,23.6532,2.6346,26.2879,571.0101,10.0
2023-02-20T09:00:00Z,556.1184,7.1006,22.7999,496.6473,55.6118,47.2925,102.9044,393.7429,10.0
2023-02-20T10:00:00Z,672.1179,7.719,23.569,422.153,67.2118,72.0743,139.2861,282.8669,10.0
2023-02-20T11:00:00Z,744.8459,7.6507,24.2211,390.0724,74.4846,68.9898,143.4744,246.598,10.0
2023-02-20T12:00:00Z,534.0267,6.0878,22.1009,413.4032,53.4027,20.1922,73.5948,339.8084,10.0
2023-02-20T13:00:00Z,744.8459,5.3748,23.6859,395.8725,74.4846,9.1857,83.6703,312.2022,10.0
2023-02-20T14:00:00Z,672.1179,9.4773,19.5964,433.6283,67.2118,186.3903,253.6021,180.0262,10.0
2023-02-20T15:00:00Z,291.3664,8.4829,21.7148,424.0314,29.1366,113.0504,142.187,281.8444,10.0
2023-02-20T16:00:00Z,145.0273,4.9629,19.4823,428.2275,14.5027,5.187,19.6897,408.5377,10.0
2023-02-20T17:00:00Z,226.4829,3.0856,17.0972,518.7117,22.6483,0.0004,22.6487,496.063,10.0
2023-02-20T18:00:00Z,34.069,2.6157,15.5783,498.232,3.4069,0.0,3.4069,494.8251,10.0
2023-02-20T19:00:00Z,0.0,2.8659,14.4384,541.6615,0.0,0.0,0.0,541.6615,10.0
2023-02-20T20:00:00Z,0.0,6.5883,14.0151,466.3972,0.0,31.6882,31.6882,434.709,10.0
2023-02-20T21:00:00Z,0.0,2.3597,13.6029,412.1758,0.0,0.0,0.0,412.1758,10.0
2023-02-20T22:00:00Z,0.0,4.8238,14.7362,360.9756,0.0,4.1608,4.1608,356.8149,10.0
2023-02-20T23:00:00Z,0.0,8.0751,15.62,359.7704,0.0,89.6529,89.6529,270.1174,10.0
2023-02-21T00:00:00Z,0.0,4.5008,14.4818,308.1594,0.0,2.3187,2.3187,305.8407,10.0
2023-02-21T01:00:00Z,0.0,8.1606,14.2313,373.6925,0.0,94.2641,94.2641,279.4284,10.0
2023-02-21T02:00:00Z,0.0,7.9766,15.5668,336.4654,0.0,84.5383,84.5383,251.9271,10.0
2023-02-21T03:00:00Z,0.0,4.1451,17.1353,291.56,0.0,1.0298,1.0298,290.5302,10.0
2023-02-21T04:00:00Z,0.0,7.8123,17.5824,306.1958,0.0,76.435,76.435,229.7608,10.0
2023-02-21T05:00:00Z,0.0,8.0,18.7277,356.9569,0.0,85.7333,85.7333,271.2236,10.0
2023-02-21T06:00:00Z,35.4382,5.2286,23.2096,373.2629,3.5438,7.5921,11.1359,362.127,10.0
2023-02-21T07:00:00Z,120.7101,4.0039,22.4507,423.1985,12.071,0.6939,12.7649,410.4335,10.0
2023-02-21T08:00:00Z,196.7445,6.3577,22.1095,576.3869,19.6745,25.9642,45.6387,530.7482,10.0
2023-02-21T09:00:00Z,293.5958,10.8804,24.2587,484.1312,29.3596,335.6522,365.0118,119.1195,10.0
2023-02-21T10:00:00Z,674.6181,7.4526,22.4342,461.4669,67.4618,60.5451,128.0069,333.46,10.0
2023-02-21T11:00:00Z,747.4437,4.0554,22.3461,391.3724,74.7444,0.8064,75.5508,315.8216,10.0
2023-02-21T12:00:00Z,772.2501,7.8871,22.1396,429.2623,77.225,80.0541,157.2791,271.9832,10.0
2023-02-21T13:00:00Z,747.4437,5.9199,23.8026,440.249,74.7444,17.075,91.8194,348.4296,10.0
2023-02-21T14:00:00Z,674.6181,7.0685,20.8596,412.8114,67.4618,46.1884,113.6502,299.1611,10.0
2023-02-21T15:00:00Z,294.5038,8.2169,17.4649,438.0395,29.4504,97.3819,126.8322,311.2073,10.0
2023-02-21T16:00:00Z,406.4085,6.3116,19.8226,480.1651,40.6408,24.91,65.5508,414.6143,10.0
2023-02-21T17:00:00Z,228.2554,8.8689,17.012,505.6452,22.8255,138.6456,161.4712,344.174,10.0
2023-02-21T18:00:00Z,35.4382,7.7482,14.2631,493.8142,3.5438,73.422,76.9659,416.8483,10.0
2023-02-21T19:00:00Z,0.0,6.8207,14.7603,539.2564,0.0,38.2522,38.2522,501.0042,10.0
2023-02-21T20:00:00Z,0.0,3.3839,14.8034,481.5362,0.0,0.0388,0.0388,481.4974,10.0
2023-02-21T21:00:00Z,0.0,9.0249,14.1869,396.779,0.0,150.0001,150.0001,246.779,10.0
2023-02-21T22:00:00Z,0.0,10.9033,15.4109,363.2602,0.0,338.5839,338.5839,24.6764,10.0
2023-02-21T23:00:00Z,0.0,3.2609,12.9301,327.0536,0.0,0.0122,0.0122,327.0415,10.0
2023-02-22T00:00:00Z,0.0,5.849,14.4625,331.1959,0.0,15.8601,15.8601,315.3358,10.0
2023-02-22T01:00:00Z,0.0,4.2223,14.5108,291.9235,0.0,1.2524,1.2524,290.6711,10.0
2023-02-22T02:00:00Z,0.0,8.0489,14.7037,322.1165,0.0,88.2765,88.2765,233.8401,10.0
2023-02-22T03:00:00Z,0.0,7.7232,18.3373,346.3771,0.0,72.2673,72.2673,274.1097,10.0
2023-02-22T04:00:00Z,0.0,3.2762,19.2092,299.9946,0.0,0.0145,0.0145,299.9802,10.0
2023-02-22T05:00:00Z,0.0,9.6242,20.3237,326.2753,0.0,199.3647,199.3647,126.9106,10.0
2023-02-22T06:00:00Z,36.833,3.619,21.6727,305.976,3.6833,0.1626,3.8459,302.1301,10.0
2023-02-22T07:00:00Z,230.0577,8.6471,21.596,394.2033,23.0058,123.5139,146.5196,247.6837,10.0
2023-02-22T08:00:00Z,243.8379,5.8766,22.0703,590.06,24.3838,16.3262,40.71,549.35,10.0
2023-02-22T09:00:00Z,560.8209,5.0764,23.6132,502.16,56.0821,6.1404,62.2225,439.9375,10.0
2023-02-22T10:00:00Z,227.0387,3.8614,24.9071,471.8526,22.7039,0.4384,23.1422,448.7104,10.0
2023-02-22T11:00:00Z,750.0791,3.991,25.1836,421.6939,75.0079,0.6675,75.6754,346.0184,10.0
2023-02-22T12:00:00Z,233.1795,7.6861,23.8715,422.0727,23.3179,70.5814,93.8993,328.1734,10.0
2023-02-22T13:00:00Z,750.0791,6.7858,22.3106,387.3619,75.0079,37.2161,112.224,275.1378,10.0
2023-02-22T14:00:00Z,677.1552,3.5362,21.5157,403.0633,67.7155,0.1057,67.8212,335.2421,10.0
2023-02-22T15:00:00Z,560.8209,3.3664,20.0516,400.891,56.0821,0.0337,56.1158,344.7751,10.0
2023-02-22T16:00:00Z,386.521,2.8319,17.72,416.7704,38.6521,0.0,38.6521,378.1183,10.0
2023-02-22T17:00:00Z,157.3503,8.069,17.4764,513.7271,15.735,89.3304,105.0654,408.6617,10.0
2023-02-22T18:00:00Z,36.833,7.6312,14.9111,515.8204,3.6833,68.1293,71.8125,444.0078,10.0
2023-02-22T19:00:00Z,0.0,2.4104,15.0863,548.8166,0.0,0.0,0.0,548.8166,10.0
2023-02-22T20:00:00Z,0.0,6.3766,16.0519,479.2473,0.0,26.4053,26.4053,452.8419,10.0
2023-02-22T21:00:00Z,0.0,2.7228,14.7391,420.0968,0.0,0.0,0.0,420.0968,10.0
2023-02-22T22:00:00Z,0.0,10.1178,12.8228,312.032,0.0,247.3365,247.3365,64.6955,10.0
2023-02-22T23:00:00Z,0.0,10.1875,13.8438,358.8776,0.0,254.6689,254.6689,104.2087,10.0
2023-02-23T00:00:00Z,0.0,7.4853,13.7166,295.7838,0.0,61.8893,61.8893,233.8945,10.0
2023-02-23T01:00:00Z,0.0,10.6042,15.2831,299.6196,0.0,301.5748,301.5748,-1.9552,10.0978
2023-02-23T02:00:00Z,0.0,8.6678,17.4222,326.296,0.0,124.8808,124.8808,201.4152,10.0
2023-02-23T03:00:00Z,0.0,8.8854,18.24,328.215,0.0,139.8209,139.8209,188.3941,10.0
2023-02-23T04:00:00Z,0.0,6.4277,21.3653,322.291,0.0,27.6213,27.6213,294.6697,10.0
2023-02-23T05:00:00Z,0.0,4.5446,21.3677,301.6412,0.0,2.5274,2.5274,299.1139,10.0
2023-02-23T06:00:00Z,31.1892,3.8916,21.5851,370.1842,3.1189,0.4861,3.605,366.5792,10.0
2023-02-23T07:00:00Z,231.8896,4.8244,23.0938,385.6118,23.189,4.165,27.3539,358.2579,10.0
2023-02-23T08:00:00Z,410.6925,7.1383,23.0088,540.0398,41.0693,48.6095,89.6787,450.361,10.0
2023-02-23T09:00:00Z,563.2245,3.8835,22.5833,506.0458,56.3224,0.473,56.7955,449.2503,10.0
2023-02-23T10:00:00Z,679.7282,4.6332,25.1869,404.7758,67.9728,2.9877,70.9605,333.8153,10.0
2023-02-23T11:00:00Z,372.499,6.1678,24.7198,438.3474,37.2499,21.8025,59.0524,379.295,10.0
2023-02-23T12:00:00Z,777.6227,4.5085,22.9702,384.7798,77.7623,2.3542,80.1165,304.6633,10.0
2023-02-23T13:00:00Z,752.7514,7.0558,22.6906,443.8405,75.2751,45.7571,121.0323,322.8083,10.0
2023-02-23T14:00:00Z,657.9834,10.9625,22.6221,433.3356,65.7983,346.2551,412.0534,21.2822,10.0
2023-02-23T15:00:00Z,563.2245,8.3164,21.0216,442.9835,56.3224,103.0623,159.3847,283.5988,10.0
2023-02-23T16:00:00Z,351.7044,7.4547,17.418,480.108,35.1704,60.6294,95.7999,384.3081,10.0
2023-02-23T17:00:00Z,204.7953,6.6565,17.8307,500.6566,20.4795,33.531,54.0106,446.646,10.0
2023-02-23T18:00:00Z,38.2531,5.8266,16.2135,474.7963,3.8253,15.4891,19.3144,455.4818,10.0
2023-02-23T19:00:00Z,0.0,3.6443,16.4586,537.4549,0.0,0.1834,0.1834,537.2715,10.0
2023-02-23T20:00:00Z,0.0,9.9199,15.5821,484.4308,0.0,227.2711,227.2711,257.1597,10.0
2023-02-23T21:00:00Z,0.0,4.1251,15.3701,397.2451,0.0,0.9767,0.9767,396.2684,10.0
2023-02-23T22:00:00Z,0.0,2.7744,12.7632,356.2787,0.0,0.0,0.0,356.2787,10.0
2023-02-23T23:00:00Z,0.0,7.9824,13.2674,323.2448,0.0,84.834,84.834,238.4108,10.0
2023-02-24T00:00:00Z,0.0,3.534,15.8021,307.2673,0.0,0.1044,0.1044,307.1628,10.0
2023-02-24T01:00:00Z,0.0,4.9889,14.891,318.1971,0.0,5.3965,5.3965,312.8006,10.0
2023-02-24T02:00:00Z,0.0,1.9136,14.9968,335.3287,0.0,0.0,0.0,335.3287,10.0
2023-02-24T03:00:00Z,0.0,3.201,18.2567,344.1161,0.0,0.0056,0.0056,344.1105,10.0
2023-02-24T04:00:00Z,0.0,3.514,18.471,288.9751,0.0,0.0931,0.0931,288.8819,10.0
2023-02-24T05:00:00Z,0.0,2.3165,22.1021,318.7474,0.0,0.0,0.0,318.7474,10.0
2023-02-24T06:00:00Z,8.9523,7.1009,21.8144,342.331,0.8952,47.3018,48.197,294.134,10.0
2023-02-24T07:00:00Z,233.7505,9.1079,22.714,396.0903,23.375,156.2844,179.6594,216.4309,10.0
2023-02-24T08:00:00Z,412.8828,5.2489,22.9791,568.9164,41.2883,7.8009,49.0892,519.8272,10.0
2023-02-24T09:00:00Z,565.662,9.8959,25.4387,511.048,56.5662,224.9179,281.4841,229.5639,10.0
2023-02-24T10:00:00Z,682.3366,4.2695,24.3767,442.8322,68.2337,1.4032,69.6368,373.1953,10.0
2023-02-24T11:00:00Z,755.4596,5.1446,23.4393,413.2142,75.546,6.7651,82.3111,330.9031,10.0
2023-02-24T12:00:00Z,780.3638,3.8225,22.5542,390.813,78.0364,0.3817,78.4181,312.3949,10.0
2023-02-24T13:00:00Z,755.4596,7.2867,22.4803,453.2176,75.546,54.0262,129.5721,323.6454,10.0
2023-02-24T14:00:00Z,178.008,5.7577,20.5405,428.4679,17.8008,14.3843,32.1851,396.2828,10.0
2023-02-24T15:00:00Z,565.662,7.0991,21.3412,427.8336,56.5662,47.2396,103.8058,324.0278,10.0
2023-02-24T16:00:00Z,412.8828,8.3326,17.2098,460.6097,41.2883,104.0037,145.2919,315.3178,10.0
2023-02-24T17:00:00Z,233.7505,6.3562,17.5846,503.6888,23.375,25.9298,49.3049,454.3839,10.0
2023-02-24T18:00:00Z,39.6986,6.8608,17.1283,523.9164,3.9699,39.4696,43.4394,480.477,10.0
2023-02-24T19:00:00Z,0.0,10.824,15.8248,540.3755,0.0,328.4965,328.4965,211.879,10.0
2023-02-24T20:00:00Z,0.0,4.4739,13.9708,496.2138,0.0,2.196,2.196,494.0178,10.0
2023-02-24T21:00:00Z,0.0,4.8997,14.8488,425.849,0.0,4.7021,4.7021,421.147,10.0
2023-02-24T22:00:00Z,0.0,7.6451,13.1322,386.6714,0.0,68.7412,68.7412,317.9302,10.0
2023-02-24T23:00:00Z,0.0,6.7298,14.1662,362.2586,0.0,35.5882,35.5882,326.6704,10.0
2023-02-25T00:00:00Z,0.0,3.5373,15.4787,249.7599,0.0,0.1064,0.1064,249.6536,10.0
2023-02-25T01:00:00Z,0.0,4.9979,16.0844,248.1175,0.0,5.4696,5.4696,242.6479,10.0
2023-02-25T02:00:00Z,0.0,5.6419,15.982,251.9832,0.0,12.6464,12.6464,239.3368,10.0
2023-02-25T03:00:00Z,0.0,5.3005,19.0604,258.2226,0.0,8.3505,8.3505,249.872,10.0
2023-02-25T04:00:00Z,0.0,3.5351,19.2437,265.0219,0.0,0.1051,0.1051,264.9168,10.0
2023-02-25T05:00:00Z,0.0,10.5189,21.1941,233.6854,0.0,291.5461,291.5461,-57.8607,12.893
2023-02-25T06:00:00Z,8.4239,8.0685,23.1861,287.252,0.8424,89.3063,90.1487,197.1033,10.0
2023-02-25T07:00:00Z,235.6401,5.8675,23.8101,342.3817,23.564,16.1712,39.7352,302.6465,10.0
2023-02-25T08:00:00Z,415.1045,7.5316,24.6073,412.5937,41.5105,63.8276,105.3381,307.2556,10.0
2023-02-25T09:00:00Z,568.1329,10.2814,24.1793,364.7652,56.8133,264.7815,321.5948,43.1705,10.0
2023-02-25T10:00:00Z,684.9795,3.6051,24.951,274.9502,68.498,0.1519,68.6499,206.3003,10.0
2023-02-25T11:00:00Z,758.2031,4.5804,24.2002,258.5171,75.8203,2.7071,78.5274,179.9897,10.0
2023-02-25T12:00:00Z,425.6041,6.6837,22.2778,228.6551,42.5604,34.2846,76.845,151.8101,10.0
2023-02-25T13:00:00Z,758.2031,8.9595,22.9953,269.326,75.8203,145.1717,220.9921,48.3339,10.0
2023-02-25T14:00:00Z,684.9795,2.4625,21.9134,252.6418,68.498,0.0,68.498,184.1439,10.0
2023-02-25T15:00:00Z,568.1329,13.4327,21.0348,244.6268,56.8133,500.0,556.8133,-312.1864,25.6093
2023-02-25T16:00:00Z,218.4728,5.8003,19.029,284.035,21.8473,15.0608,36.9081,247.1269,13.253
2023-02-25T17:00:00Z,235.6401,5.0087,17.1015,363.5975,23.564,5.5593,29.1233,334.4743,10.0
2023-02-25T18:00:00Z,11.9866,4.4075,17.3135,349.8145,1.1987,1.9123,3.1109,346.7035,10.0
2023-02-25T19:00:00Z,0.0,3.5027,14.3082,392.0261,0.0,0.0871,0.0871,391.9389,10.0
2023-02-25T20:00:00Z,0.0,8.39,16.2857,432.8512,0.0,107.4038,107.4038,325.4474,10.0
2023-02-25T21:00:00Z,0.0,11.4581,14.096,317.0373,0.0,415.018,415.018,-97.9807,14.899
2023-02-25T22:00:00Z,0.0,5.2603,14.4025,264.4252,0.0,7.9199,7.9199,256.5053,10.0
2023-02-25T23:00:00Z,0.0,11.347,14.8859,239.4249,0.0,398.8748,398.8748,-159.4499,17.9725
2023-02-26T00:00:00Z,0.0,8.7611,15.5581,262.7525,0.0,131.1459,131.1459,131.6066,11.3922
2023-02-26T01:00:00Z,0.0,5.7148,14.3531,292.9441,0.0,13.7233,13.7233,279.2208,10.0
2023-02-26T02:00:00Z,0.0,7.2078,17.6217,222.428,0.0,51.0994,51.0994,171.3286,10.0
2023-02-26T03:00:00Z,0.0,5.3888,18.3066,234.6599,0.0,9.3499,9.3499,225.31,10.0
2023-02-26T04:00:00Z,0.0,6.2822,18.6623,229.25,0.0,24.2524,24.2524,204.9977,10.0
2023-02-26T05:00:00Z,0.0,2.3226,19.842,254.3103,0.0,0.0,0.0,254.3103,10.0
2023-02-26T06:00:00Z,42.6642,7.405,21.4635,284.8983,4.2664,58.6236,62.89,222.0082,10.0
2023-02-26T07:00:00Z,237.5581,2.3825,21.5344,369.5344,23.7558,0.0,23.7558,345.7786,10.0
2023-02-26T08:00:00Z,417.3571,8.9255,25.35,414.6623,41.7357,142.6973,184.433,230.2294,10.0
2023-02-26T09:00:00Z,570.6364,9.1295,25.6134,388.87,57.0636,157.9509,215.0146,173.8554,10.0
2023-02-26T10:00:00Z,687.6563,4.4095,24.7493,246.2197,68.7656,1.9207,70.6863,175.5334,10.0
2023-02-26T11:00:00Z,760.9811,5.0904,23.9038,220.5764,76.0981,6.2654,82.3635,138.2129,10.0
2023-02-26T12:00:00Z,785.9515,6.2167,23.4306,268.4252,78.5952,22.8274,101.4226,167.0026,10.0
2023-02-26T13:00:00Z,760.9811,7.0556,23.5912,239.4463,76.0981,45.7522,121.8503,117.5959,10.0
2023-02-26T14:00:00Z,538.2813,4.7806,23.5554,207.7966,53.8281,3.8721,57.7003,150.0964,10.0
2023-02-26T15:00:00Z,570.6364,6.8937,20.0213,234.8603,57.0636,40.4877,97.5513,137.309,10.0
2023-02-26T16:00:00Z,417.3571,4.6728,18.18,265.5483,41.7357,3.2106,44.9463,220.6021,10.0
2023-02-26T17:00:00Z,47.5217,2.4184,19.5511,293.62,4.7522,0.0,4.7522,288.8678,10.0
2023-02-26T18:00:00Z,42.6642,1.1572,15.0104,352.7757,4.2664,0.0,4.2664,348.5092,10.0
2023-02-26T19:00:00Z,0.0,2.8147,14.7535,404.4533,0.0,0.0,0.0,404.4533,10.0
2023-02-26T20:00:00Z,0.0,8.3767,14.7206,351.7023,0.0,106.6109,106.6109,245.0914,10.0
2023-02-26T21:00:00Z,0.0,11.6809,12.9075,321.1981,0.0,448.6734,448.6734,-127.4754,16.3738
2023-02-26T22:00:00Z,0.0,5.3325,15.4097,218.211,0.0,8.7043,8.7043,209.5067,10.0
2023-02-26T23:00:00Z,0.0,5.9424,15.3249,243.6088,0.0,17.4729,17.4729,226.1359,10.0
2023-02-27T00:00:00Z,0.0,3.2251,14.5349,333.6641,0.0,0.0078,0.0078,333.6562,10.0
2023-02-27T01:00:00Z,0.0,6.2033,17.1839,320.5482,0.0,22.5438,22.5438,298.0044,10.0
2023-02-27T02:00:00Z,0.0,3.2057,18.3891,345.9987,0.0,0.006,0.006,345.9927,10.0
2023-02-27T03:00:00Z,0.0,6.6659,18.0326,293.0288,0.0,33.7883,33.7883,259.2405,10.0
2023-02-27T04:00:00Z,0.0,10.7057,18.9892,307.4757,0.0,313.816,313.816,-6.3403,10.317
2023-02-27T05:00:00Z,0.0,3.634,22.9935,317.1905,0.0,0.1748,0.1748,317.0156,10.0
2023-02-27T06:00:00Z,41.846,8.0498,22.661,359.6406,4.1846,88.321,92.5056,267.135,10.0
2023-02-27T07:00:00Z,239.5039,1.8887,23.2317,424.9941,23.9504,0.0,23.9504,401.0437,10.0
2023-02-27T08:00:00Z,419.64,5.2009,25.1335,615.8224,41.964,7.3123,49.2763,566.5461,10.0
2023-02-27T09:00:00Z,573.1719,3.2432,24.5714,488.9708,57.3172,0.0099,57.3271,431.6437,10.0
2023-02-27T10:00:00Z,690.366,5.2225,23.9342,400.3241,69.0366,7.5294,76.566,323.7581,10.0
2023-02-27T11:00:00Z,763.7926,3.9365,24.3496,448.7496,76.3793,0.5633,76.9425,371.8071,10.0
2023-02-27T12:00:00Z,668.766,5.4356,24.8086,377.7885,66.8766,9.9093,76.7859,301.0027,10.0
2023-02-27T13:00:00Z,763.7926,5.728,20.9832,423.2517,76.3793,13.9239,90.3032,332.9486,10.0
2023-02-27T14:00:00Z,690.366,4.8546,21.6518,388.2835,69.0366,4.3753,73.4119,314.8716,10.0
2023-02-27T15:00:00Z,498.5308,7.3909,22.117,370.1453,49.8531,58.0637,107.9167,262.2285,10.0
2023-02-27T16:00:00Z,419.64,10.5926,18.928,429.5323,41.964,300.2045,342.1685,87.3638,10.0
2023-02-27T17:00:00Z,239.5039,5.2559,19.6918,516.2201,23.9504,7.8744,31.8248,484.3953,10.0
2023-02-27T18:00:00Z,44.1839,3.6072,18.3546,468.3829,4.4184,0.1535,4.5719,463.811,10.0
2023-02-27T19:00:00Z,0.0,4.2053,15.8388,549.8772,0.0,1.2009,1.2009,548.6763,10.0
2023-02-27T20:00:00Z,0.0,9.1569,14.5412,511.0519,0.0,160.0738,160.0738,350.9781,10.0
2023-02-27T21:00:00Z,0.0,6.3586,14.3228,383.5416,0.0,25.9837,25.9837,357.5579,10.0
2023-02-27T22:00:00Z,0.0,5.5086,17.1044,346.6946,0.0,10.8277,10.8277,335.8669,10.0
2023-02-27T23:00:00Z,0.0,3.2497,16.4846,362.5428,0.0,0.0107,0.0107,362.5322,10.0
2023-02-28T00:00:00Z,0.0,5.4497,15.379,336.1223,0.0,10.083,10.083,326.0394,10.0
2023-02-28T01:00:00Z,0.0,4.2404,15.44,316.5338,0.0,1.3089,1.3089,315.2249,10.0
2023-02-28T02:00:00Z,0.0,10.9728,17.2008,331.0689,0.0,347.5939,347.5939,-16.525,10.8262
2023-02-28T03:00:00Z,0.0,9.6199,18.5335,307.4332,0.0,198.9762,198.9762,108.4571,10.0
2023-02-28T04:00:00Z,0.0,2.5886,18.3404,346.1223,0.0,0.0,0.0,346.1223,10.0
2023-02-28T05:00:00Z,0.0,5.9284,20.9579,347.8483,0.0,17.2235,17.2235,330.6247,10.0
2023-02-28T06:00:00Z,45.7279,3.8421,23.4061,346.5456,4.5728,0.4096,4.9824,341.5632,10.0
2023-02-28T07:00:00Z,241.4773,5.3056,21.3199,424.8014,24.1477,8.406,32.5537,392.2477,10.0
2023-02-28T08:00:00Z,403.5993,9.7455,24.7404,547.6805,40.3599,210.5191,250.879,296.8015,10.0
2023-02-28T09:00:00Z,319.1606,6.3613,25.7881,476.716,31.9161,26.0468,57.9629,418.7532,10.0
2023-02-28T10:00:00Z,470.9218,5.0723,24.0232,421.7673,47.0922,6.1034,53.1956,368.5717,10.0
2023-02-28T11:00:00Z,766.6369,4.1919,26.1075,407.9688,76.6637,1.1615,77.8252,330.1437,10.0
2023-02-28T12:00:00Z,791.6744,8.9281,23.2235,430.9361,79.1674,142.886,222.0534,208.8827,10.0
2023-02-28T13:00:00Z,766.6369,7.2337,23.5603,427.9397,76.6637,52.0486,128.7123,299.2274,10.0
