supplier_id,supplier_name,country,financial_stability_score,geopolitical_risk_score,natural_disaster_risk,single_customer_dependency_pct,quality_score,on_time_delivery_pct,risk_tier
supplier_366,PrimeParts TAI-366,Taiwan,71,90,74,7.7,82,90,High
supplier_367,NexGen TAI-367,Taiwan,69,84,78,32.6,44,100,High
supplier_368,ApexManuf CHI-368,China,65,66,43,14.9,73,77,High
supplier_369,StarComp CHI-369,China,59,80,75,44.1,93,81,High
supplier_370,TechMfg JAP-370,Japan,71,34,68,48.2,90,95,Medium
supplier_371,GlobalParts CHI-371,China,71,63,52,38.8,80,87,Medium
supplier_372,PrecisionCo SOU-372,South Korea,65,47,44,54.6,65,82,Medium
supplier_373,UniComp TAI-373,Taiwan,76,95,67,49.0,90,83,High
supplier_374,EliteMfg CHI-374,China,87,87,68,22.5,100,78,High
supplier_375,CoreTech GER-375,Germany,100,22,28,54.1,90,99,Low
supplier_376,PrimeParts CHI-376,China,53,73,33,39.4,91,83,High
supplier_377,NexGen JAP-377,Japan,57,27,100,18.3,62,90,High
supplier_378,ApexManuf JAP-378,Japan,81,26,76,47.1,63,74,Medium
supplier_379,StarComp CHI-379,China,72,75,47,20.9,78,93,High
supplier_380,TechMfg CHI-380,China,68,91,48,39.9,75,90,High
supplier_381,GlobalParts CHI-381,China,58,94,38,10.4,81,90,High
supplier_382,PrecisionCo VIE-382,Vietnam,90,63,57,36.5,100,76,Medium
supplier_383,UniComp VIE-383,Vietnam,100,58,60,22.8,77,65,Medium
supplier_384,EliteMfg CHI-384,China,63,72,44,50.6,77,78,High
supplier_385,CoreTech CHI-385,China,65,78,55,51.4,81,84,High
supplier_386,PrimeParts CHI-386,China,52,72,60,21.5,77,91,High
supplier_387,NexGen CHI-387,China,55,65,52,38.8,81,82,High
supplier_388,ApexManuf USA-388,USA,93,17,47,8.1,67,83,Medium
supplier_389,StarComp GER-389,Germany,66,6,41,6.9,85,80,Medium
supplier_390,TechMfg CHI-390,China,61,85,38,46.2,64,82,High
supplier_391,GlobalParts JAP-391,Japan,90,26,79,39.5,95,69,Medium
supplier_392,PrecisionCo CHI-392,China,81,73,64,49.1,80,83,High
supplier_393,UniComp CHI-393,China,54,62,49,26.2,70,81,High
supplier_394,EliteMfg TAI-394,Taiwan,41,76,80,37.2,78,87,High
supplier_395,CoreTech JAP-395,Japan,57,46,95,19.3,100,78,High
supplier_396,PrimeParts USA-396,USA,51,12,22,16.2,76,76,Medium
supplier_397,NexGen CHI-397,China,56,86,64,8.7,57,73,High
supplier_398,ApexManuf CHI-398,China,95,81,55,24.3,100,84,Medium
supplier_399,StarComp CHI-399,China,69,69,52,39.2,62,67,High
supplier_400,TechMfg CHI-400,China,86,59,74,44.6,100,81,Medium
supplier_401,GlobalParts IND-401,India,46,72,69,9.0,76,75,High
supplier_402,PrecisionCo JAP-402,Japan,68,31,71,18.4,73,92,Medium
supplier_403,UniComp CHI-403,China,66,71,45,56.8,96,73,High
supplier_404,EliteMfg MEX-404,Mexico,80,50,62,50.5,75,84,Medium
supplier_405,CoreTech TAI-405,Taiwan,62,83,74,18.4,83,65,High
supplier_406,PrimeParts TAI-406,Taiwan,87,77,90,59.7,73,92,High
supplier_407,NexGen TAI-407,Taiwan,61,80,76,45.1,90,85,High
supplier_408,ApexManuf CHI-408,China,100,71,38,43.0,97,84,Medium
supplier_409,StarComp VIE-409,Vietnam,72,49,60,14.6,85,84,Medium
supplier_410,TechMfg CHI-410,China,76,78,50,44.5,61,100,High
supplier_411,GlobalParts CHI-411,China,92,88,48,12.0,70,71,High
supplier_412,PrecisionCo CHI-412,China,61,88,63,51.0,76,92,High
supplier_413,UniComp CHI-413,China,61,75,59,34.7,83,78,High
supplier_414,EliteMfg CHI-414,China,61,63,39,40.1,89,71,High
supplier_415,CoreTech CHI-415,China,74,82,36,33.3,99,90,Medium
supplier_416,PrimeParts SOU-416,South Korea,41,51,32,50.4,71,84,High
supplier_417,NexGen MAL-417,Malaysia,61,40,44,6.4,65,89,Medium
supplier_418,ApexManuf CHI-418,China,72,58,64,47.7,81,92,Medium
supplier_419,StarComp CHI-419,China,74,86,52,29.3,81,90,High
supplier_420,TechMfg TAI-420,Taiwan,76,92,77,13.4,72,84,High
supplier_421,GlobalParts GER-421,Germany,58,4,0,17.5,100,78,Low
supplier_422,PrecisionCo SOU-422,South Korea,98,49,39,11.5,80,100,Medium
supplier_423,UniComp JAP-423,Japan,93,32,63,56.1,69,97,Medium
supplier_424,EliteMfg TAI-424,Taiwan,94,81,66,10.2,68,85,High
supplier_425,CoreTech TAI-425,Taiwan,76,71,63,24.5,97,100,Medium
supplier_426,PrimeParts CHI-426,China,71,72,49,5.0,73,84,High
supplier_427,NexGen USA-427,USA,76,15,23,54.1,76,80,Medium
supplier_428,ApexManuf USA-428,USA,81,2,40,26.4,87,92,Low
supplier_429,StarComp CHI-429,China,59,65,44,33.4,88,79,High
supplier_430,TechMfg JAP-430,Japan,79,6,71,24.5,77,76,Medium
supplier_431,GlobalParts CHI-431,China,60,44,44,35.3,73,80,Medium
supplier_432,PrecisionCo JAP-432,Japan,35,13,86,41.8,64,78,High
supplier_433,UniComp USA-433,USA,69,8,4,13.6,86,90,Low
supplier_434,EliteMfg CHI-434,China,83,59,55,12.6,78,82,Medium
supplier_435,CoreTech TAI-435,Taiwan,60,49,81,5.9,62,89,High
supplier_436,PrimeParts CHI-436,China,63,70,47,14.1,70,74,High
supplier_437,NexGen TAI-437,Taiwan,86,78,68,28.8,71,80,High
supplier_438,ApexManuf GER-438,Germany,74,0,17,17.2,90,90,Low
supplier_439,StarComp CHI-439,China,76,58,53,22.1,79,61,High
supplier_440,TechMfg CHI-440,China,46,86,58,54.7,69,74,High
supplier_441,GlobalParts MEX-441,Mexico,73,46,75,5.6,80,71,Medium
supplier_442,PrecisionCo CHI-442,China,64,76,51,41.1,83,100,High
supplier_443,UniComp CHI-443,China,72,86,61,56.9,72,82,High
supplier_444,EliteMfg TAI-444,Taiwan,66,85,77,5.7,90,79,High
supplier_445,CoreTech TAI-445,Taiwan,83,90,76,46.8,88,76,High
supplier_446,PrimeParts SOU-446,South Korea,72,48,26,41.3,65,80,Medium
supplier_447,NexGen CHI-447,China,70,67,55,19.3,70,90,High
supplier_448,ApexManuf MAL-448,Malaysia,58,62,48,11.2,100,73,High
supplier_449,StarComp TAI-449,Taiwan,55,91,65,8.4,90,80,High
supplier_450,TechMfg CHI-450,China,79,84,57,38.8,59,76,High
supplier_451,GlobalParts MAL-451,Malaysia,66,62,67,49.2,70,78,High
supplier_452,PrecisionCo GER-452,Germany,57,7,29,14.3,78,92,Medium
supplier_453,UniComp TAI-453,Taiwan,45,80,59,27.2,72,78,High
supplier_454,EliteMfg CHI-454,China,73,77,52,7.0,69,91,High
supplier_455,CoreTech TAI-455,Taiwan,66,75,62,48.6,100,84,High
supplier_456,PrimeParts TAI-456,Taiwan,52,89,65,41.2,72,97,High
supplier_457,NexGen CHI-457,China,61,88,44,48.6,96,86,High
supplier_458,ApexManuf SOU-458,South Korea,100,42,42,38.5,61,68,Medium
supplier_459,StarComp USA-459,USA,58,28,8,14.6,86,100,Medium
supplier_460,TechMfg CHI-460,China,85,78,68,45.5,74,73,High
supplier_461,GlobalParts JAP-461,Japan,61,29,76,18.4,77,85,Medium
supplier_462,PrecisionCo CHI-462,China,78,91,56,29.8,58,91,High
supplier_463,UniComp JAP-463,Japan,56,38,88,57.8,86,97,Medium
supplier_464,EliteMfg TAI-464,Taiwan,85,59,61,23.2,86,89,Medium
supplier_465,CoreTech CHI-465,China,29,71,63,26.9,81,81,High
supplier_466,PrimeParts MAL-466,Malaysia,54,39,50,8.4,88,85,Medium
supplier_467,NexGen CHI-467,China,86,71,40,36.3,81,89,Medium
supplier_468,ApexManuf TAI-468,Taiwan,51,97,77,32.5,91,82,High
supplier_469,StarComp CHI-469,China,55,85,43,45.6,72,100,High
supplier_470,TechMfg VIE-470,Vietnam,67,70,57,12.0,89,91,High
supplier_471,GlobalParts JAP-471,Japan,86,25,75,57.2,71,90,Medium
supplier_472,PrecisionCo USA-472,USA,66,22,25,53.0,76,86,Medium
supplier_473,UniComp TAI-473,Taiwan,68,95,80,47.8,70,76,High
supplier_474,EliteMfg TAI-474,Taiwan,99,69,71,28.4,76,74,Medium
supplier_475,CoreTech SOU-475,South Korea,58,39,32,17.8,79,79,Medium
supplier_476,PrimeParts JAP-476,Japan,71,36,71,50.0,64,96,Medium
supplier_477,NexGen USA-477,USA,69,19,18,51.8,59,77,Medium
supplier_478,ApexManuf CHI-478,China,78,65,39,51.0,75,81,Medium
supplier_479,StarComp SOU-479,South Korea,68,55,52,10.8,60,76,High
supplier_480,TechMfg CHI-480,China,80,70,63,55.0,98,95,Medium
supplier_481,GlobalParts CHI-481,China,85,70,54,54.6,61,99,Medium
supplier_482,PrecisionCo USA-482,USA,81,16,38,49.2,57,95,Medium
supplier_483,UniComp CHI-483,China,50,73,57,48.3,90,90,High
supplier_484,EliteMfg JAP-484,Japan,78,22,77,59.6,98,70,Medium
supplier_485,CoreTech TAI-485,Taiwan,64,66,62,25.7,73,96,High
supplier_486,PrimeParts CHI-486,China,73,70,53,52.9,90,73,High
supplier_487,NexGen CHI-487,China,59,79,58,50.6,88,76,High
supplier_488,ApexManuf TAI-488,Taiwan,89,85,58,20.2,73,86,High
supplier_489,StarComp JAP-489,Japan,66,18,61,48.1,83,86,Medium
supplier_490,TechMfg SOU-490,South Korea,74,38,41,11.9,76,100,Medium
supplier_491,GlobalParts VIE-491,Vietnam,87,52,59,39.2,92,92,Medium
supplier_492,PrecisionCo USA-492,USA,61,5,13,41.0,78,91,Low
supplier_493,UniComp JAP-493,Japan,71,39,78,31.8,54,72,High
supplier_494,EliteMfg SOU-494,South Korea,64,55,58,5.5,72,65,High
supplier_495,CoreTech CHI-495,China,82,69,84,7.6,100,92,Medium
supplier_496,PrimeParts TAI-496,Taiwan,54,82,77,14.0,90,93,High
supplier_497,NexGen CHI-497,China,78,74,43,5.4,82,66,High
supplier_498,ApexManuf CHI-498,China,72,74,42,27.3,76,100,Medium
supplier_499,StarComp GER-499,Germany,73,25,13,10.4,88,78,Medium
supplier_500,TechMfg TAI-500,Taiwan,64,69,70,23.3,91,100,High
