index,plaintext_hex
41,27822a9ea9fed3bf0adc831c0ed61c4309d10dbaaf39fb3233001719e17bcc90bd7b23c60d07c2a8ceb8b3b3af7c260b933ef9de6bfb641ee7863fc6077aaeb57b455cbefc4e2c5916bff50a567634b6cc03ad0bc5b535da560b97f872ffd280d9395da733efc399a7e69d94dad931c69abaa366b9bc793785367572bff6881a0070ca99546d4450876cbeb711884ede91a5a97c1bc13e66ee48bf26051b57a166133b26961ee193dbf3107d10f5701681870528d2467abd46d971bba84a17034e0b6bb24690bb9caba879bb7041c822d90b579768e0d378049c208e78d371365de8b53429d8e421ff9186a08af625cd420aa8a64e2af1776e1c875137a93c35
42,ddd35f826aa5f09c454b6aefa7597a8b29583730a6db9d7f2a1b517aead4d43d420ff16f2702d88198f9ef66a862b577f293d0f57c278cf0feb38663db0d8d214515f7ee35368790e59fb0f839ebd5c4d20da1330a70b3abeb8f066233934dc319b29c9f60289f62cb1c6d40ce34126f3fa5427d1e22a94e11ffe0d4c8fd9a47569afc83fcbcde420ff8a19860684fd70e0ccb005b59dbaffae84b6181d766f1cc027b46cc4608e35a0cec16dadb419e2c71849465477f03674a69b5bca55f0288514cf417ae5c0414ba735820c70054e2ebce8568e1694257dd165a1e0ce5f090a8f4583ec4ac79d6a2e2fe417dec14b70cda2fbfd4b941c369363df740c867
43,8adada454ce87185a2be751ec89ac3a305e7282eff9cbbedcc61b3aea2532cde0385e8fde473d66dc85447cd68200f33cce880d2d523eaab06ca353101465d5ee4fe2e8a1902296a1728db205eaae4ddfff489d2a72d1dc0f81e582c379de316175688f0cb2d51860920a2ec8a3d19ffa414eb2cf061a10615424f2382c9fa94236dcd28485ba9e6d9769afcd851df369db9c9287fe76b2d2c2e01f5554e0ab8b4b16d02508f0cccc49f69cc3b9d6262343c54548774bc4d566252a4e55667d8266f686ba3c93703462eac48b2b2cefde8341d6f8f78b28b4182ddf2146d90a30bacf85af8a1e1be3179ae05385d5bcf581747eb2c891af1e447872c5446b4fc
44,8588760168ce2a96e511eef996cf66c29d4eac60f144304a24d4949c5b40b333889b6c67af9917eb881416b7804ffda2542a4483b9b631d3c54250a3dc8b4b5be6f756b39b38c324ef3ae1bbaf4863548d9a81b4cce7e7dffa69c6f2c48be842ae40a015f002ab52194f2fc506cbb16f6dd6803ba49bbd300e747388323b66bf198905c089930b7db286d986a33b55cc13d11dca1e794d30edc899eb449f872b68ebf419c818970cfb93c2f4ccb7f15d89362fe9b10ebc7aa7a66abaa03a7aa6593c812570f4d8d1934d9c2c1a2df07dd3026bd8d21dcf7de4e912b9be49e3f19f5a41c4814d13cdd679960c7b02c33a6b6a8bd35b493ad394594aecaa4c141a
45,08a964e8e9f217a4d0f388a46eb38b4dabcb33302866acfa3413cc6d3a4890a363a594987bab66c00a3af0e7f3234dcf99efde8363b686a2ae31852fbcff53fd0e9b820fc8e84490c5d2455492b7a274a03412b3a1da867458ce103d79def0ef34af3dcfa555ad4736bef678e770d42573e15a4d12cf03bbf4ca80339279e6311d6bfc1cc2011d3a29e72bec548fa988c87d2cb21d012f254e61362321aa1a2bb6dfbdbd24b80476f4ba1e5d71a0c8211e28c360a5a9ab700cf54f8f99d1546e6a1e03b17b345ce9e9dbaeb8b8f92f1a9e14774031fef0ac67f638b59b226168f7a558979e9677edd2a43001ed0b2459b4bc7007c166e7437d5247ba94d62730
46,a1c69ee859afff9a4feb0d31ab97a1a163ab175ad5c8d16a217e17f42ef941029d9fe1638b9520ae19ca70b4ed5e1a3fdf646cc20007c1989b5e4547a5ff4f674acfe47694c2bb9c293a4bdf78c147dc6ea9d997b8d6818dc7bd39257218d0d2d9c84232eee8d4bf089cfdd24425474ac603c2da4068829d59e755eda105c1f8d4ed673deb606ef143a6eb84e1706d0ea3cb1c9ae15d6c2ff988b24275b1814e95a4c6fa25310e5035008767e7f079d5c948f1b5f3ae76365029d1f8686b01083652a3246ae0dfd16644c00718de6f875afdc8f10ccdebfc325320fadf68db8abf83748b40f1d06ca6a7b16a577a39f2e55131493266d7998c1a25a03c256374
47,ecc286f6b3364c388a70ad7cc2242b13d4fa151776bf8dd8f800111780698e40403091b3204706370087d47f037519d8241fdfd4471806d74e07af0e2ef3a79b2565ac69bef599383b3b852ce12e45cdbf2cc1a60e54212d30531c437e6da2d739881f5ec063a9e2e65ef8f4960e115b3a0689addaa856986bd295493fb83080f01a7f9851d95b86fbca6f274e3bb53eb5ebe30c87c6dc4c6e0769426bb07e9575cfaae6335e283d3b0b17e66c790b6e9e02d02f99c03ab9a1ec65f371a3c708c543f014ca2a14a1747a31125b7c6d7546ca30130a2ccc3466945e49596b042c73700ac5f304b9c1f50b0e09ed13ebf0cca522b8fc15702ea6df8eaf654394ae
48,aec9aa628219df68b66df7108fdaa0f7baa2f4feddd510e96f77c334a1315dc34e646864caafd1a250ef2423ac44304bf01cca91b07beb58dd5dc468c92c69cc3efbf18bd99d6c5e5f828a6e47f86062af936b9bffc271b5282cd1b4c53edde74d49e7ac52c4caacb69124ec9cbd327dac0c975e302ed49c1892c2d5e6bc662b8a6b426d1ac5978796af2e58f81fe5b013e053adde954ebd611aca45324e412fb17468488b6325221b4c80505973bd5d860c997582693465a0ba5cda09804ca166dca0604fe7418b5cdaeef630a05166eca7163acd5562039d3760381490b25d492a8d2edba49d7dc7dc8dbb04e1c2f81be36ad6bf60916be004de14f7908ce3
49,bbc184445b57da935bb3a023c623802efbe27d3599916761f0ffa7c76d4d1fd248c4a5585a5f79803e0baccc6b31d65acfe8192d9485f5429c372b39b706f22369d350410044aff978b32a43f5c8f1bbf607e9cf8eb8a5fd135a74516be997fdc7af84baebaf597de2af098525831ec4b2415f9cb1bf040f9e25222a823d1a7e1f97a2b63e362fa9e1b4f1d59e9eaa404d24ab14c4551d576f5ba41235fd26cf269848f91dbef59d1ceed69527ec1a5c0e7518e6c125f4569d5aa8bbd1c86d4faca750d08e310a3e0dc4a35fc84cc18bf45b9f5612af3dc1b6169bcc071d694bd30f76a8235d8eb58e805fe0a103ee08ef6fadc211c7bc1b556744ef86490e22
50,03059a804f2a77c014263869361f77c9adbe7e480056a24eee3877b7b51d8ff40e3247b1c38d6dad955b2b62e37287d18afe40d979b360eafd59fc1dc73dd3dc74ee9fea5c040ca22aa1257f0d98767136b6b3abed9549a00e7aecf2455b10407805bd52d21cfa221f36ca59d75d5611feaf015969c86f8761f473c028b0f23c3b612fec957635a6c430af1be08df9f312cfa71ba848f2246b05a13031cf5a30ff08a636ec2a5f0cec98fc64aaa7c854745bcad3fd4b888df2cfbb508abb6b9ecb7735455f0b02d3e6226bab2ace3cff70000ac10c3dc01bb997cdf40422122250094442e9e96767f78932af17f714f67847223aef66380725d7519fb80ac3ec
51,b38fded9b69f3e0d7ec6eb6fff37907184ab70c32e4220ac34a425d9b995bece5f5aa5335e5fd5e6f9a080930728fc7f5d223715e1e72265f831253dcfadef58e1fe6d3fff7cbb3d7fb36d9b0ed2f6f55db1775c83405af04028fbdb6f46bbb3f4dfcf432f38713fcc368cb2a75ad580a47bb8b797644130be6b79e2342405e6926c333ed95cf9fdeacf8299b06b76fdf9b8343c48008a57d4c1aa9d401bf374a2677d79d9b0676e556cb02b79ebb4ceaf2b63d1c045fdfbeb07dead410dd538ea09d8d511a2826827293726bbaa290e1a7550e486fea393c11e12632fbcfbb44265caae7225fb9eca0d88de0dd75005049915f9972169c4c1756f383aa4c197
52,7d7b9da3eb0d0a00c7c5e3dec83e0997a92b04238671e0c5de6ab362759d52fad912f2d26f11aadf307c2bf859787acb7895f7d9ebd47edd992ca81b0240a3c50b52338364829da7d00caad897c14103f5ebeff39ecb5761d54a5a661a68cc732b6ceccde2ea0c384067245bd8a46550ad27c55284804630d0fca79a91335a9ac6413c3339da634ead5de047d2036218b1b44b383044dab8da0e6d7b45efaef95bd1b845b5f260e4462e8a1d974ec3e45323ec4beb4602ed2418a330437c89ea783ef9ee42e28742312c2fb6aece79e4c1405f50a17b1c36c6400d5856971d5853d2f11183d154ebf4e80c4fb523151c884c340f3516400a731187f9520e3487
53,21b08a4a6dd470c55ffcea29c91d64cbe46ca483e822f6684c93516b746b75b4ff8675ad320d34947f5f0f69e5b8c81819de4206330355a4386589459e4c6706f418e464d64f26e58aa2052ecc89d3c95559dd87e3c341decdc658d77581905fcdaecabc2688b3bea3f913e0ea95a1f734c488b9a3f2080aba29db5b60f21cd02574159b18b9e65e4b00f1f018af5dc447008e07655b522ab43ea5782c1716fdfb0d214d189a6f1619250cc0f2d1f6e51d78476801633ffab9f1afb569d6106ac6bed7f9b2164dc0240cf1847b3414fcf08d21baa215828f966ff1a9a621c84cea00dfc457e87867e1515078ff9150dde17364ea9e3b6bc6f3c92adadc984aa7
54,91b6269f3e6e49107e3a13e2808499f7df472a15a8cee02644a842550ca2c59399b268105ae903af66486c6dc554d24c58621c6d60c39ebc20c23a63be74c536ee8431d07cf019e18d65662110bddd70c38e2c32be151ae58c252abf83cb4d321582cbaa8c024a80e94e6fbfd09a2e7890d271dadd62f357a7696741710c8f723832df503a8a04a3c4d8307d19cf5cba45328e735288ce22041a182bdec0507e86ce3d6386898b2db93fb9bf157930e00a17f7daa5fde55dfe24629ca74e3440d7c8cdf3a54a0310a5d8edaeb6aab92bd0a15c4c602853d518a46585b12ca2a28479c4aba69c1fb6d44f25d3e7e6a2df7fb75579f8dc4fe8d5d6f5ab34bd3c73
55,9bf7dfb2e9d57a38230d8aeba805d5592eeb8e746877ee8c34d32ee3633b3a1b2cf584ac3b845b0e19989e9efd82a24386de9ad1d0e52c844562be0d361cbba13e3d1c84464e0410a7ed671fda9ab251021cececdfaef88e03cd2b124680ac72a921cfbaada9695d0747b169f15199cf56f7f765f3def33fa8d869de2a0951f1977a9b0382d0589f50e51de788006e92a9c2c51794df9ab1a87c2f396c4f159508b01cb5144a45850ecdc700627966170006be77b8bcf5f13812ec704aa5a2174ca6ae03f1662f07ade6ca05d7bb1615de687113d322d564a79c0b290d4faf9ebb91d0a084f97897e0d2332f0bfc0055bcc9747b1ce849adf8809bf916dd619a
56,f975eb5e7eb21b8a15c748001ada9fbb1297cde4e4a48521e29cb7dbbe8ac741b7bbbf7bbf334c4200afec1a993265b859add66e9e6beabc4faa4c6bf81045203920ade39f8c16c97a3d693457d53f2cf41b92a4fdd70d90a3cb001f7fca1cbc91ba3817bfa94347373ce6721e75bfef9faae936062c4215072cf987554ab6b7e2411612876793cbf3efa780633aa93a3de9fad0c47bc98e2c0ce8bd27513af3ea6832226cb79f9e47792c45ce6e912c3123a34f982c6a8da49b2f3934c4bdc0ebfb2412e4f761ebe10ae74d30cef15b312c541d1d85d9c443c7f031471d08ddcdf75e83e53e7c33945c51ed83bbad13383df0372d7ef5453eb6376690cc57bc
57,afdf42a112ae69c0b6fb1c0ad862b8572008ed2535d0e6d10975c0ea950a618fd01fb9b335d8ea1fb533f840b9d771278f4684a3b9ec1d5b22fbe503ebc389e804f58b4cbdff70fa14a0966a4e79f8951c6e59ad314c54360994404dffc5902c5984d3fc0000c8f05ec9d9c434747d7fa69aa58bc9a6c5064a3f4b3888ddf0be6ba076ae25e64b8f99c56b217cf2a81f3e8b4dd928e2b0218704dd432462634b839f8e72713562a8d141fc3d36cb0c58094b54e77a58e5e9fd899b44582c4befcfe265250cc7dde053f741f09cadbc665cbda87fb4eae201a8c6c7f797ed17683c2164c6ec9ab06d807bbd9eec28030075feed32a08c406a3e986ae0f56d5d41
58,1f7953960301ba4b24a1646fb28a1e4b58f461ab26b489a9f3482d5e399626abebcf67e6ae02a2680a27a0e85ff014f848a6b4a5dbf1f1c4f2c7fb292a4c36bb4c31883fa93a6b412103ad48f1455ec25e7efb132541e27b0bbf442a9c150e75b531194ecef77006d82e1ec585a1818e8cbe38b664e3e8161273184d8bc39bdee0e8b42d0c8cbc9eaed383f4f22357f292799a9afbebf8d24497fb6114b1539c27d9537d0d6c9c429844f363fab26d1679b7f1a1362dc7911cf315392a55d38318415871ecf7bef5a9c567859e797829a8450b28220b8af565c176ac64b8e4dbbfe1a5a25fda9c873e9fe27a10e668ec0300d51ea2f15b18f165f5de504bc452
59,87b4cda16efd0d59b2b3cad579214f1edf8f5a8516b7e0fc170dfde1daba586c7b054e6a756d6e37b1aa36f69a0dbf188b44597beeedcf24e8de5d43b50001f0423000c32fa702a269b9b14fc3da7c8ce9d1f71fc4ebf6fb15910aecc0c08786dbbae094cf44b4c54586e5e128cedc9c71c0f6c66f681fef9b350f5f5d4ef3897e809124acde60e83bd47f13c402d783a2305b6d587364b870a61548d366ca35e7e79cb290b0fd00a79e1e2714ac53197e4342c72f56bf27835550b569e51fa6145c494160d89a6a3b54586195067ba43f1c548f3b733c75356b330606846546a2a65e08888f4e86644285defaf1b0e7fa8821258106c9ca3f8dcfce62548acf
60,ae9b753052fd7e0e488f61f03b470ee11e9c9d8b3888d3c087854177aada75fdca4925d623a91cd89b243e6f84d7bf641397f192c933baf1032e07c1a075b41ed5f95a620a7c3b996054114aaa4013a630e8856e3942c67be9b601e42774ef5a18a09ffc0474d692a7294fcf746c74c48619c31bae033954c992fefce9abe41c42ddb6834be7be96b6236135084d26bace2075b97e3e9624b6f8645f2f8902957fc2ed0b5e52c2c988f52d9f982174de2fdd26295b8037dcb16ad1af4bf6f50b237e97cfbaa6f6c31bcba4421b05fe447b9ce03404ddbbdc141782ca56765053e6e8dfee9135468be600ffbed99c6a932d087c243107352ff7cf9101bb86317f
61,4424be9785fd85b71c326b6684221410f605d47a39ba4ce39fd2042c6e4b9c22a4127d40a3de6ebc4c039f881361f3c1be2fec24bec8cca62dfc972b9e6c265890e7fefd8aad2b1ac5de2ac7ebf19cfdfef05a640c81cb45aebcca4e2e2f8011653a3ce472f3c9405bdb0e6119a5ba6921ffa0e4a6095c41d6c7903edc10a6871428e456f65727b27f938c56c32a51f97f2d13709e5c5ec84edaa786e453b97a8e4f2b2347c5df703ee01cdaf493d89e4dab680faf77b497804b8ee1fa5be9b0110ab6d10911948539dcc9d8e6182aeb4246706f4b7598805bb05c39094f123898287c68bdd90843690634f5c3a384f23b6eff3fc81b65da6703fd7c13454ae1
62,59726baf063fd8e3b191b70115935925ef69b08546740fa9d07f6a87708937690f4f3efaf0706b98cf373560b072c056e83fd2447e298ab9430e32cebe8031c230e7764669b7919a878ca1205599e85a9a3177bc48ce79aa7fa473d0ea2efab8c37276482f2e45fd60d480b8a0e3c5c7c60250f52d67673c1641b8b32b630c9219a9d03c1a9050d4edab3fa1418fe9699053894494acf9815ebe291ab8165b902bc51c41a2ed52ad9a656dc8c488dc8c8deefaa7ea6d2fdcd2f2b1f8f551f7c618415fa038a8c3fd4e62f1976f0ae155363b9ec946c83d4c01e7f79001053146e976241fdce847d797fbe2df5f0817af27b7db326dab39ef4f1df132db3126e9
63,f35ae64e514c4f3b6fd45d4b963faf014850b681c38fcfc4a449ef0280d900be272527ec6bf27ffd8a99fa9212011d41dad3054557905fe2c696742239b9120ba3e4836263e5991a11bff001fbb4b6cd8fe04e4f0a73dee6d9235bdc8f1ac9d8823ac74246da19d6e8b4e9dfd8c6cee2205b29339dccb16d3908a7156b6198e2e3b55d2429c4651c74d48ec1722196e3496a11072bc9c5a466349d47726ba9489189342dfcd9ba3387c5bd0c8c17265609bd3d6ea642aff9aa0fdb2726f7bf4bf0debd88b8834dc383cd26b03f11d77bcfdc4f058616f6a876e4d2a429283859c0805842debcaab3a2ba1d2ed5272411f9658e33712cb08e00a55e70fac03be4
64,8e0b554df6bed22b42a224277d8f5dd3ca0709beea9230230aef13c700d6ea323cdf70393460347addca196c5872967833c58c6cf5ce1659d4d35a0360654221f63014c16ad8403326c1f09902c04e0ef36843503d89312987fc46ab7079c9f1c57af063da310934a821a54536901400f28e48f9480c9ccda6b17f173212ca1278f04798a4b8cf216d23c9728d83a74dec31c875a4e99bc2a4a6584cec03e39cbc532a434886ec3f633247313903522b2c7e786d8b03e619d8530d0c19c485ce5568f817f0af04d4cb493b4103a6657204c0fbfe37e6f2eec647a567b2d3a79382f15d0f972d2d4e1ae9a0fd0bdf169b743c8275e1bac82d17a4332735a9eae4
65,f8565430001aa5415fe11b8932d2e0aac59a9d4bbbd37faede0ead603c9293acccc651d1974ed443d59c30f69b6640c6f3e4fe738d5b4b82a81d248569a1130c930733b6d7570a711413dda1b6c391810d8dfc9eff7d14deb88883f0fb805de704e745974e150cde4ca5f6e274e5449623904a3702a1d9ed33e2133160465e51202a251249c1b0fcff2987c56643a58c1579892f2ef382f1e3cd412a2724928f0a2ed7e5faa9bc0c6a3b17144f9092d33eb69f7820ed18e3bb333d2ae27a8e573df0968c9cbb4438787e1810ad2387e48a7480381ee4a8431114798a3238af49bce0542929846d4d08e8773793b019916f08dac825d494ef0ae09a3fe2240816
66,0aa4c81e2a9981f14e4aa5032f1cebdb33d1b673f70c4dde80c53b7a94b22115dd8bc7ce5659290646e6dcfe27e8909675c3b41302044df74c038213e8ae55170f956bbc97b048a7a57e6c84dace6770193d3161fab8d670aaa3e10ed27f16df677783ae6284b210d70201f65178b397f50a294933e31403ee85bcc1fc4b6b4de9b6fc9900e43175dd9eea88a50941a117bf4288026a799b3bf209b5842d6bcb070ef0d38e50f7727d6dcad288ad282ff18e5cc20da33538f0738ad3c4493de8e7ca8dc3e0dfc9e1499784fd3e04b8eb089e4cbc82345974724d414ec4ba78fde4655eb4e3d0196bb1996bf1b898c80b3a8f1204442cfbb451766df8bbab56d3
67,84da2f26dcc9aaae8d69389702985ca63b3d4d18a1707b46aa0132dade3ec20c75c51413a2b90eda4099208209bd6059ebebf22f409027271684eabbf43ae380f363f790475a9c5daf995a79704d8be60a0ba18f3d7a583f1ea9c9d6c4413e1c8676d6e8b82e2a19079f2d4db70ec6b62e444e0a33e0d6689559ff1f314711530059d8c25a74238654650d6f7a408c52448ee08ddee252ce591cb1f043ef9be5bac22f7ff550056a72e549d468f37cd6c3e1ac6b59a09d3f3fcd9b96153aa51fb414b4ab94f9cad794789bdc02d7efbbbe612c6f5f7a14d5062a01892aba367e6d88e6e3db0635863273f4dc9a1f9cdbe3d602d11dc6514ad231a245c9ba4c0c
68,970a7aa7ea1d8f03acfdda87eeaddd5ec8512fcc0c0008f3ca5d04ef6ca3a5b0e95c2e78aa979d80e1523f4090169798aa385d39b8ee088c65fc8f302e39a12389d77a1904b538a3f37c73ab1d1d9ffba6f25e8fe1f97464ce4083a073d8d5d0a9e967dd50a5b3fd94d264eff2f2f04ea7176a187b1bd4e324baa56acbd74ba93eafa6f5994df42f02753e292f9681220258385f4c5418996354392d3efc816e526b07cb6b297fc7952b6c7cb6f4c61a32836ef13d5bb2731c57c1d3839c5542c43f736b73f74b1e2511fa3df38bbc4b303a785bc8b9e6a5309cc1afa378b4c220ca36868ab614efebb6d10e7bde1d8f2313c9bf90ee20339b2c86ec16f7972f
69,efc74bc6850a871bf5aef6492b8cc7d113afedc3cabacc76abe9d0a971782d1ce9a0273c714c51ee684612a778294f2e7c570c9c44d22e75a61d9423633ed67a9697fff73def2a4bece3d11f091feeb62579484269123c7cf1d8063690ea28f6af3e778f588f8eaa5e68f4cdafe3260d97b357be2f394fad46304187a69ff9da99d95b20e0ad4506393feec0b05573e544d7963798b02d51785982d5676931998ca7f1cf57fb7faf96ccd6659687d86ade160a2ab21db4fcfa4019b0aaf839c9e5f0d4640e34a5ba1add506dec77566bdfa71afc415c97e702cd981243fe437d9e33e1a140da2d9136af35d6b09ca27ed6668b8b7e6515195760fd3190d8eefe
70,6477f914343be9ff77b63c750e6436a592695c7a9616711fd632f606e21c802ae43cf337d67acd6d56c9ab270a3d26339f650f16b3004fd03735f63e51a02607180dd09133ebf2bdd41354e3d37fc9483dba2fb8a5f65a99fb82c2513f05b9c39f26efd959c4216523f0c459d17f88fce99bac317139cd09ca38d399622ce0784a570eff07574e6ab15b7c33d737b8c6124c6bb7f1ddc59675352f69af66f393d3a24e25a6ed027dd9a287262d34e30be538956ca7996163b8553753bad05c64994ae64adf686b9191214ee75e3e1b31624849c3cf584c0f41b4f6573b732e21039eeecfc71c45b1bb279da104c65d3da1a4adc1c98207aba3ece3d2cb9e57f5
71,378709688bb7f864aae0af625d7166ff52a261b77973ed2f2adc58893f0fff0dd0ba7bb852edff65a646906cae2aa9f8e1ff0a1a03a1bf0293a1bf21f16be1585d2755f1a2a27da556d641e59b4c643bef5dbdb80ac3e33c8d40e042e7262acf919e3b10b664180055675f7d6af5beb10ffab6e84e3d1930edfea27c65909ec81a3a0a781e74724a2fcb801e9143c207bc9e3ac8e1bff20c95026ecc55f0fcb80440d27cb3d78fff7fd5cd191dc8eb83e58e6a47f37bad53ef1220caeb3c235e0d313e2d3c98eec263d576b6706b500a4b9c0521d2f99db73ba59adf7fa331a2d6819b2bcd657d288f268f11c6e2e5f3025ea676e4db69acb8b437c39cd1e138
72,8a42e23e7cd17278d42cda05df8c4d0db29946488478bf375b4019c1cba80c28164c8d99e77b7034dbb8e57dc47d616228d674880d8050b5a4e015b48935a9a3fc1e27fb81c47ea7bfbf02f20762950e426033afa2ebca3cba04d676f9cd3b881facda3e107de22e7149993e60f92366a00097c22971a8ed4354c829dc62edd1ef6b776b8e93554187dc296b10c74945e6b059f91af0d32f8855ec0868c04b3608127d5ccae797f704de0df25af18075dc3c7582a96a25cef9d999214bb542d5e873906a16a9b640137a3cd855e350db70f6954049c45d238786db33ae55eb18b99604ee3a4c789133a59da2961ccf42e58d8ef0a0c3732b1420cad88dedcbe9
73,e1f199c533a1f62a804806e15e091ed2575e9ef2745201dc4e21c0bde58beae887052c7f3be6108c1e7a74ff0420b207c3c3de06d86c23508ef39a5f4ce6607e79ce13d7e3a821cfc2b23fc4f38cf21d2c2a9ac9b177c7a29f87b18a72727efe29fdb83e62640091f5f1aa79a27bf7e1d7dbaea5b17ec8f47e4b5fe2c71c900a63de0edb860301373e06687890cef3a1c789b5623db16a8750ab1dab0c943e95aa42331c51728fc1a6a11a97f83bf919821443ac296502aab28cfd0e6fc4b95ea836ba2f2b260f03868304caeba3ad5e145b80db7da293db77587383318c41ac87fa5b071163867489de822dd90255e91b764429f3e5a2b7a7a5bfa22d248fb0
74,0d410f6dd245fe70f94abe7050cd3df005091e4ec8ec7344dd82c774311365ed1902fc92623e18e4f731fbaac845b5dcc4e3250dcd5cc8d41864558d61770810458379378349d1462bc454d1886dd0e381dba38833df5477e94283ae5399b871b80725ba5d472b2f5076abb9d7244fcaade5543045dfe547dc8ad19a4d82bd6561b7240ec5e9cda07bbdd1c4bdce2ed923ea5d65f77c761e051c517e5a6b48616da451428e333649d96a606b91919acf8ff7051d89646e49c91a3315acfafc505af668773d9b582455d9820cec7fb03c49169f97851890a07b92aba5a6e4e89e5b11d40bceba06ae0ca1dc654dcf44d3e50e5f8c0adf38e1d52aa6a046add040
75,63b9fe5bd17b0d75f4b849df923142c87485b20d1b316f190f0e39562e4e5729e948d1249c0aefc2ad3b245d7884ba13dc4b890897a18975ff7b3462253d06e4a607731f0219761b4434900ba303d839f2c8bc0f73d2d6ba4207117521c7c2fee57c6c6a70d8237a7fede0b2e8cc434a62e02f932bfbd5c639d0c5df21f84fbf51d0a725d33dba91c820c9b6178aa9aeb858a69421e74a2ba46d6a723dfde5594f630a66e15d90297bb21e23de060efb2548f383d1bc4b81e452225db6ac1b531c4b38dc0dd6ea93f3ee0f2266c496238820b97c40072041acec7bd8a64b76f3cea5421030360c933a423afc72057cb0ecfbe8225ca2ebaea99b257c6b4c02a7
76,cbdda2a16b99509d92370faa4a6ddf3e509ac3c692ef01c6375327e84eb9677ccb8253b10e190b4f29fb95504c9df877142a6b249812a8274af4cc6726c498244d87dd79dc3a73dcf401d0fa5f327ee795769b412fe8299ab3f2012ab9400e1c3827ad62f15b9a34788074da5220c3ecb9127e419b263a35586ee4e015f19116917ed1c133737f3cc51cf76bf9ffdd7e8640046e55581dc2139972d1d0ed3d55b6595fe9466d29fb402b1086402a88ed9a9a53e2b696c834aaf4d1f9b0a0cd0b167011a0593752198b266bad9b182103f1f6fd5b8ad2d3054afc6652b78eb7cda927fb5632a47a6f0ca9bc82acda0e93a4182acef2d15ca1a20b1c746b5a2da0
77,6551f66eb8289f59dd7fa3339318057ebc0cbb54e6b985632b97640ad10b0efaeb8d3036d24cc591b1b0bdedf91aa7a6bf3866010ef2c83d8e0e5508232b2e2a670b99bec3cf7985c620f883077a2e601877a880cba7fafd62ca100068a0da1b09f9a642fba3e2ebf7d7fe44272c19e960825291c61075421960748377dcdab354e4e1b39ee71117f91147c25c77ce2d50393a093601b6618a3064d34f0f2570c091c335e498ea267c36d0167ac1366fc5ab59a5f3267423b33e22894be68c315f8dd15f5ed2be5191108a47a1898a42ea4e3f4fd7f4953f8f3f36ad98ec7feca24f1c5de08b8a45ed2618467976f6697b1937abdc0508b36bf3d74a1ff38ec0
78,35ee30c4349d54db6441893016f2ecae0306932996a87445a2176f55e08048550c0a8e44c2b01b1b23cabf75fc1b9e2bf8e6f072e11c9ca9e06db2db00e4b7160a1c8223577fd6c19c7a995034e9b787358837059f45c7a18db5459fa4183fddc0e0d1b10a13fdf0f3d928203bc16f7f0aa9cee3fe14f0feccb48a1b7cc6ff2e2bf539fc541d4018c82b4d27d09807aae31f4fe1a2f362b58c350524fb7c1bf2957dd06f0f7394ca07c47fec4b45b58f2bf6b95305a770e6fdc387bae8771bc5d4e711ddf49076af5ebde3e8f4c2b28a07aaa2dbfa2e3ba0a4d52e9519bb7ea37ba280dc9369da98aa689f979d07db1b7f962b1b6b5278b407a3d9808f5fcd8b
79,a65b44f4ba60b8f3af81932dd9543e9abfafdc47d737230b080690bef6dacbef61d8c62e0bdcc2f73eb748dae18bdb24bc7f77ed02dab434c7b57973a249f17d2075de217cc3ea8b1619bbafb4b235c95ab403cd55ead9222682e47f4ce5b49dd55694e666c39ef7d22f5aa951d2473a2e5ed32116899028dbd0b84a7eca0746bd3bf09fa70a14ab5e97cbf8e8fa1d26d07f8920fbfda3c9b09c0e933ac5f720d5a2c7559ad27cfe7b2baeb572e572b16a6d70bb742e77d707749ce647906255cc122d73a54182bddc678e12b350196ce7816537ffd3d9b422796dd71fa3d31a9e760c6e8d5eeec35d1cefa4218324187627f72da0ff50676324b05666a075f4
80,8179de5cbb51f84cdd5170470ad10ada27dce9c2a88b51f96db4150694ffd2bf48c5db96cd6c35fa059643bc6254251fab4e04606bf761d3377e2c0dad1b5d5a6abd05095ef3144a35a5cec7037992419b03e2c244e3a3f4fa9ffe1ca08afaa5aaea97fa5ad90f0973ab606b4f03c9fec85770a18da18d8782a42601ee363c7993237edb382545a9dbd9ee09c51bd2293af0361f5e6ead84cf6b4a8c3ca003715c12c53aba9c3c81e3b0beafa5b6d2f21353a39e7c4d5d5d5690688d27fb2f501262e2834e4755dad901bc9e2ed205326cfa9c1a91f83a320de6caf34808b3c79cb54106c8e1b667a26383f300c31bb0c1c5ab03eb9f966ff751d12c9d1b6346
81,2ea68ca34a93d378db9b2aa9e5a1042561a2e8e8f73ef29d82653ebb4fd4c8703e1eea898de20d63a343a7b623edc3ab259637d430603d09111d0eac48dc4c346b138ff500ded69f8752d72c019518065ab3f99a60f355370959092ac39dd7caf0a8d84aedb41bd4fcf75721b5b2734e46c96ea41aea42146d94c64645a3b0911bb6f568ae74753995bd99629734275fe20c3cf1531ab95dd82159b4c8972e6eeae340d755d63fc676ec585e98f3c97a1df903993ec20390b8e42bd563134ef634be43c8e9c9b89936e4bcb9ae1912d52ef56f41d5675c6edd2f67fefffbaa4c858eedcda185a6d0268f6ba34b74e1c63ccda880c3dac54ce51bc3454a4889cc
