sensor_id,x_m,y_m,lat,lon,road_id,sensor_type
S0450,1003.0,3435.0,12.9800234,77.579167,road_021,speed
S0451,2495.0,676.0,12.9551676,77.5945485,road_022,volume
S0452,2098.0,1748.0,12.9648252,77.5904557,road_023,occupancy
S0453,3570.0,4215.0,12.9870505,77.6056309,road_024,speed
S0454,103.0,1309.0,12.9608703,77.5698887,road_025,volume
S0455,2305.0,1020.0,12.9582667,77.5925897,road_026,occupancy
S0456,1379.0,1933.0,12.9664919,77.5830433,road_027,speed
S0457,887.0,1980.0,12.9669153,77.5779711,road_028,volume
S0458,1719.0,639.0,12.9548342,77.5865485,road_029,occupancy
S0459,3495.0,2310.0,12.9698883,77.6048577,road_030,speed
S0460,2567.0,1266.0,12.9604829,77.5952907,road_031,volume
S0461,2122.0,4956.0,12.9937261,77.5907031,road_032,occupancy
S0462,2431.0,2207.0,12.9689604,77.5938887,road_033,speed
S0463,3993.0,1288.0,12.9606811,77.6099918,road_034,volume
S0464,1763.0,254.0,12.9513658,77.5870021,road_035,occupancy
S0465,1408.0,4047.0,12.9855369,77.5833423,road_036,speed
S0466,408.0,2230.0,12.9691676,77.573033,road_037,volume
S0467,134.0,1168.0,12.9596,77.5702082,road_038,occupancy
S0468,1698.0,1151.0,12.9594468,77.586332,road_039,speed
S0469,4486.0,3596.0,12.9814739,77.6150742,road_040,volume
S0470,87.0,2828.0,12.974555,77.5697237,road_041,occupancy
S0471,691.0,2141.0,12.9683658,77.5759505,road_042,speed
S0472,674.0,632.0,12.9547712,77.5757753,road_043,volume
S0473,2308.0,478.0,12.9533838,77.5926206,road_044,occupancy
S0474,4257.0,1833.0,12.965591,77.6127134,road_045,speed
S0475,879.0,511.0,12.9536811,77.5778887,road_046,volume
S0476,2238.0,36.0,12.9494018,77.591899,road_047,occupancy
S0477,2392.0,3966.0,12.9848072,77.5934866,road_048,speed
S0478,4135.0,845.0,12.9566901,77.6114557,road_049,volume
S0479,4904.0,3912.0,12.9843207,77.6193835,road_050,occupancy
S0480,1757.0,1580.0,12.9633117,77.5869402,road_021,speed
S0481,1193.0,2367.0,12.9704018,77.5811258,road_022,volume
S0482,4803.0,3988.0,12.9850054,77.6183423,road_023,occupancy
S0483,2480.0,3016.0,12.9762486,77.5943938,road_024,speed
S0484,4496.0,2315.0,12.9699333,77.6151773,road_025,volume
S0485,2857.0,1408.0,12.9617622,77.5982804,road_026,occupancy
S0486,4610.0,288.0,12.9516721,77.6163526,road_027,speed
S0487,3909.0,3692.0,12.9823387,77.6091258,road_028,volume
S0488,2383.0,4100.0,12.9860144,77.5933938,road_029,occupancy
S0489,1979.0,1364.0,12.9613658,77.5892289,road_030,speed
S0490,1656.0,1430.0,12.9619604,77.585899,road_031,volume
S0491,2826.0,4123.0,12.9862216,77.5979608,road_032,occupancy
S0492,1411.0,69.0,12.9496991,77.5833732,road_033,speed
S0493,1013.0,199.0,12.9508703,77.5792701,road_034,volume
S0494,4455.0,4213.0,12.9870324,77.6147546,road_035,occupancy
S0495,515.0,1901.0,12.9662036,77.5741361,road_036,speed
S0496,1688.0,1869.0,12.9659153,77.5862289,road_037,volume
S0497,1817.0,1681.0,12.9642216,77.5875588,road_038,occupancy
S0498,2781.0,1405.0,12.9617351,77.5974969,road_039,speed
S0499,3467.0,3417.0,12.9798613,77.6045691,road_040,volume
S0500,164.0,600.0,12.9544829,77.5705175,road_041,occupancy
S0501,4039.0,4364.0,12.9883928,77.610466,road_042,speed
S0502,2130.0,4969.0,12.9938432,77.5907856,road_043,volume
S0503,989.0,4019.0,12.9852847,77.5790227,road_044,occupancy
S0504,603.0,1086.0,12.9588613,77.5750433,road_045,speed
S0505,1534.0,3774.0,12.9830775,77.5846412,road_046,volume
S0506,88.0,4221.0,12.9871045,77.569734,road_047,occupancy
S0507,3134.0,571.0,12.9542216,77.6011361,road_048,speed
S0508,2911.0,3060.0,12.976645,77.5988371,road_049,volume
S0509,1299.0,684.0,12.9552396,77.5822186,road_050,occupancy
S0510,3534.0,3254.0,12.9783928,77.6052598,road_021,speed
S0511,4665.0,852.0,12.9567532,77.6169196,road_022,volume
S0512,4929.0,545.0,12.9539874,77.6196412,road_023,occupancy
S0513,373.0,1800.0,12.9652937,77.5726722,road_024,speed
S0514,2020.0,1604.0,12.9635279,77.5896515,road_025,volume
S0515,3854.0,3003.0,12.9761315,77.6085588,road_026,occupancy
S0516,2885.0,2621.0,12.9726901,77.5985691,road_027,speed
S0517,4327.0,4013.0,12.9852306,77.6134351,road_028,volume
S0518,3457.0,1581.0,12.9633207,77.604466,road_029,occupancy
S0519,267.0,343.0,12.9521676,77.5715794,road_030,speed
S0520,4257.0,3599.0,12.9815009,77.6127134,road_031,volume
S0521,146.0,1536.0,12.9629153,77.570332,road_032,occupancy
S0522,2767.0,2321.0,12.9699874,77.5973526,road_033,speed
S0523,523.0,675.0,12.9551586,77.5742186,road_034,volume
S0524,3840.0,691.0,12.9553027,77.6084144,road_035,occupancy
S0525,794.0,2061.0,12.967645,77.5770124,road_036,speed
S0526,4413.0,4301.0,12.9878252,77.6143216,road_037,volume
S0527,1752.0,431.0,12.9529604,77.5868887,road_038,occupancy
S0528,3904.0,2398.0,12.9706811,77.6090742,road_039,speed
S0529,4634.0,582.0,12.9543207,77.6166,road_040,volume
S0530,924.0,1594.0,12.9634378,77.5783526,road_041,occupancy
S0531,4720.0,4236.0,12.9872396,77.6174866,road_042,speed
S0532,2690.0,4240.0,12.9872757,77.5965588,road_043,volume
S0533,1737.0,1285.0,12.9606541,77.586734,road_044,occupancy
S0534,4478.0,4423.0,12.9889243,77.6149918,road_045,speed
S0535,3517.0,2943.0,12.975591,77.6050845,road_046,volume
S0536,1932.0,2751.0,12.9738613,77.5887443,road_047,occupancy
S0537,4763.0,4865.0,12.9929063,77.6179299,road_048,speed
S0538,274.0,3144.0,12.9774018,77.5716515,road_049,volume
S0539,292.0,2079.0,12.9678072,77.5718371,road_050,occupancy
S0540,1834.0,2392.0,12.970627,77.587734,road_021,speed
S0541,269.0,4887.0,12.9931045,77.5716,road_022,volume
S0542,1422.0,2270.0,12.9695279,77.5834866,road_023,occupancy
S0543,1842.0,1242.0,12.9602667,77.5878165,road_024,speed
S0544,4103.0,2441.0,12.9710685,77.6111258,road_025,volume
S0545,4238.0,1071.0,12.9587261,77.6125175,road_026,occupancy
S0546,2676.0,2684.0,12.9732577,77.5964144,road_027,speed
S0547,4715.0,4297.0,12.9877892,77.6174351,road_028,volume
S0548,4970.0,254.0,12.9513658,77.6200639,road_029,occupancy
S0549,1342.0,958.0,12.9577081,77.5826619,road_030,speed
S0550,4185.0,3724.0,12.982627,77.6119711,road_031,volume
S0551,447.0,917.0,12.9573387,77.5734351,road_032,occupancy
S0552,1304.0,1028.0,12.9583387,77.5822701,road_033,speed
S0553,3609.0,2947.0,12.975627,77.606033,road_034,volume
S0554,2694.0,2474.0,12.9713658,77.5966,road_035,occupancy
S0555,4182.0,157.0,12.9504919,77.6119402,road_036,speed
S0556,1128.0,625.0,12.9547081,77.5804557,road_037,volume
S0557,4133.0,3856.0,12.9838162,77.6114351,road_038,occupancy
S0558,1569.0,2218.0,12.9690595,77.5850021,road_039,speed
S0559,4398.0,1338.0,12.9611315,77.614167,road_040,volume
S0560,1897.0,1324.0,12.9610054,77.5883835,road_041,occupancy
S0561,1143.0,3392.0,12.979636,77.5806103,road_042,speed
S0562,294.0,3372.0,12.9794559,77.5718577,road_043,volume
S0563,660.0,3535.0,12.9809243,77.5756309,road_044,occupancy
S0564,4602.0,3254.0,12.9783928,77.6162701,road_045,speed
S0565,1014.0,2394.0,12.970645,77.5792804,road_046,volume
S0566,1264.0,2036.0,12.9674198,77.5818577,road_047,occupancy
S0567,1210.0,1352.0,12.9612577,77.581301,road_048,speed
S0568,3454.0,1114.0,12.9591135,77.6044351,road_049,volume
S0569,4898.0,4539.0,12.9899694,77.6193216,road_050,occupancy
S0570,1254.0,184.0,12.9507351,77.5817546,road_021,speed
S0571,1254.0,3418.0,12.9798703,77.5817546,road_022,volume
S0572,2465.0,1132.0,12.9592757,77.5942392,road_023,occupancy
S0573,2422.0,2303.0,12.9698252,77.5937959,road_024,speed
S0574,3453.0,4727.0,12.9916631,77.6044247,road_025,volume
S0575,4848.0,4794.0,12.9922667,77.6188062,road_026,occupancy
S0576,1791.0,1238.0,12.9602306,77.5872907,road_027,speed
S0577,2283.0,236.0,12.9512036,77.5923629,road_028,volume
S0578,432.0,4855.0,12.9928162,77.5732804,road_029,occupancy
S0579,1994.0,3346.0,12.9792216,77.5893835,road_030,speed
S0580,1664.0,4151.0,12.9864739,77.5859814,road_031,volume
S0581,2571.0,4149.0,12.9864559,77.595332,road_032,occupancy
S0582,3169.0,2240.0,12.9692577,77.6014969,road_033,speed
S0583,1695.0,3018.0,12.9762667,77.586301,road_034,volume
S0584,1122.0,1108.0,12.9590595,77.5803938,road_035,occupancy
S0585,127.0,1214.0,12.9600144,77.5701361,road_036,speed
S0586,2809.0,2612.0,12.972609,77.5977856,road_037,volume
S0587,37.0,4367.0,12.9884198,77.5692082,road_038,occupancy
S0588,4422.0,1972.0,12.9668432,77.6144144,road_039,speed
S0589,21.0,1547.0,12.9630144,77.5690433,road_040,volume
S0590,4548.0,2405.0,12.9707441,77.6157134,road_041,occupancy
S0591,4056.0,575.0,12.9542577,77.6106412,road_042,speed
S0592,4942.0,2638.0,12.9728432,77.6197753,road_043,volume
S0593,3704.0,3564.0,12.9811856,77.6070124,road_044,occupancy
S0594,2870.0,2372.0,12.9704468,77.5984144,road_045,speed
S0595,4104.0,3957.0,12.9847261,77.6111361,road_046,volume
S0596,1920.0,1019.0,12.9582577,77.5886206,road_047,occupancy
S0597,315.0,3690.0,12.9823207,77.5720742,road_048,speed
S0598,1997.0,4123.0,12.9862216,77.5894144,road_049,volume
S0599,373.0,3610.0,12.9816,77.5726722,road_050,occupancy
S0600,2204.0,3772.0,12.9830595,77.5915485,road_021,speed
S0601,3955.0,4173.0,12.9866721,77.6096,road_022,volume
S0602,3015.0,238.0,12.9512216,77.5999093,road_023,occupancy
S0603,4976.0,2322.0,12.9699964,77.6201258,road_024,speed
S0604,3303.0,2889.0,12.9751045,77.6028784,road_025,volume
S0605,3576.0,1843.0,12.9656811,77.6056928,road_026,occupancy
S0606,4995.0,2193.0,12.9688342,77.6203216,road_027,speed
S0607,2905.0,4692.0,12.9913477,77.5987753,road_028,volume
S0608,4893.0,144.0,12.9503748,77.6192701,road_029,occupancy
S0609,99.0,4964.0,12.9937982,77.5698474,road_030,speed
S0610,2840.0,4411.0,12.9888162,77.5981052,road_031,volume
S0611,2424.0,790.0,12.9561946,77.5938165,road_032,occupancy
S0612,124.0,2328.0,12.9700505,77.5701052,road_033,speed
S0613,4628.0,4113.0,12.9861315,77.6165381,road_034,volume
S0614,901.0,1703.0,12.9644198,77.5781155,road_035,occupancy
S0615,1198.0,2824.0,12.9745189,77.5811773,road_036,speed
S0616,770.0,1927.0,12.9664378,77.5767649,road_037,volume
S0617,985.0,4609.0,12.9906,77.5789814,road_038,occupancy
S0618,3238.0,1994.0,12.9670414,77.6022082,road_039,speed
S0619,1666.0,2248.0,12.9693297,77.5860021,road_040,volume
S0620,2095.0,2163.0,12.968564,77.5904247,road_041,occupancy
S0621,873.0,2646.0,12.9729153,77.5778268,road_042,speed
S0622,3519.0,4637.0,12.9908523,77.6051052,road_043,volume
S0623,4736.0,2975.0,12.9758793,77.6176515,road_044,occupancy
S0624,4892.0,92.0,12.9499063,77.6192598,road_045,speed
S0625,629.0,2885.0,12.9750685,77.5753113,road_046,volume
S0626,1593.0,258.0,12.9514018,77.5852495,road_047,occupancy
S0627,2638.0,1174.0,12.9596541,77.5960227,road_048,speed
S0628,4467.0,4700.0,12.9914198,77.6148784,road_049,volume
S0629,2166.0,48.0,12.9495099,77.5911567,road_050,occupancy
S0630,2938.0,4918.0,12.9933838,77.5991155,road_021,speed
S0631,4828.0,668.0,12.9550955,77.6186,road_022,volume
S0632,378.0,1370.0,12.9614198,77.5727237,road_023,occupancy
S0633,2499.0,1839.0,12.965645,77.5945897,road_024,speed
S0634,1307.0,4124.0,12.9862306,77.582301,road_025,volume
S0635,255.0,4563.0,12.9901856,77.5714557,road_026,occupancy
S0636,1282.0,3859.0,12.9838432,77.5820433,road_027,speed
S0637,178.0,1369.0,12.9614108,77.5706619,road_028,volume
S0638,764.0,4316.0,12.9879604,77.5767031,road_029,occupancy
S0639,782.0,2225.0,12.9691225,77.5768887,road_030,speed
S0640,3432.0,330.0,12.9520505,77.6042082,road_031,volume
S0641,2205.0,2488.0,12.9714919,77.5915588,road_032,occupancy
S0642,2008.0,235.0,12.9511946,77.5895278,road_033,speed
S0643,3176.0,2065.0,12.9676811,77.6015691,road_034,volume
S0644,4558.0,2728.0,12.9736541,77.6158165,road_035,occupancy
S0645,1797.0,866.0,12.9568793,77.5873526,road_036,speed
S0646,3579.0,277.0,12.951573,77.6057237,road_037,volume
S0647,2203.0,4531.0,12.9898973,77.5915381,road_038,occupancy
S0648,4638.0,3318.0,12.9789694,77.6166412,road_039,speed
S0649,1576.0,2098.0,12.9679784,77.5850742,road_040,volume
S0650,2805.0,3777.0,12.9831045,77.5977443,road_041,occupancy
S0651,2080.0,1701.0,12.9644018,77.5902701,road_042,speed
S0652,122.0,3819.0,12.9834829,77.5700845,road_043,volume
S0653,2896.0,2948.0,12.975636,77.5986825,road_044,occupancy
S0654,4733.0,1490.0,12.9625009,77.6176206,road_045,speed
S0655,4522.0,3765.0,12.9829964,77.6154454,road_046,volume
S0656,4666.0,2014.0,12.9672216,77.6169299,road_047,occupancy
S0657,1454.0,3160.0,12.9775459,77.5838165,road_048,speed
S0658,3437.0,2939.0,12.975555,77.6042598,road_049,volume
S0659,1555.0,2630.0,12.9727712,77.5848577,road_050,occupancy
S0660,4850.0,3906.0,12.9842667,77.6188268,road_021,speed
S0661,1805.0,694.0,12.9553297,77.5874351,road_022,volume
S0662,2368.0,206.0,12.9509333,77.5932392,road_023,occupancy
S0663,4591.0,250.0,12.9513297,77.6161567,road_024,speed
S0664,4468.0,2324.0,12.9700144,77.6148887,road_025,volume
S0665,240.0,770.0,12.9560144,77.571301,road_026,occupancy
S0666,1367.0,3659.0,12.9820414,77.5829196,road_027,speed
S0667,2811.0,1785.0,12.9651586,77.5978062,road_028,volume
S0668,3374.0,2180.0,12.9687171,77.6036103,road_029,occupancy
S0669,3359.0,705.0,12.9554288,77.6034557,road_030,speed
S0670,4099.0,2249.0,12.9693387,77.6110845,road_031,volume
S0671,682.0,4298.0,12.9877982,77.5758577,road_032,occupancy
S0672,4134.0,3055.0,12.9766,77.6114454,road_033,speed
S0673,1785.0,156.0,12.9504829,77.5872289,road_034,volume
S0674,3629.0,2950.0,12.9756541,77.6062392,road_035,occupancy
S0675,4062.0,3924.0,12.9844288,77.6107031,road_036,speed
S0676,2457.0,2985.0,12.9759694,77.5941567,road_037,volume
S0677,1843.0,1795.0,12.9652486,77.5878268,road_038,occupancy
S0678,357.0,3584.0,12.9813658,77.5725072,road_039,speed
S0679,4347.0,4912.0,12.9933297,77.6136412,road_040,volume
S0680,3643.0,2341.0,12.9701676,77.6063835,road_041,occupancy
S0681,1796.0,298.0,12.9517622,77.5873423,road_042,speed
S0682,916.0,4071.0,12.9857532,77.5782701,road_043,volume
S0683,583.0,3247.0,12.9783297,77.5748371,road_044,occupancy
S0684,4269.0,3277.0,12.9786,77.6128371,road_045,speed
S0685,4510.0,1508.0,12.9626631,77.6153216,road_046,volume
S0686,1336.0,2604.0,12.9725369,77.5826,road_047,occupancy
S0687,4107.0,3138.0,12.9773477,77.611167,road_048,speed
S0688,1422.0,4511.0,12.9897171,77.5834866,road_049,volume
S0689,982.0,1521.0,12.9627802,77.5789505,road_050,occupancy
S0690,2490.0,741.0,12.9557532,77.5944969,road_021,speed
S0691,4057.0,457.0,12.9531946,77.6106515,road_022,volume
S0692,3419.0,227.0,12.9511225,77.6040742,road_023,occupancy
S0693,1057.0,1000.0,12.9580865,77.5797237,road_024,speed
S0694,4247.0,2094.0,12.9679423,77.6126103,road_025,volume
S0695,1827.0,1211.0,12.9599874,77.5876619,road_026,occupancy
S0696,306.0,4095.0,12.9859694,77.5719814,road_027,speed
S0697,1118.0,952.0,12.9576541,77.5803526,road_028,volume
S0698,410.0,1718.0,12.964555,77.5730536,road_029,occupancy
S0699,609.0,4421.0,12.9889063,77.5751052,road_030,speed
S0700,239.0,4055.0,12.985609,77.5712907,road_031,volume
S0701,2030.0,1710.0,12.9644829,77.5897546,road_032,occupancy
S0702,4655.0,3575.0,12.9812847,77.6168165,road_033,speed
S0703,2783.0,1172.0,12.959636,77.5975175,road_034,volume
S0704,1518.0,4757.0,12.9919333,77.5844763,road_035,occupancy
S0705,2963.0,4844.0,12.9927171,77.5993732,road_036,speed
S0706,1738.0,2226.0,12.9691315,77.5867443,road_037,volume
S0707,4997.0,61.0,12.949627,77.6203423,road_038,occupancy
S0708,191.0,4520.0,12.9897982,77.5707959,road_039,speed
S0709,1704.0,65.0,12.9496631,77.5863938,road_040,volume
S0710,4856.0,699.0,12.9553748,77.6188887,road_041,occupancy
S0711,540.0,4312.0,12.9879243,77.5743938,road_042,speed
S0712,4767.0,4553.0,12.9900955,77.6179711,road_043,volume
S0713,3595.0,4288.0,12.9877081,77.6058887,road_044,occupancy
S0714,3217.0,1295.0,12.9607441,77.6019918,road_045,speed
S0715,4896.0,4835.0,12.992636,77.619301,road_046,volume
S0716,1350.0,3547.0,12.9810324,77.5827443,road_047,occupancy
S0717,4190.0,1416.0,12.9618342,77.6120227,road_048,speed
S0718,1351.0,615.0,12.954618,77.5827546,road_049,volume
S0719,3460.0,891.0,12.9571045,77.6044969,road_050,occupancy
S0720,3730.0,312.0,12.9518883,77.6072804,road_021,speed
S0721,1560.0,4272.0,12.987564,77.5849093,road_022,volume
S0722,1275.0,4045.0,12.9855189,77.5819711,road_023,occupancy
S0723,846.0,4402.0,12.9887351,77.5775485,road_024,speed
S0724,3605.0,4944.0,12.993618,77.6059918,road_025,volume
S0725,4984.0,3310.0,12.9788973,77.6202082,road_026,occupancy
S0726,4795.0,165.0,12.950564,77.6182598,road_027,speed
S0727,4704.0,1167.0,12.959591,77.6173216,road_028,volume
S0728,667.0,748.0,12.9558162,77.5757031,road_029,occupancy
S0729,3188.0,2918.0,12.9753658,77.6016928,road_030,speed
S0730,1900.0,2387.0,12.970582,77.5884144,road_031,volume
S0731,1718.0,4663.0,12.9910865,77.5865381,road_032,occupancy
S0732,1559.0,1961.0,12.9667441,77.584899,road_033,speed
S0733,82.0,302.0,12.9517982,77.5696722,road_034,volume
S0734,3141.0,119.0,12.9501495,77.6012082,road_035,occupancy
S0735,2775.0,4053.0,12.985591,77.5974351,road_036,speed
S0736,3575.0,3176.0,12.9776901,77.6056825,road_037,volume
S0737,3168.0,954.0,12.9576721,77.6014866,road_038,occupancy
S0738,3411.0,4533.0,12.9899153,77.6039918,road_039,speed
S0739,1832.0,2794.0,12.9742486,77.5877134,road_040,volume
S0740,1506.0,3040.0,12.9764649,77.5843526,road_041,occupancy
S0741,3835.0,4604.0,12.990555,77.6083629,road_042,speed
S0742,1909.0,253.0,12.9513568,77.5885072,road_043,volume
S0743,3530.0,4222.0,12.9871135,77.6052186,road_044,occupancy
S0744,1131.0,4891.0,12.9931405,77.5804866,road_045,speed
S0745,2698.0,1385.0,12.961555,77.5966412,road_046,volume
S0746,3827.0,2706.0,12.9734559,77.6082804,road_047,occupancy
S0747,922.0,2118.0,12.9681586,77.578332,road_048,speed
S0748,539.0,342.0,12.9521586,77.5743835,road_049,volume
S0749,4606.0,2522.0,12.9717982,77.6163113,road_050,occupancy
S0750,4835.0,4478.0,12.9894198,77.6186722,road_021,speed
S0751,4189.0,784.0,12.9561405,77.6120124,road_022,volume
S0752,3681.0,1071.0,12.9587261,77.6067753,road_023,occupancy
S0753,829.0,2734.0,12.9737081,77.5773732,road_024,speed
S0754,3936.0,223.0,12.9510865,77.6094041,road_025,volume
S0755,355.0,1230.0,12.9601586,77.5724866,road_026,occupancy
S0756,1905.0,2263.0,12.9694649,77.588466,road_027,speed
S0757,4610.0,3837.0,12.983645,77.6163526,road_028,volume
S0758,659.0,1404.0,12.9617261,77.5756206,road_029,occupancy
S0759,4278.0,810.0,12.9563748,77.6129299,road_030,speed
S0760,4455.0,370.0,12.9524108,77.6147546,road_031,volume
S0761,3889.0,4255.0,12.9874108,77.6089196,road_032,occupancy
S0762,51.0,3852.0,12.9837802,77.5693526,road_033,speed
S0763,1876.0,1130.0,12.9592577,77.588167,road_034,volume
S0764,3190.0,2007.0,12.9671586,77.6017134,road_035,occupancy
S0765,895.0,2119.0,12.9681676,77.5780536,road_036,speed
S0766,3924.0,3902.0,12.9842306,77.6092804,road_037,volume
S0767,896.0,1796.0,12.9652577,77.5780639,road_038,occupancy
S0768,1552.0,1086.0,12.9588613,77.5848268,road_039,speed
S0769,1471.0,4627.0,12.9907622,77.5839918,road_040,volume
S0770,4756.0,2582.0,12.9723387,77.6178577,road_041,occupancy
S0771,4541.0,2496.0,12.971564,77.6156412,road_042,speed
S0772,666.0,3776.0,12.9830955,77.5756928,road_043,volume
S0773,4426.0,2283.0,12.969645,77.6144557,road_044,occupancy
S0774,863.0,3519.0,12.9807802,77.5777237,road_045,speed
S0775,2150.0,911.0,12.9572847,77.5909918,road_046,volume
S0776,4264.0,1552.0,12.9630595,77.6127856,road_047,occupancy
S0777,868.0,2371.0,12.9704378,77.5777753,road_048,speed
S0778,1287.0,3172.0,12.9776541,77.5820948,road_049,volume
S0779,2727.0,3442.0,12.9800865,77.5969402,road_050,occupancy
S0780,2677.0,407.0,12.9527441,77.5964247,road_021,speed
S0781,1908.0,560.0,12.9541225,77.5884969,road_022,volume
S0782,3310.0,4636.0,12.9908432,77.6029505,road_023,occupancy
S0783,2311.0,4182.0,12.9867532,77.5926515,road_024,speed
S0784,360.0,603.0,12.9545099,77.5725381,road_025,volume
S0785,1995.0,1433.0,12.9619874,77.5893938,road_026,occupancy
S0786,974.0,945.0,12.957591,77.578868,road_027,speed
S0787,4076.0,2994.0,12.9760505,77.6108474,road_028,volume
S0788,1255.0,1406.0,12.9617441,77.5817649,road_029,occupancy
S0789,4937.0,2800.0,12.9743027,77.6197237,road_030,speed
S0790,857.0,430.0,12.9529514,77.5776619,road_031,volume
S0791,635.0,139.0,12.9503297,77.5753732,road_032,occupancy
S0792,1269.0,1063.0,12.9586541,77.5819093,road_033,speed
S0793,3489.0,2415.0,12.9708342,77.6047959,road_034,volume
S0794,4980.0,3327.0,12.9790505,77.620167,road_035,occupancy
S0795,1218.0,3918.0,12.9843748,77.5813835,road_036,speed
S0796,1943.0,1698.0,12.9643748,77.5888577,road_037,volume
S0797,2334.0,2040.0,12.9674559,77.5928887,road_038,occupancy
S0798,3878.0,3065.0,12.9766901,77.6088062,road_039,speed
S0799,652.0,4739.0,12.9917712,77.5755485,road_040,volume
S0800,3944.0,23.0,12.9492847,77.6094866,road_041,occupancy
S0801,3806.0,1641.0,12.9638613,77.6080639,road_042,speed
S0802,3997.0,3630.0,12.9817802,77.610033,road_043,volume
S0803,1237.0,4548.0,12.9900505,77.5815794,road_044,occupancy
S0804,4989.0,4391.0,12.988636,77.6202598,road_045,speed
S0805,4180.0,1857.0,12.9658072,77.6119196,road_046,volume
S0806,3899.0,155.0,12.9504739,77.6090227,road_047,occupancy
S0807,1141.0,6.0,12.9491315,77.5805897,road_048,speed
S0808,2297.0,778.0,12.9560865,77.5925072,road_049,volume
S0809,1618.0,130.0,12.9502486,77.5855072,road_050,occupancy
S0810,3758.0,76.0,12.9497622,77.6075691,road_021,speed
S0811,1454.0,869.0,12.9569063,77.5838165,road_022,volume
S0812,4089.0,2102.0,12.9680144,77.6109814,road_023,occupancy
S0813,2096.0,2752.0,12.9738703,77.5904351,road_024,speed
S0814,1745.0,4419.0,12.9888883,77.5868165,road_025,volume
S0815,3678.0,2370.0,12.9704288,77.6067443,road_026,occupancy
S0816,2838.0,3434.0,12.9800144,77.5980845,road_027,speed
S0817,3708.0,4006.0,12.9851676,77.6070536,road_028,volume
S0818,1589.0,1616.0,12.963636,77.5852082,road_029,occupancy
S0819,672.0,3608.0,12.981582,77.5757546,road_030,speed
S0820,3289.0,3461.0,12.9802577,77.602734,road_031,volume
S0821,4048.0,483.0,12.9534288,77.6105588,road_032,occupancy
S0822,4165.0,4049.0,12.985555,77.6117649,road_033,speed
S0823,4448.0,1912.0,12.9663027,77.6146825,road_034,volume
S0824,143.0,1093.0,12.9589243,77.570301,road_035,occupancy
S0825,751.0,783.0,12.9561315,77.5765691,road_036,speed
S0826,9.0,4674.0,12.9911856,77.5689196,road_037,volume
S0827,2326.0,1407.0,12.9617532,77.5928062,road_038,occupancy
S0828,430.0,3878.0,12.9840144,77.5732598,road_039,speed
S0829,2839.0,4120.0,12.9861946,77.5980948,road_040,volume
S0830,4652.0,4676.0,12.9912036,77.6167856,road_041,occupancy
S0831,4188.0,3040.0,12.9764649,77.6120021,road_042,speed
S0832,4492.0,903.0,12.9572126,77.6151361,road_043,volume
S0833,4441.0,496.0,12.9535459,77.6146103,road_044,occupancy
S0834,3700.0,354.0,12.9522667,77.6069711,road_045,speed
S0835,1962.0,3620.0,12.9816901,77.5890536,road_046,volume
S0836,1211.0,3996.0,12.9850775,77.5813113,road_047,occupancy
S0837,943.0,3938.0,12.984555,77.5785485,road_048,speed
S0838,2918.0,629.0,12.9547441,77.5989093,road_049,volume
S0839,1909.0,2132.0,12.9682847,77.5885072,road_050,occupancy
S0840,61.0,169.0,12.9506,77.5694557,road_021,speed
S0841,729.0,1612.0,12.9636,77.5763423,road_022,volume
S0842,4158.0,2112.0,12.9681045,77.6116928,road_023,occupancy
S0843,1948.0,1699.0,12.9643838,77.5889093,road_024,speed
S0844,4436.0,4326.0,12.9880505,77.6145588,road_025,volume
S0845,532.0,4951.0,12.9936811,77.5743113,road_026,occupancy
S0846,3328.0,2034.0,12.9674018,77.6031361,road_027,speed
S0847,3358.0,1736.0,12.9647171,77.6034454,road_028,volume
S0848,3116.0,4312.0,12.9879243,77.6009505,road_029,occupancy
S0849,3099.0,160.0,12.9505189,77.6007753,road_030,speed
S0850,2404.0,3958.0,12.9847351,77.5936103,road_031,volume
S0851,2460.0,450.0,12.9531315,77.5941876,road_032,occupancy
S0852,4492.0,1122.0,12.9591856,77.6151361,road_033,speed
S0853,4521.0,4366.0,12.9884108,77.6154351,road_034,volume
S0854,633.0,890.0,12.9570955,77.5753526,road_035,occupancy
S0855,326.0,2202.0,12.9689153,77.5721876,road_036,speed
S0856,1356.0,1923.0,12.9664018,77.5828062,road_037,volume
S0857,1166.0,924.0,12.9574018,77.5808474,road_038,occupancy
S0858,4220.0,2194.0,12.9688432,77.612332,road_039,speed
S0859,4425.0,3197.0,12.9778793,77.6144454,road_040,volume
S0860,2164.0,3398.0,12.9796901,77.5911361,road_041,occupancy
S0861,4162.0,32.0,12.9493658,77.611734,road_042,speed
S0862,380.0,1597.0,12.9634649,77.5727443,road_043,volume
S0863,2708.0,3712.0,12.9825189,77.5967443,road_044,occupancy
S0864,3802.0,1499.0,12.962582,77.6080227,road_045,speed
S0865,2815.0,3894.0,12.9841586,77.5978474,road_046,volume
S0866,4810.0,1681.0,12.9642216,77.6184144,road_047,occupancy
S0867,998.0,3648.0,12.9819423,77.5791155,road_048,speed
S0868,2094.0,1009.0,12.9581676,77.5904144,road_049,volume
S0869,3607.0,4832.0,12.992609,77.6060124,road_050,occupancy
S0870,785.0,2516.0,12.9717441,77.5769196,road_021,speed
S0871,4529.0,4440.0,12.9890775,77.6155175,road_022,volume
