incident_id,timestamp,type,x_m,y_m,lat,lon,severity,duration_minutes,affected_road_id
INC_00488,2024-03-30 22:57:00,road_closure,1147.56,1947.38,12.9666215,77.5806573,high,200,road_027
INC_00489,2024-03-31 23:51:00,emergency_response,686.95,4200.94,12.9869238,77.5759088,high,168,road_021
INC_00490,2024-03-31 13:57:00,flooding,854.45,893.44,12.9571265,77.5776356,critical,232,road_003
INC_00491,2024-03-31 20:03:00,traffic_accident,3304.58,881.15,12.9570157,77.6028946,high,118,road_022
INC_00492,2024-03-31 21:03:00,flooding,1263.32,2933.48,12.9755052,77.5818507,high,127,road_006
INC_00493,2024-03-31 23:29:00,construction,4516.49,546.61,12.9540019,77.6153885,critical,186,road_017
INC_00494,2024-03-31 05:42:00,traffic_accident,1470.64,1499.51,12.9625866,77.583988,low,33,road_015
INC_00495,2024-04-01 01:29:00,flooding,2315.21,1537.94,12.9629328,77.5926949,high,191,road_035
INC_00496,2024-04-01 11:08:00,traffic_accident,3256.42,3769.77,12.9830393,77.6023981,medium,197,road_016
INC_00497,2024-04-01 00:50:00,traffic_accident,4167.09,2346.73,12.9702192,77.6117865,high,17,road_029
INC_00498,2024-04-01 09:06:00,road_closure,556.04,1189.16,12.9597906,77.5745591,low,92,road_007
INC_00499,2024-04-01 20:52:00,emergency_response,2657.35,1829.06,12.9655555,77.5962222,low,120,road_036
INC_00500,2024-04-02 20:02:00,traffic_accident,1494.58,4448.88,12.9891575,77.5842348,medium,184,road_031
INC_00501,2024-04-02 04:36:00,emergency_response,222.48,4059.57,12.9856502,77.5711204,medium,210,road_020
INC_00502,2024-04-02 16:20:00,construction,94.19,2901.02,12.9752128,77.5697978,critical,142,road_025
INC_00503,2024-04-02 02:43:00,construction,2039.65,4078.05,12.9858166,77.5898541,high,188,road_017
INC_00504,2024-04-02 10:07:00,construction,4715.99,205.19,12.950926,77.6174453,medium,222,road_021
INC_00505,2024-04-02 23:40:00,construction,3946.19,101.74,12.949994,77.6095091,high,84,road_035
INC_00506,2024-04-03 08:15:00,flooding,364.14,104.78,12.9500214,77.5725808,critical,100,road_017
INC_00507,2024-04-03 16:30:00,road_closure,3124.21,4484.24,12.989476,77.6010351,high,42,road_044
INC_00508,2024-04-03 15:57:00,road_closure,1022.03,4909.45,12.9933067,77.5793632,critical,121,road_023
INC_00509,2024-04-03 08:53:00,emergency_response,4405.74,2877.71,12.9750028,77.6142468,low,184,road_045
INC_00510,2024-04-03 15:42:00,emergency_response,2530.97,1280.14,12.9606103,77.5949192,medium,158,road_035
INC_00511,2024-04-03 03:08:00,construction,4072.06,3164.02,12.9775821,77.6108068,medium,171,road_042
INC_00512,2024-04-04 01:49:00,emergency_response,4047.88,2586.77,12.9723817,77.6105575,high,55,road_049
INC_00513,2024-04-04 08:53:00,emergency_response,1817.93,4420.66,12.9889033,77.5875684,medium,149,road_004
INC_00514,2024-04-04 21:33:00,emergency_response,2826.62,740.44,12.9557481,77.5979672,critical,40,road_006
INC_00515,2024-04-04 03:01:00,emergency_response,258.83,2953.04,12.9756814,77.5714952,medium,94,road_021
INC_00516,2024-04-04 22:00:00,emergency_response,2890.9,1093.34,12.9589273,77.5986299,low,94,road_033
INC_00517,2024-04-04 11:28:00,traffic_accident,3919.53,2236.43,12.9692255,77.6092344,critical,230,road_049
INC_00518,2024-04-05 04:08:00,construction,1136.63,1215.92,12.9600317,77.5805446,critical,69,road_006
INC_00519,2024-04-05 17:22:00,flooding,574.99,1794.68,12.9652457,77.5747545,high,78,road_049
INC_00520,2024-04-05 22:31:00,traffic_accident,3297.8,74.23,12.9497462,77.6028248,high,105,road_010
INC_00521,2024-04-05 06:33:00,flooding,4116.6,4995.15,12.9940789,77.611266,low,112,road_003
INC_00522,2024-04-05 12:28:00,road_closure,2743.32,3441.18,12.9800791,77.5971084,medium,32,road_018
INC_00523,2024-04-05 05:24:00,construction,4828.97,3551.96,12.9810771,77.61861,medium,118,road_022
INC_00524,2024-04-06 09:56:00,construction,4939.17,3714.14,12.9825382,77.6197461,medium,145,road_006
INC_00525,2024-04-06 12:35:00,flooding,3806.25,983.53,12.9579381,77.6080665,low,28,road_016
INC_00526,2024-04-06 20:53:00,flooding,1475.15,2714.04,12.9735283,77.5840345,high,193,road_042
INC_00527,2024-04-06 06:03:00,flooding,3485.3,1376.01,12.961474,77.6047577,high,30,road_043
INC_00528,2024-04-06 22:55:00,traffic_accident,4120.57,3237.12,12.9782407,77.6113069,medium,157,road_047
INC_00529,2024-04-06 21:04:00,traffic_accident,4947.22,2214.68,12.9690296,77.6198291,medium,92,road_044
INC_00530,2024-04-07 07:24:00,construction,1824.91,2731.35,12.9736843,77.5876403,low,101,road_047
INC_00531,2024-04-07 17:13:00,construction,2488.99,1107.69,12.9590567,77.5944865,critical,216,road_041
INC_00532,2024-04-07 20:24:00,road_closure,4942.73,225.98,12.9511133,77.6197828,medium,33,road_036
INC_00533,2024-04-07 12:54:00,traffic_accident,2642.27,3681.65,12.9822455,77.5960667,low,13,road_034
INC_00534,2024-04-07 10:13:00,road_closure,857.37,2820.3,12.9744856,77.5776657,critical,235,road_009
INC_00535,2024-04-08 21:29:00,traffic_accident,4.36,4767.09,12.9920242,77.5688717,medium,121,road_035
INC_00536,2024-04-08 14:42:00,road_closure,2362.41,40.96,12.9494465,77.5931816,low,147,road_010
INC_00537,2024-04-08 12:17:00,construction,1776.11,1870.74,12.965931,77.5871372,low,29,road_034
INC_00538,2024-04-08 18:06:00,flooding,3508.23,2458.77,12.9712286,77.6049941,low,126,road_023
INC_00539,2024-04-08 05:09:00,emergency_response,124.39,1640.27,12.9638547,77.5701091,low,116,road_001
INC_00540,2024-04-09 21:55:00,traffic_accident,1357.93,2068.49,12.9677125,77.5828261,high,142,road_034
INC_00541,2024-04-09 10:16:00,traffic_accident,928.41,980.21,12.9579082,77.5783981,medium,132,road_036
INC_00542,2024-04-09 00:46:00,road_closure,3531.63,2627.97,12.9727529,77.6052353,high,100,road_006
INC_00543,2024-04-09 07:39:00,emergency_response,1629.1,3735.09,12.9827269,77.5856216,high,12,road_031
INC_00544,2024-04-09 13:53:00,construction,3953.11,202.69,12.9509035,77.6095805,critical,229,road_017
INC_00545,2024-04-10 01:55:00,construction,4361.46,4600.27,12.9905214,77.6137903,medium,237,road_012
INC_00546,2024-04-10 01:46:00,road_closure,388.35,3122.96,12.9772123,77.5728304,critical,134,road_007
INC_00547,2024-04-10 21:48:00,construction,3911.93,3796.28,12.9832782,77.609156,low,108,road_029
INC_00548,2024-04-10 13:02:00,flooding,638.37,2228.24,12.9691517,77.5754079,high,106,road_036
INC_00549,2024-04-10 16:27:00,construction,4266.43,4613.37,12.9906394,77.6128106,high,69,road_035
INC_00550,2024-04-10 13:47:00,road_closure,726.91,2508.17,12.9716736,77.5763207,critical,170,road_003
INC_00551,2024-04-11 21:12:00,flooding,814.5,481.06,12.9534114,77.5772238,critical,123,road_050
INC_00552,2024-04-11 21:53:00,traffic_accident,1899.65,4733.88,12.991725,77.5884108,critical,13,road_013
INC_00553,2024-04-11 00:31:00,flooding,3750.54,307.45,12.9518473,77.6074922,high,115,road_026
INC_00554,2024-04-11 22:47:00,emergency_response,3718.98,4979.23,12.9939354,77.6071668,medium,136,road_050
INC_00555,2024-04-11 00:35:00,emergency_response,3943.15,1126.99,12.9592306,77.6094778,critical,17,road_010
INC_00556,2024-04-11 04:50:00,construction,2869.28,2527.18,12.9718449,77.598407,high,16,road_018
INC_00557,2024-04-12 20:31:00,road_closure,1561.91,2396.46,12.9706672,77.584929,medium,43,road_001
INC_00558,2024-04-12 21:22:00,traffic_accident,4410.19,205.22,12.9509263,77.6142927,medium,44,road_017
INC_00559,2024-04-12 19:21:00,road_closure,24.14,4185.64,12.9867859,77.5690757,critical,170,road_011
INC_00560,2024-04-12 03:31:00,traffic_accident,2733.32,3744.63,12.9828129,77.5970054,critical,166,road_007
INC_00561,2024-04-12 21:13:00,traffic_accident,3081.91,4591.18,12.9904394,77.6005991,low,80,road_050
INC_00562,2024-04-12 16:56:00,road_closure,480.34,4358.46,12.9883429,77.5737788,low,28,road_012
INC_00563,2024-04-13 02:37:00,flooding,4959.4,677.98,12.9551854,77.6199547,low,145,road_027
INC_00564,2024-04-13 02:47:00,traffic_accident,4861.38,4190.14,12.9868265,77.6189441,low,195,road_021
INC_00565,2024-04-13 11:29:00,flooding,461.3,301.91,12.9517974,77.5735825,high,16,road_029
INC_00566,2024-04-13 21:33:00,emergency_response,4922.57,2292.67,12.9697322,77.6195749,low,124,road_050
INC_00567,2024-04-13 18:47:00,flooding,3035.66,4475.98,12.9894016,77.6001223,medium,225,road_003
INC_00568,2024-04-13 10:37:00,construction,1385.38,1874.38,12.9659637,77.5831091,medium,200,road_049
INC_00569,2024-04-14 20:07:00,road_closure,834.53,4695.42,12.9913785,77.5774303,low,102,road_008
INC_00570,2024-04-14 12:28:00,emergency_response,2169.49,1595.64,12.9634526,77.5911927,critical,13,road_020
INC_00571,2024-04-14 01:41:00,traffic_accident,4677.96,3338.81,12.9791568,77.6170532,medium,207,road_025
INC_00572,2024-04-14 10:02:00,construction,4373.12,720.66,12.9555699,77.6139105,critical,145,road_050
INC_00573,2024-04-14 08:00:00,road_closure,259.82,4475.42,12.9893965,77.5715054,critical,28,road_006
INC_00574,2024-04-15 18:28:00,construction,2181.12,1382.77,12.9615349,77.5913126,low,70,road_029
INC_00575,2024-04-15 15:45:00,flooding,3262.24,3054.89,12.976599,77.6024582,high,23,road_039
INC_00576,2024-04-15 10:14:00,construction,304.76,180.79,12.9507062,77.5719687,high,39,road_030
INC_00577,2024-04-15 12:19:00,flooding,3845.2,3421.16,12.9798987,77.608468,low,51,road_023
INC_00578,2024-04-15 11:36:00,construction,4038.88,4608.2,12.9905928,77.6104648,low,95,road_037
INC_00579,2024-04-15 21:58:00,flooding,936.36,2782.48,12.9741449,77.57848,low,84,road_030
INC_00580,2024-04-16 14:09:00,flooding,1709.42,2869.35,12.9749275,77.5864496,low,173,road_034
INC_00581,2024-04-16 11:14:00,traffic_accident,2198.42,729.95,12.9556536,77.5914909,critical,151,road_038
INC_00582,2024-04-16 15:42:00,emergency_response,1550.29,2006.19,12.9671513,77.5848092,low,103,road_005
INC_00583,2024-04-16 20:33:00,flooding,3258.34,3717.31,12.9825668,77.6024179,critical,110,road_029
INC_00584,2024-04-16 02:57:00,emergency_response,115.13,4456.89,12.9892297,77.5700137,high,218,road_036
INC_00585,2024-04-17 02:59:00,road_closure,721.86,2580.86,12.9723285,77.5762686,medium,24,road_010
INC_00586,2024-04-17 15:04:00,construction,2285.65,109.16,12.9500609,77.5923902,high,149,road_038
INC_00587,2024-04-17 08:45:00,emergency_response,4347.05,1024.96,12.9583113,77.6136417,medium,131,road_018
INC_00588,2024-04-17 23:18:00,flooding,1051.17,1490.91,12.9625091,77.5796636,critical,43,road_008
INC_00589,2024-04-17 18:11:00,flooding,1218.71,1600.39,12.9634954,77.5813909,critical,90,road_013
INC_00590,2024-04-18 23:13:00,emergency_response,2913.34,1715.91,12.9645361,77.5988612,low,202,road_038
INC_00591,2024-04-18 03:06:00,emergency_response,3747.52,3623.19,12.9817188,77.607461,medium,226,road_050
INC_00592,2024-04-18 09:58:00,flooding,1456.1,3559.17,12.9811421,77.5838381,medium,73,road_042
INC_00593,2024-04-18 14:05:00,flooding,459.68,3244.82,12.9783101,77.5735657,low,46,road_047
INC_00594,2024-04-18 10:08:00,road_closure,2512.74,748.68,12.9558223,77.5947313,critical,168,road_006
INC_00595,2024-04-18 22:52:00,flooding,1533.0,4237.61,12.9872541,77.584631,high,158,road_013
INC_00596,2024-04-19 20:00:00,flooding,824.8,2789.59,12.974209,77.5773299,high,67,road_006
INC_00597,2024-04-19 11:01:00,emergency_response,4303.93,3373.73,12.9794714,77.6131972,low,143,road_025
INC_00598,2024-04-19 04:15:00,traffic_accident,111.62,207.3,12.9509451,77.5699776,medium,49,road_035
INC_00599,2024-04-19 03:41:00,flooding,19.55,261.2,12.9514306,77.5690283,high,142,road_019
INC_00600,2024-04-19 01:15:00,construction,2257.19,3267.02,12.9785101,77.5920968,low,234,road_022
INC_00601,2024-04-19 19:24:00,road_closure,592.61,2465.51,12.9712893,77.5749362,medium,85,road_019
INC_00602,2024-04-20 18:15:00,traffic_accident,151.68,2973.1,12.9758622,77.5703905,high,91,road_042
INC_00603,2024-04-20 05:18:00,traffic_accident,2045.91,2820.06,12.9744834,77.5899187,low,47,road_011
INC_00604,2024-04-20 08:12:00,construction,1223.7,3058.42,12.9766308,77.5814423,high,226,road_010
INC_00605,2024-04-20 07:05:00,road_closure,4028.95,2483.07,12.9714475,77.6103624,critical,85,road_044
INC_00606,2024-04-20 23:19:00,flooding,1606.23,234.22,12.9511875,77.5853859,low,64,road_023
INC_00607,2024-04-20 03:59:00,traffic_accident,4705.97,4226.59,12.9871549,77.6173419,low,92,road_038
INC_00608,2024-04-21 07:42:00,flooding,922.74,3596.93,12.9814823,77.5783396,medium,200,road_007
INC_00609,2024-04-21 01:00:00,construction,1133.65,4691.72,12.9913452,77.5805139,low,170,road_043
INC_00610,2024-04-21 00:02:00,emergency_response,2189.62,2334.47,12.9701088,77.5914002,high,170,road_009
INC_00611,2024-04-21 04:05:00,traffic_accident,2507.24,3922.13,12.984412,77.5946747,high,11,road_030
INC_00612,2024-04-21 02:35:00,flooding,4879.86,769.45,12.9560094,77.6191347,medium,153,road_008
INC_00613,2024-04-22 04:57:00,emergency_response,2693.52,3348.2,12.9792415,77.5965951,critical,63,road_047
INC_00614,2024-04-22 11:51:00,road_closure,4836.91,4297.88,12.9877972,77.6186919,high,140,road_011
INC_00615,2024-04-22 20:17:00,emergency_response,67.45,4079.13,12.9858264,77.5695222,low,42,road_040
INC_00616,2024-04-22 14:33:00,flooding,4523.67,3510.89,12.9807071,77.6154626,low,35,road_002
INC_00617,2024-04-22 17:50:00,construction,4709.48,4107.26,12.9860798,77.6173781,low,47,road_013
INC_00618,2024-04-22 03:48:00,traffic_accident,2805.45,3650.98,12.9819692,77.597749,low,13,road_044
INC_00619,2024-04-23 23:42:00,road_closure,3960.6,4949.18,12.9936647,77.6096577,medium,225,road_049
INC_00620,2024-04-23 00:52:00,traffic_accident,3493.75,4885.14,12.9930878,77.6048448,high,200,road_027
INC_00621,2024-04-23 21:20:00,flooding,4745.63,1980.99,12.9669242,77.6177509,low,55,road_032
INC_00622,2024-04-23 15:34:00,traffic_accident,646.82,24.25,12.9492959,77.575495,low,158,road_015
INC_00623,2024-04-23 23:29:00,traffic_accident,2572.0,2456.22,12.9712056,77.5953423,critical,39,road_039
INC_00624,2024-04-23 12:31:00,emergency_response,4176.3,858.95,12.9568158,77.6118814,critical,146,road_045
INC_00625,2024-04-24 04:29:00,emergency_response,4351.76,1703.0,12.9644198,77.6136903,high,54,road_020
INC_00626,2024-04-24 22:25:00,emergency_response,330.31,767.68,12.9559935,77.5722321,critical,12,road_033
INC_00627,2024-04-24 09:15:00,road_closure,3488.36,1719.43,12.9645679,77.6047892,critical,57,road_020
INC_00628,2024-04-24 00:43:00,emergency_response,3871.86,2215.13,12.9690336,77.6087429,high,88,road_034
INC_00629,2024-04-24 08:42:00,construction,1784.85,2007.6,12.9671639,77.5872274,medium,179,road_033
INC_00630,2024-04-25 23:33:00,traffic_accident,1078.5,1433.53,12.9619921,77.5799454,critical,216,road_015
INC_00631,2024-04-25 07:10:00,road_closure,4664.69,3757.3,12.982927,77.6169164,low,112,road_026
INC_00632,2024-04-25 17:15:00,emergency_response,2824.79,4381.24,12.9885481,77.5979484,low,53,road_046
INC_00633,2024-04-25 03:50:00,construction,1473.57,4887.64,12.9931103,77.5840182,critical,144,road_009
INC_00634,2024-04-25 07:11:00,flooding,99.53,2177.96,12.9686987,77.5698528,medium,19,road_036
INC_00635,2024-04-25 22:09:00,emergency_response,4260.93,4068.88,12.985734,77.6127539,low,106,road_023
INC_00636,2024-04-26 13:23:00,traffic_accident,3416.28,219.44,12.9510544,77.6040462,critical,38,road_011
INC_00637,2024-04-26 03:13:00,road_closure,1940.68,2523.56,12.9718122,77.5888338,high,55,road_002
INC_00638,2024-04-26 17:28:00,construction,2093.48,3172.9,12.9776621,77.5904091,low,34,road_033
INC_00639,2024-04-26 14:15:00,road_closure,386.58,4732.03,12.9917084,77.5728122,critical,139,road_036
INC_00640,2024-04-26 21:23:00,traffic_accident,2763.19,101.87,12.9499953,77.5973133,medium,25,road_023
INC_00641,2024-04-27 01:52:00,traffic_accident,1300.33,854.77,12.9567781,77.5822323,low,195,road_022
INC_00642,2024-04-27 01:24:00,traffic_accident,4281.6,3122.84,12.9772112,77.612967,critical,37,road_016
INC_00643,2024-04-27 13:23:00,emergency_response,4395.54,1257.55,12.9604067,77.6141417,low,52,road_017
INC_00644,2024-04-27 14:54:00,traffic_accident,984.72,3629.8,12.9817783,77.5789786,low,22,road_030
INC_00645,2024-04-27 06:39:00,road_closure,2286.39,1582.06,12.9633303,77.5923978,medium,149,road_050
INC_00646,2024-04-28 17:12:00,flooding,36.25,2877.9,12.9750045,77.5692005,high,224,road_015
INC_00647,2024-04-28 02:58:00,road_closure,565.59,4430.08,12.9889881,77.5746576,high,20,road_031
INC_00648,2024-04-28 12:11:00,flooding,2252.52,1527.93,12.9628426,77.5920486,medium,74,road_037
INC_00649,2024-04-28 21:27:00,traffic_accident,4721.15,4753.62,12.9919029,77.6174984,low,22,road_037
INC_00650,2024-04-28 00:19:00,road_closure,4189.24,717.03,12.9555372,77.6120148,medium,116,road_002
INC_00651,2024-04-28 11:31:00,emergency_response,2332.26,1423.23,12.9618993,77.5928707,critical,49,road_034
INC_00652,2024-04-29 18:43:00,road_closure,3785.14,1583.3,12.9633415,77.6078488,low,236,road_040
INC_00653,2024-04-29 11:51:00,road_closure,1050.07,2813.55,12.9744248,77.5796523,high,121,road_008
INC_00654,2024-04-29 06:20:00,traffic_accident,4348.41,4010.5,12.9852081,77.6136558,critical,74,road_026
INC_00655,2024-04-29 13:27:00,road_closure,1799.05,355.9,12.9522838,77.5873737,medium,55,road_045
INC_00656,2024-04-29 01:32:00,traffic_accident,2766.66,3542.31,12.9809902,77.5973491,low,116,road_008
INC_00657,2024-04-29 01:15:00,traffic_accident,4327.84,1892.03,12.9661228,77.6134437,medium,49,road_038
INC_00658,2024-04-30 08:18:00,road_closure,1444.32,3633.43,12.9818111,77.5837167,critical,63,road_046
INC_00659,2024-04-30 20:52:00,road_closure,1206.43,4151.62,12.9864794,77.5812643,critical,184,road_015
INC_00660,2024-04-30 01:06:00,emergency_response,802.71,830.69,12.9565612,77.5771021,low,179,road_044
INC_00661,2024-04-30 23:57:00,construction,4352.42,3575.65,12.9812905,77.6136971,low,11,road_009
INC_00662,2024-04-30 19:49:00,construction,17.15,4723.2,12.9916289,77.5690036,low,73,road_016
INC_00663,2024-04-30 14:29:00,emergency_response,3142.33,2793.44,12.9742436,77.601222,critical,210,road_050
INC_00664,2024-05-01 19:53:00,road_closure,4268.63,1734.23,12.9647012,77.6128333,high,68,road_037
INC_00665,2024-05-01 11:53:00,flooding,1708.21,191.23,12.9508003,77.5864372,medium,50,road_040
INC_00666,2024-05-01 20:00:00,construction,3603.14,3238.77,12.9782555,77.6059726,low,96,road_023
INC_00667,2024-05-01 00:53:00,construction,944.47,1392.55,12.961623,77.5785637,high,90,road_039
INC_00668,2024-05-01 20:47:00,emergency_response,3147.23,4459.21,12.9892505,77.6012724,high,149,road_038
INC_00669,2024-05-01 05:25:00,traffic_accident,2343.57,3419.76,12.9798862,77.5929873,critical,180,road_043
INC_00670,2024-05-02 02:43:00,emergency_response,4386.9,1299.72,12.9607867,77.6140526,low,37,road_048
INC_00671,2024-05-02 04:24:00,emergency_response,1894.97,2899.05,12.9751951,77.5883625,medium,168,road_006
INC_00672,2024-05-02 03:24:00,construction,2147.9,3335.38,12.9791259,77.5909701,low,37,road_007
INC_00673,2024-05-02 05:24:00,emergency_response,4388.57,4334.36,12.9881258,77.6140698,critical,184,road_019
INC_00674,2024-05-02 06:55:00,emergency_response,3286.12,765.57,12.9559745,77.6027044,critical,52,road_009
INC_00675,2024-05-02 02:34:00,road_closure,3597.77,4893.63,12.9931642,77.6059173,high,220,road_042
INC_00676,2024-05-03 23:04:00,flooding,1562.17,2131.38,12.9682791,77.5849316,high,17,road_009
INC_00677,2024-05-03 01:41:00,traffic_accident,3101.84,4241.41,12.9872884,77.6008045,high,28,road_019
INC_00678,2024-05-03 12:14:00,emergency_response,190.68,726.07,12.9556186,77.5707926,medium,115,road_015
INC_00679,2024-05-03 01:36:00,emergency_response,4859.59,2667.9,12.9731126,77.6189257,high,231,road_023
INC_00680,2024-05-03 04:49:00,emergency_response,2789.2,976.57,12.9578754,77.5975814,high,227,road_007
INC_00681,2024-05-04 11:30:00,traffic_accident,4344.3,1686.17,12.9642682,77.6136134,high,164,road_020
INC_00682,2024-05-04 06:52:00,construction,745.86,1109.2,12.9590703,77.5765161,high,78,road_032
INC_00683,2024-05-04 12:50:00,flooding,4665.94,3437.33,12.9800444,77.6169293,critical,154,road_007
INC_00684,2024-05-04 17:08:00,emergency_response,1632.75,4335.15,12.9881329,77.5856593,high,193,road_011
INC_00685,2024-05-04 04:41:00,flooding,4314.49,3191.82,12.9778327,77.6133061,medium,157,road_040
INC_00686,2024-05-05 16:49:00,flooding,752.21,775.37,12.9560628,77.5765816,critical,168,road_013
INC_00687,2024-05-05 12:47:00,flooding,3756.8,4459.87,12.9892565,77.6075567,critical,23,road_050
INC_00688,2024-05-05 02:30:00,flooding,1580.7,4246.91,12.987338,77.5851227,medium,158,road_019
INC_00689,2024-05-05 13:03:00,construction,3735.55,863.59,12.9568576,77.6073377,low,218,road_014
INC_00690,2024-05-05 11:29:00,traffic_accident,2790.78,767.85,12.955995,77.5975977,critical,34,road_023
INC_00691,2024-05-05 13:30:00,flooding,2815.94,1186.29,12.9597648,77.5978572,low,15,road_006
INC_00692,2024-05-06 13:48:00,construction,1692.03,1121.75,12.9591833,77.5862704,critical,108,road_023
INC_00693,2024-05-06 11:07:00,construction,3246.17,3968.99,12.9848341,77.6022925,medium,164,road_004
INC_00694,2024-05-06 04:31:00,traffic_accident,3578.56,1362.47,12.961352,77.6057192,medium,145,road_011
INC_00695,2024-05-06 18:21:00,traffic_accident,1018.36,562.51,12.9541451,77.5793254,critical,190,road_007
INC_00696,2024-05-06 20:06:00,emergency_response,3386.04,1952.67,12.9666691,77.6037344,medium,144,road_010
INC_00697,2024-05-06 11:30:00,road_closure,1051.66,2503.41,12.9716307,77.5796686,critical,187,road_009
INC_00698,2024-05-07 20:39:00,construction,1407.71,4252.45,12.9873879,77.5833393,medium,223,road_031
INC_00699,2024-05-07 20:15:00,emergency_response,3588.68,4601.87,12.9905357,77.6058235,medium,141,road_021
INC_00700,2024-05-07 11:20:00,emergency_response,2123.49,3848.03,12.9837444,77.5907184,high,99,road_029
INC_00701,2024-05-07 16:42:00,construction,1030.89,3306.28,12.9788638,77.5794545,low,30,road_032
INC_00702,2024-05-07 12:41:00,road_closure,259.34,3226.8,12.9781477,77.5715004,high,103,road_045
INC_00703,2024-05-08 08:41:00,flooding,225.21,4250.89,12.9873738,77.5711486,medium,65,road_005
INC_00704,2024-05-08 13:31:00,construction,1696.94,534.73,12.9538949,77.586321,critical,126,road_045
INC_00705,2024-05-08 18:38:00,construction,1380.56,3819.89,12.9834909,77.5830594,medium,100,road_033
INC_00706,2024-05-08 16:01:00,flooding,4342.56,4339.78,12.9881746,77.6135955,critical,187,road_048
INC_00707,2024-05-08 23:56:00,flooding,2311.25,3283.72,12.9786605,77.5926542,high,150,road_023
INC_00708,2024-05-08 04:50:00,flooding,3951.57,2861.84,12.9748599,77.6095646,low,77,road_041
INC_00709,2024-05-09 12:30:00,emergency_response,873.06,1910.21,12.9662866,77.5778274,critical,84,road_001
INC_00710,2024-05-09 11:40:00,flooding,4386.27,3565.37,12.9811979,77.6140461,high,225,road_037
INC_00711,2024-05-09 20:55:00,emergency_response,3079.39,2148.28,12.9684313,77.6005731,high,218,road_043
INC_00712,2024-05-09 04:38:00,traffic_accident,4170.7,1870.71,12.9659308,77.6118237,high,158,road_043
INC_00713,2024-05-09 22:54:00,flooding,309.72,715.67,12.9555249,77.5720198,low,181,road_035
INC_00714,2024-05-10 22:50:00,road_closure,1128.86,597.66,12.9544618,77.5804646,medium,39,road_037
INC_00715,2024-05-10 22:49:00,flooding,405.08,4158.56,12.986542,77.5730029,low,124,road_008
INC_00716,2024-05-10 05:23:00,construction,2116.19,2731.77,12.973688,77.5906432,high,152,road_015
INC_00717,2024-05-10 06:37:00,road_closure,1711.18,2021.52,12.9672894,77.5864678,critical,77,road_027
INC_00718,2024-05-10 23:53:00,construction,1300.37,4016.36,12.9852609,77.5822327,critical,230,road_030
INC_00719,2024-05-10 02:44:00,traffic_accident,102.15,3165.64,12.9775967,77.5698799,critical,172,road_036
INC_00720,2024-05-11 05:11:00,construction,3492.12,1939.42,12.9665497,77.604828,critical,223,road_043
INC_00721,2024-05-11 18:18:00,traffic_accident,1501.44,3762.3,12.9829721,77.5843055,high,140,road_017
INC_00722,2024-05-11 20:29:00,road_closure,3665.36,4661.44,12.9910724,77.606614,critical,173,road_011
INC_00723,2024-05-11 04:11:00,flooding,41.06,821.99,12.9564828,77.5692501,high,191,road_030
INC_00724,2024-05-11 16:00:00,traffic_accident,4063.92,3749.91,12.9828604,77.6107229,critical,114,road_007
INC_00725,2024-05-12 08:05:00,emergency_response,3386.58,2937.14,12.9755382,77.60374,high,147,road_006
INC_00726,2024-05-12 14:16:00,road_closure,845.93,3453.12,12.9801866,77.5775478,medium,96,road_034
INC_00727,2024-05-12 10:08:00,flooding,3012.08,906.95,12.9572482,77.5998792,critical,128,road_001
INC_00728,2024-05-12 15:55:00,traffic_accident,201.96,1378.96,12.9615006,77.5709089,high,58,road_049
INC_00729,2024-05-12 22:08:00,road_closure,3005.03,4449.16,12.98916,77.5998065,critical,197,road_007
INC_00730,2024-05-12 01:29:00,flooding,1699.05,3035.15,12.9764212,77.5863428,low,126,road_014
INC_00731,2024-05-13 03:43:00,emergency_response,1137.16,2574.5,12.9722712,77.5805501,high,162,road_019
INC_00732,2024-05-13 15:18:00,emergency_response,3386.19,903.91,12.9572208,77.603736,medium,214,road_001
INC_00733,2024-05-13 11:46:00,emergency_response,989.01,2018.65,12.9672635,77.5790228,medium,26,road_011
INC_00734,2024-05-13 04:41:00,traffic_accident,5.57,560.21,12.9541245,77.5688843,medium,180,road_035
INC_00735,2024-05-13 23:48:00,traffic_accident,3483.46,1456.47,12.9621989,77.6047388,low,75,road_040
INC_00736,2024-05-14 15:35:00,traffic_accident,4898.4,3045.52,12.9765146,77.6193258,critical,162,road_019
INC_00737,2024-05-14 05:27:00,flooding,2694.01,2995.37,12.9760628,77.5966001,low,106,road_030
INC_00738,2024-05-14 21:55:00,emergency_response,1870.86,1974.54,12.9668662,77.588114,critical,230,road_043
INC_00739,2024-05-14 17:18:00,emergency_response,4038.23,1097.21,12.9589623,77.6104581,medium,101,road_031
INC_00740,2024-05-14 10:25:00,emergency_response,166.41,2113.35,12.9681166,77.5705423,high,114,road_023
INC_00741,2024-05-15 21:39:00,traffic_accident,3839.04,2837.21,12.9746379,77.6084046,low,236,road_009
INC_00742,2024-05-15 02:03:00,traffic_accident,2576.21,1929.53,12.9664606,77.5953857,medium,17,road_008
INC_00743,2024-05-15 23:58:00,flooding,3940.03,3052.85,12.9765807,77.6094457,low,59,road_027
INC_00744,2024-05-15 02:39:00,road_closure,784.68,546.5,12.9540009,77.5769163,high,94,road_008
INC_00745,2024-05-15 16:24:00,flooding,2687.68,3700.75,12.9824176,77.5965348,critical,119,road_040
