x_m,y_m,elevation_m
1060.61,707.07,928.448
1060.61,757.58,925.189
1060.61,808.08,924.972
1060.61,858.59,922.624
1060.61,909.09,918.642
1060.61,959.6,922.513
1060.61,1010.1,926.828
1060.61,1060.61,922.661
1060.61,1111.11,920.128
1060.61,1161.62,918.705
1060.61,1212.12,918.332
1060.61,1262.63,918.435
1060.61,1313.13,914.033
1060.61,1363.64,917.681
1060.61,1414.14,915.95
1060.61,1464.65,915.033
1060.61,1515.15,913.567
1060.61,1565.66,911.841
1060.61,1616.16,912.282
1060.61,1666.67,911.281
1060.61,1717.17,908.579
1060.61,1767.68,907.362
1060.61,1818.18,907.971
1060.61,1868.69,910.162
1060.61,1919.19,903.924
1060.61,1969.7,902.849
1060.61,2020.2,905.543
1060.61,2070.71,904.792
1060.61,2121.21,904.565
1060.61,2171.72,904.287
1060.61,2222.22,902.988
1060.61,2272.73,906.106
1060.61,2323.23,899.672
1060.61,2373.74,901.024
1060.61,2424.24,902.339
1060.61,2474.75,899.184
1060.61,2525.25,902.103
1060.61,2575.76,905.822
1060.61,2626.26,902.644
1060.61,2676.77,903.227
1060.61,2727.27,900.466
1060.61,2777.78,902.033
1060.61,2828.28,902.851
1060.61,2878.79,903.356
1060.61,2929.29,906.999
1060.61,2979.8,906.047
1060.61,3030.3,903.255
1060.61,3080.81,906.565
1060.61,3131.31,907.707
1060.61,3181.82,909.673
1060.61,3232.32,911.276
1060.61,3282.83,906.844
1060.61,3333.33,908.046
1060.61,3383.84,907.977
1060.61,3434.34,910.876
1060.61,3484.85,913.153
1060.61,3535.35,915.092
1060.61,3585.86,913.881
1060.61,3636.36,914.321
1060.61,3686.87,916.202
1060.61,3737.37,915.173
1060.61,3787.88,921.969
1060.61,3838.38,915.52
1060.61,3888.89,920.045
1060.61,3939.39,924.654
1060.61,3989.9,921.54
1060.61,4040.4,922.049
1060.61,4090.91,922.597
1060.61,4141.41,923.81
1060.61,4191.92,927.749
1060.61,4242.42,921.383
1060.61,4292.93,929.643
1060.61,4343.43,924.461
1060.61,4393.94,927.469
1060.61,4444.44,927.796
1060.61,4494.95,930.439
1060.61,4545.45,926.625
1060.61,4595.96,931.257
1060.61,4646.46,934.84
1060.61,4696.97,928.472
1060.61,4747.47,931.929
1060.61,4797.98,930.521
1060.61,4848.48,932.935
1060.61,4898.99,932.301
1060.61,4949.49,931.101
1060.61,5000.0,933.421
1111.11,0.0,936.533
1111.11,50.51,932.512
1111.11,101.01,934.244
1111.11,151.52,930.069
1111.11,202.02,930.535
1111.11,252.53,933.128
1111.11,303.03,934.829
1111.11,353.54,932.194
1111.11,404.04,930.425
1111.11,454.55,930.566
1111.11,505.05,927.532
1111.11,555.56,930.659
1111.11,606.06,930.586
1111.11,656.57,927.245
1111.11,707.07,926.497
1111.11,757.58,927.218
1111.11,808.08,925.027
1111.11,858.59,924.951
1111.11,909.09,928.437
1111.11,959.6,922.872
1111.11,1010.1,921.757
1111.11,1060.61,920.268
1111.11,1111.11,922.126
1111.11,1161.62,919.339
1111.11,1212.12,917.459
1111.11,1262.63,920.454
1111.11,1313.13,919.705
1111.11,1363.64,914.723
1111.11,1414.14,911.257
1111.11,1464.65,916.082
1111.11,1515.15,911.791
1111.11,1565.66,913.854
1111.11,1616.16,907.467
1111.11,1666.67,912.353
1111.11,1717.17,907.336
1111.11,1767.68,910.442
1111.11,1818.18,908.267
1111.11,1868.69,905.627
1111.11,1919.19,906.059
1111.11,1969.7,907.628
1111.11,2020.2,905.896
1111.11,2070.71,906.33
1111.11,2121.21,908.642
1111.11,2171.72,901.142
1111.11,2222.22,907.14
1111.11,2272.73,903.806
1111.11,2323.23,901.548
1111.11,2373.74,900.491
1111.11,2424.24,902.638
1111.11,2474.75,904.785
1111.11,2525.25,902.67
1111.11,2575.76,905.992
1111.11,2626.26,900.171
1111.11,2676.77,903.212
1111.11,2727.27,900.953
1111.11,2777.78,904.464
1111.11,2828.28,905.846
1111.11,2878.79,903.621
1111.11,2929.29,899.698
1111.11,2979.8,905.801
1111.11,3030.3,906.822
1111.11,3080.81,907.351
1111.11,3131.31,909.653
1111.11,3181.82,905.722
1111.11,3232.32,909.946
1111.11,3282.83,911.73
1111.11,3333.33,906.581
1111.11,3383.84,911.602
1111.11,3434.34,910.806
1111.11,3484.85,912.528
1111.11,3535.35,914.284
1111.11,3585.86,913.529
1111.11,3636.36,914.08
1111.11,3686.87,916.438
1111.11,3737.37,915.139
1111.11,3787.88,916.089
1111.11,3838.38,920.565
1111.11,3888.89,917.849
1111.11,3939.39,922.411
1111.11,3989.9,922.922
1111.11,4040.4,919.448
1111.11,4090.91,922.427
1111.11,4141.41,927.03
1111.11,4191.92,923.512
1111.11,4242.42,925.348
1111.11,4292.93,927.971
1111.11,4343.43,929.346
1111.11,4393.94,927.97
1111.11,4444.44,927.93
1111.11,4494.95,932.577
1111.11,4545.45,933.77
1111.11,4595.96,932.761
1111.11,4646.46,931.433
1111.11,4696.97,930.052
1111.11,4747.47,930.359
1111.11,4797.98,933.361
1111.11,4848.48,933.391
1111.11,4898.99,935.537
1111.11,4949.49,934.155
1111.11,5000.0,929.909
1161.62,0.0,935.453
1161.62,50.51,931.323
1161.62,101.01,932.462
1161.62,151.52,933.581
1161.62,202.02,936.865
1161.62,252.53,938.828
1161.62,303.03,933.499
1161.62,353.54,931.542
1161.62,404.04,932.545
1161.62,454.55,932.767
1161.62,505.05,929.816
1161.62,555.56,933.466
1161.62,606.06,929.707
1161.62,656.57,929.57
1161.62,707.07,929.194
1161.62,757.58,927.954
1161.62,808.08,928.003
1161.62,858.59,924.274
1161.62,909.09,923.546
1161.62,959.6,921.591
1161.62,1010.1,923.778
1161.62,1060.61,923.546
1161.62,1111.11,921.978
1161.62,1161.62,923.475
1161.62,1212.12,919.172
1161.62,1262.63,919.574
1161.62,1313.13,915.107
1161.62,1363.64,915.574
1161.62,1414.14,916.806
1161.62,1464.65,916.191
1161.62,1515.15,912.998
1161.62,1565.66,912.555
1161.62,1616.16,908.797
1161.62,1666.67,910.279
1161.62,1717.17,911.964
1161.62,1767.68,910.556
1161.62,1818.18,909.665
1161.62,1868.69,908.06
1161.62,1919.19,907.312
1161.62,1969.7,905.36
1161.62,2020.2,907.507
1161.62,2070.71,906.428
1161.62,2121.21,906.099
1161.62,2171.72,903.643
1161.62,2222.22,900.024
1161.62,2272.73,906.216
1161.62,2323.23,902.813
1161.62,2373.74,901.851
1161.62,2424.24,904.829
1161.62,2474.75,902.582
1161.62,2525.25,905.471
1161.62,2575.76,904.629
1161.62,2626.26,904.865
1161.62,2676.77,900.929
1161.62,2727.27,906.306
1161.62,2777.78,904.684
1161.62,2828.28,903.758
1161.62,2878.79,905.174
1161.62,2929.29,901.779
1161.62,2979.8,906.645
1161.62,3030.3,904.315
1161.62,3080.81,904.262
1161.62,3131.31,904.562
1161.62,3181.82,910.514
1161.62,3232.32,907.752
1161.62,3282.83,912.837
1161.62,3333.33,909.492
1161.62,3383.84,907.973
1161.62,3434.34,910.007
1161.62,3484.85,915.588
1161.62,3535.35,913.702
1161.62,3585.86,913.832
1161.62,3636.36,916.177
1161.62,3686.87,917.798
1161.62,3737.37,919.974
1161.62,3787.88,921.583
1161.62,3838.38,918.912
1161.62,3888.89,917.919
1161.62,3939.39,920.676
1161.62,3989.9,922.942
1161.62,4040.4,921.397
1161.62,4090.91,922.293
1161.62,4141.41,925.755
1161.62,4191.92,925.802
1161.62,4242.42,926.768
1161.62,4292.93,925.955
1161.62,4343.43,927.744
1161.62,4393.94,927.05
1161.62,4444.44,931.331
1161.62,4494.95,932.228
1161.62,4545.45,927.025
1161.62,4595.96,929.369
1161.62,4646.46,928.695
1161.62,4696.97,930.794
1161.62,4747.47,932.279
1161.62,4797.98,929.842
1161.62,4848.48,931.135
1161.62,4898.99,931.151
1161.62,4949.49,933.694
1161.62,5000.0,933.479
1212.12,0.0,932.284
1212.12,50.51,934.051
1212.12,101.01,932.514
1212.12,151.52,932.916
1212.12,202.02,936.598
1212.12,252.53,935.667
1212.12,303.03,930.065
1212.12,353.54,933.946
1212.12,404.04,933.477
1212.12,454.55,929.074
1212.12,505.05,932.474
1212.12,555.56,933.329
1212.12,606.06,927.38
1212.12,656.57,927.118
1212.12,707.07,930.275
1212.12,757.58,928.032
1212.12,808.08,927.807
1212.12,858.59,926.568
1212.12,909.09,925.822
1212.12,959.6,921.517
1212.12,1010.1,925.372
1212.12,1060.61,924.705
1212.12,1111.11,920.982
1212.12,1161.62,920.418
1212.12,1212.12,916.499
1212.12,1262.63,919.643
1212.12,1313.13,918.813
1212.12,1363.64,916.603
1212.12,1414.14,918.042
1212.12,1464.65,914.203
1212.12,1515.15,915.093
1212.12,1565.66,911.037
1212.12,1616.16,912.164
1212.12,1666.67,911.023
1212.12,1717.17,911.012
1212.12,1767.68,909.045
1212.12,1818.18,908.779
1212.12,1868.69,909.991
1212.12,1919.19,906.803
1212.12,1969.7,903.846
1212.12,2020.2,909.986
1212.12,2070.71,908.728
1212.12,2121.21,902.908
1212.12,2171.72,906.453
1212.12,2222.22,903.703
1212.12,2272.73,904.927
1212.12,2323.23,904.737
1212.12,2373.74,903.486
1212.12,2424.24,902.253
1212.12,2474.75,902.364
1212.12,2525.25,901.897
1212.12,2575.76,902.109
1212.12,2626.26,903.742
1212.12,2676.77,902.608
1212.12,2727.27,905.625
1212.12,2777.78,907.514
1212.12,2828.28,903.715
1212.12,2878.79,905.745
1212.12,2929.29,906.71
1212.12,2979.8,907.15
1212.12,3030.3,906.904
1212.12,3080.81,908.831
1212.12,3131.31,908.95
1212.12,3181.82,906.192
1212.12,3232.32,911.127
1212.12,3282.83,911.923
1212.12,3333.33,909.415
1212.12,3383.84,911.842
1212.12,3434.34,913.985
1212.12,3484.85,913.076
1212.12,3535.35,916.538
1212.12,3585.86,920.034
1212.12,3636.36,914.663
1212.12,3686.87,914.411
1212.12,3737.37,918.725
1212.12,3787.88,920.507
1212.12,3838.38,919.548
1212.12,3888.89,923.856
1212.12,3939.39,919.204
1212.12,3989.9,924.186
1212.12,4040.4,922.491
1212.12,4090.91,928.025
1212.12,4141.41,929.43
1212.12,4191.92,924.745
1212.12,4242.42,925.982
1212.12,4292.93,929.569
1212.12,4343.43,927.809
1212.12,4393.94,929.186
1212.12,4444.44,929.979
1212.12,4494.95,926.696
1212.12,4545.45,931.068
1212.12,4595.96,930.227
1212.12,4646.46,931.08
1212.12,4696.97,935.36
1212.12,4747.47,930.311
1212.12,4797.98,934.746
1212.12,4848.48,932.799
1212.12,4898.99,932.977
1212.12,4949.49,935.238
1212.12,5000.0,934.399
1262.63,0.0,935.199
1262.63,50.51,935.964
1262.63,101.01,933.276
1262.63,151.52,932.565
1262.63,202.02,931.412
1262.63,252.53,931.666
1262.63,303.03,938.893
1262.63,353.54,935.106
1262.63,404.04,929.483
1262.63,454.55,929.056
1262.63,505.05,932.13
1262.63,555.56,931.678
1262.63,606.06,931.053
1262.63,656.57,928.773
1262.63,707.07,928.32
1262.63,757.58,928.476
1262.63,808.08,927.206
1262.63,858.59,921.778
1262.63,909.09,924.912
1262.63,959.6,922.797
1262.63,1010.1,923.958
1262.63,1060.61,928.667
1262.63,1111.11,922.506
1262.63,1161.62,920.208
1262.63,1212.12,921.736
1262.63,1262.63,919.911
1262.63,1313.13,918.84
1262.63,1363.64,918.271
1262.63,1414.14,920.237
1262.63,1464.65,912.94
1262.63,1515.15,915.242
1262.63,1565.66,911.554
1262.63,1616.16,913.652
1262.63,1666.67,909.865
1262.63,1717.17,910.057
1262.63,1767.68,909.524
1262.63,1818.18,911.324
1262.63,1868.69,910.506
1262.63,1919.19,905.516
1262.63,1969.7,907.499
1262.63,2020.2,905.399
1262.63,2070.71,903.778
1262.63,2121.21,905.389
1262.63,2171.72,904.787
1262.63,2222.22,909.893
1262.63,2272.73,905.597
1262.63,2323.23,901.724
1262.63,2373.74,903.156
1262.63,2424.24,906.193
1262.63,2474.75,908.252
1262.63,2525.25,900.888
1262.63,2575.76,900.344
1262.63,2626.26,907.949
1262.63,2676.77,905.149
1262.63,2727.27,902.855
1262.63,2777.78,905.939
1262.63,2828.28,899.934
1262.63,2878.79,905.603
1262.63,2929.29,906.696
1262.63,2979.8,908.385
1262.63,3030.3,905.055
1262.63,3080.81,907.848
1262.63,3131.31,906.465
1262.63,3181.82,909.508
1262.63,3232.32,907.929
1262.63,3282.83,909.663
1262.63,3333.33,909.281
1262.63,3383.84,913.399
1262.63,3434.34,914.666
1262.63,3484.85,913.356
1262.63,3535.35,914.799
1262.63,3585.86,912.74
1262.63,3636.36,915.966
1262.63,3686.87,917.403
1262.63,3737.37,923.689
1262.63,3787.88,917.171
1262.63,3838.38,923.268
1262.63,3888.89,923.274
1262.63,3939.39,922.773
1262.63,3989.9,926.648
1262.63,4040.4,924.778
1262.63,4090.91,925.695
1262.63,4141.41,925.67
1262.63,4191.92,929.056
1262.63,4242.42,929.604
1262.63,4292.93,926.929
1262.63,4343.43,926.275
1262.63,4393.94,929.201
1262.63,4444.44,928.659
1262.63,4494.95,930.739
1262.63,4545.45,933.901
1262.63,4595.96,931.022
1262.63,4646.46,932.311
1262.63,4696.97,932.919
1262.63,4747.47,934.851
1262.63,4797.98,928.956
1262.63,4848.48,932.474
1262.63,4898.99,934.29
1262.63,4949.49,936.388
1262.63,5000.0,933.066
1313.13,0.0,930.587
1313.13,50.51,935.549
1313.13,101.01,932.95
1313.13,151.52,931.692
1313.13,202.02,932.615
1313.13,252.53,933.23
1313.13,303.03,932.067
1313.13,353.54,928.488
1313.13,404.04,934.261
1313.13,454.55,934.533
1313.13,505.05,932.752
1313.13,555.56,928.591
1313.13,606.06,929.834
1313.13,656.57,929.552
1313.13,707.07,930.05
1313.13,757.58,929.439
1313.13,808.08,925.848
1313.13,858.59,926.663
1313.13,909.09,926.568
1313.13,959.6,927.694
1313.13,1010.1,925.298
1313.13,1060.61,924.557
1313.13,1111.11,922.221
1313.13,1161.62,923.938
1313.13,1212.12,920.994
1313.13,1262.63,917.505
1313.13,1313.13,921.088
1313.13,1363.64,918.735
1313.13,1414.14,915.519
1313.13,1464.65,914.524
1313.13,1515.15,915.17
1313.13,1565.66,914.615
1313.13,1616.16,913.218
1313.13,1666.67,912.607
1313.13,1717.17,914.574
1313.13,1767.68,912.539
1313.13,1818.18,910.036
1313.13,1868.69,910.834
1313.13,1919.19,906.224
1313.13,1969.7,908.467
1313.13,2020.2,910.718
1313.13,2070.71,906.141
1313.13,2121.21,904.41
1313.13,2171.72,904.382
1313.13,2222.22,903.142
1313.13,2272.73,903.443
1313.13,2323.23,904.02
1313.13,2373.74,901.756
1313.13,2424.24,904.464
1313.13,2474.75,906.162
1313.13,2525.25,902.526
1313.13,2575.76,907.424
1313.13,2626.26,905.511
1313.13,2676.77,906.713
1313.13,2727.27,903.558
1313.13,2777.78,906.861
1313.13,2828.28,903.304
1313.13,2878.79,907.659
1313.13,2929.29,906.666
1313.13,2979.8,907.925
1313.13,3030.3,905.014
1313.13,3080.81,906.168
1313.13,3131.31,909.792
1313.13,3181.82,907.383
1313.13,3232.32,910.928
1313.13,3282.83,908.027
1313.13,3333.33,913.251
1313.13,3383.84,909.914
1313.13,3434.34,914.335
1313.13,3484.85,915.358
1313.13,3535.35,913.611
1313.13,3585.86,917.083
1313.13,3636.36,917.368
1313.13,3686.87,916.708
1313.13,3737.37,916.713
1313.13,3787.88,915.751
1313.13,3838.38,921.321
1313.13,3888.89,918.433
1313.13,3939.39,922.685
1313.13,3989.9,922.886
1313.13,4040.4,925.674
1313.13,4090.91,924.594
1313.13,4141.41,925.399
1313.13,4191.92,928.354
1313.13,4242.42,928.363
1313.13,4292.93,929.095
1313.13,4343.43,930.134
1313.13,4393.94,926.818
1313.13,4444.44,932.055
1313.13,4494.95,932.373
1313.13,4545.45,929.675
1313.13,4595.96,931.731
1313.13,4646.46,932.6
1313.13,4696.97,932.816
1313.13,4747.47,934.104
1313.13,4797.98,936.594
1313.13,4848.48,936.133
1313.13,4898.99,931.525
1313.13,4949.49,935.514
1313.13,5000.0,936.989
1363.64,0.0,935.346
1363.64,50.51,936.724
1363.64,101.01,938.478
1363.64,151.52,936.352
1363.64,202.02,934.595
1363.64,252.53,935.921
1363.64,303.03,933.799
1363.64,353.54,933.179
1363.64,404.04,931.997
1363.64,454.55,935.342
1363.64,505.05,930.044
1363.64,555.56,934.163
1363.64,606.06,931.47
1363.64,656.57,926.999
1363.64,707.07,929.82
1363.64,757.58,924.135
1363.64,808.08,928.8
1363.64,858.59,928.502
1363.64,909.09,924.701
1363.64,959.6,925.262
1363.64,1010.1,928.03
1363.64,1060.61,922.2
1363.64,1111.11,920.168
1363.64,1161.62,924.313
1363.64,1212.12,924.332
1363.64,1262.63,919.467
1363.64,1313.13,920.537
1363.64,1363.64,920.255
1363.64,1414.14,915.153
1363.64,1464.65,914.745
1363.64,1515.15,917.271
1363.64,1565.66,917.291
1363.64,1616.16,914.182
1363.64,1666.67,910.457
1363.64,1717.17,915.381
1363.64,1767.68,909.567
1363.64,1818.18,909.217
1363.64,1868.69,909.868
1363.64,1919.19,911.63
1363.64,1969.7,909.612
1363.64,2020.2,908.162
1363.64,2070.71,907.736
1363.64,2121.21,906.425
1363.64,2171.72,907.035
1363.64,2222.22,900.495
1363.64,2272.73,904.652
1363.64,2323.23,905.476
1363.64,2373.74,902.498
1363.64,2424.24,905.438
1363.64,2474.75,904.181
1363.64,2525.25,908.085
1363.64,2575.76,907.764
1363.64,2626.26,903.79
1363.64,2676.77,904.583
1363.64,2727.27,904.958
1363.64,2777.78,904.481
1363.64,2828.28,906.11
1363.64,2878.79,904.594
1363.64,2929.29,904.294
1363.64,2979.8,908.297
1363.64,3030.3,908.857
1363.64,3080.81,906.583
1363.64,3131.31,910.621
1363.64,3181.82,908.249
1363.64,3232.32,910.741
1363.64,3282.83,912.634
1363.64,3333.33,911.72
1363.64,3383.84,913.521
1363.64,3434.34,912.431
1363.64,3484.85,913.947
1363.64,3535.35,914.825
1363.64,3585.86,914.659
1363.64,3636.36,916.726
1363.64,3686.87,914.921
1363.64,3737.37,917.98
1363.64,3787.88,919.339
1363.64,3838.38,920.342
1363.64,3888.89,921.312
1363.64,3939.39,922.603
1363.64,3989.9,924.604
1363.64,4040.4,926.297
1363.64,4090.91,924.131
1363.64,4141.41,923.884
1363.64,4191.92,925.039
1363.64,4242.42,926.951
1363.64,4292.93,927.991
1363.64,4343.43,927.888
1363.64,4393.94,927.53
1363.64,4444.44,929.861
1363.64,4494.95,931.744
1363.64,4545.45,933.131
1363.64,4595.96,931.337
1363.64,4646.46,932.085
1363.64,4696.97,931.464
1363.64,4747.47,933.606
1363.64,4797.98,932.267
1363.64,4848.48,935.349
1363.64,4898.99,930.81
1363.64,4949.49,933.784
1363.64,5000.0,935.166
1414.14,0.0,935.123
1414.14,50.51,940.111
1414.14,101.01,935.335
1414.14,151.52,932.479
1414.14,202.02,934.088
1414.14,252.53,930.461
1414.14,303.03,933.531
1414.14,353.54,931.648
1414.14,404.04,934.713
1414.14,454.55,931.299
1414.14,505.05,931.63
1414.14,555.56,930.01
1414.14,606.06,934.13
1414.14,656.57,929.338
1414.14,707.07,932.933
1414.14,757.58,930.146
1414.14,808.08,928.696
1414.14,858.59,927.652
1414.14,909.09,926.856
1414.14,959.6,921.342
1414.14,1010.1,923.747
1414.14,1060.61,925.084
1414.14,1111.11,922.371
1414.14,1161.62,918.722
1414.14,1212.12,920.485
1414.14,1262.63,923.051
1414.14,1313.13,921.19
1414.14,1363.64,917.631
1414.14,1414.14,918.724
1414.14,1464.65,915.166
1414.14,1515.15,911.584
1414.14,1565.66,912.255
1414.14,1616.16,916.364
1414.14,1666.67,911.851
1414.14,1717.17,911.102
1414.14,1767.68,910.212
1414.14,1818.18,913.878
1414.14,1868.69,912.618
1414.14,1919.19,913.142
1414.14,1969.7,907.768
1414.14,2020.2,908.106
1414.14,2070.71,903.959
1414.14,2121.21,909.475
1414.14,2171.72,903.766
1414.14,2222.22,906.17
1414.14,2272.73,903.233
1414.14,2323.23,903.999
1414.14,2373.74,903.308
1414.14,2424.24,903.632
1414.14,2474.75,903.694
1414.14,2525.25,903.66
1414.14,2575.76,906.467
1414.14,2626.26,902.695
1414.14,2676.77,905.508
1414.14,2727.27,907.724
1414.14,2777.78,904.541
1414.14,2828.28,904.467
1414.14,2878.79,905.833
1414.14,2929.29,909.097
1414.14,2979.8,907.622
1414.14,3030.3,906.718
1414.14,3080.81,909.342
1414.14,3131.31,906.808
1414.14,3181.82,911.058
1414.14,3232.32,911.234
1414.14,3282.83,910.561
1414.14,3333.33,910.292
1414.14,3383.84,911.021
1414.14,3434.34,914.716
1414.14,3484.85,916.981
1414.14,3535.35,914.145
1414.14,3585.86,917.251
1414.14,3636.36,913.089
1414.14,3686.87,917.032
1414.14,3737.37,919.083
1414.14,3787.88,918.273
1414.14,3838.38,919.164
1414.14,3888.89,920.642
1414.14,3939.39,923.494
1414.14,3989.9,923.453
1414.14,4040.4,920.254
1414.14,4090.91,921.372
1414.14,4141.41,925.259
1414.14,4191.92,928.221
1414.14,4242.42,922.613
1414.14,4292.93,927.878
1414.14,4343.43,928.558
1414.14,4393.94,933.081
1414.14,4444.44,930.186
1414.14,4494.95,932.329
1414.14,4545.45,932.406
1414.14,4595.96,928.373
1414.14,4646.46,934.63
1414.14,4696.97,933.931
1414.14,4747.47,934.868
1414.14,4797.98,941.999
1414.14,4848.48,930.217
1414.14,4898.99,938.014
1414.14,4949.49,934.111
1414.14,5000.0,935.321
1464.65,0.0,934.796
1464.65,50.51,934.009
1464.65,101.01,933.628
1464.65,151.52,935.278
1464.65,202.02,931.377
1464.65,252.53,935.647
1464.65,303.03,932.992
1464.65,353.54,931.186
1464.65,404.04,932.115
1464.65,454.55,935.045
1464.65,505.05,930.926
1464.65,555.56,932.13
1464.65,606.06,929.323
1464.65,656.57,931.629
1464.65,707.07,930.771
1464.65,757.58,932.347
1464.65,808.08,927.513
1464.65,858.59,928.384
1464.65,909.09,926.397
1464.65,959.6,927.922
1464.65,1010.1,922.999
1464.65,1060.61,925.016
1464.65,1111.11,922.212
1464.65,1161.62,921.537
1464.65,1212.12,920.905
1464.65,1262.63,920.28
1464.65,1313.13,918.597
1464.65,1363.64,918.317
1464.65,1414.14,920.109
1464.65,1464.65,918.002
1464.65,1515.15,916.863
1464.65,1565.66,913.325
1464.65,1616.16,911.592
1464.65,1666.67,914.442
1464.65,1717.17,913.474
1464.65,1767.68,913.889
1464.65,1818.18,908.994
1464.65,1868.69,909.04
1464.65,1919.19,905.558
1464.65,1969.7,907.434
1464.65,2020.2,909.641
1464.65,2070.71,906.192
1464.65,2121.21,907.934
1464.65,2171.72,905.853
1464.65,2222.22,906.517
1464.65,2272.73,903.265
1464.65,2323.23,905.479
1464.65,2373.74,899.133
1464.65,2424.24,904.606
1464.65,2474.75,901.644
1464.65,2525.25,907.301
1464.65,2575.76,906.488
1464.65,2626.26,905.97
1464.65,2676.77,908.242
1464.65,2727.27,903.523
1464.65,2777.78,909.195
1464.65,2828.28,907.9
1464.65,2878.79,905.953
1464.65,2929.29,909.142
1464.65,2979.8,905.154
1464.65,3030.3,906.264
1464.65,3080.81,907.289
1464.65,3131.31,908.087
1464.65,3181.82,907.714
1464.65,3232.32,912.995
1464.65,3282.83,910.791
1464.65,3333.33,912.807
1464.65,3383.84,911.786
1464.65,3434.34,910.137
1464.65,3484.85,915.195
1464.65,3535.35,911.728
1464.65,3585.86,916.33
1464.65,3636.36,914.658
1464.65,3686.87,922.308
1464.65,3737.37,921.1
1464.65,3787.88,920.436
1464.65,3838.38,923.697
1464.65,3888.89,920.417
1464.65,3939.39,924.128
1464.65,3989.9,924.36
1464.65,4040.4,925.391
1464.65,4090.91,928.291
1464.65,4141.41,928.07
1464.65,4191.92,928.016
1464.65,4242.42,924.931
1464.65,4292.93,927.09
1464.65,4343.43,929.498
1464.65,4393.94,930.624
1464.65,4444.44,928.828
1464.65,4494.95,936.519
1464.65,4545.45,935.289
1464.65,4595.96,933.971
1464.65,4646.46,933.37
1464.65,4696.97,933.208
1464.65,4747.47,932.08
1464.65,4797.98,934.434
1464.65,4848.48,935.033
1464.65,4898.99,932.214
1464.65,4949.49,935.486
1464.65,5000.0,934.569
1515.15,0.0,931.153
1515.15,50.51,933.218
1515.15,101.01,934.022
1515.15,151.52,938.476
1515.15,202.02,935.606
1515.15,252.53,931.557
1515.15,303.03,934.878
1515.15,353.54,930.433
1515.15,404.04,935.262
1515.15,454.55,931.67
1515.15,505.05,931.891
1515.15,555.56,934.147
1515.15,606.06,928.292
1515.15,656.57,927.4
1515.15,707.07,928.315
1515.15,757.58,930.808
1515.15,808.08,924.907
1515.15,858.59,921.464
1515.15,909.09,925.38
1515.15,959.6,926.515
1515.15,1010.1,926.919
1515.15,1060.61,922.682
1515.15,1111.11,921.86
1515.15,1161.62,924.054
1515.15,1212.12,917.064
1515.15,1262.63,919.08
1515.15,1313.13,919.292
1515.15,1363.64,918.867
1515.15,1414.14,916.015
1515.15,1464.65,916.182
1515.15,1515.15,910.229
1515.15,1565.66,913.001
1515.15,1616.16,914.36
1515.15,1666.67,910.649
1515.15,1717.17,911.921
1515.15,1767.68,911.919
1515.15,1818.18,909.599
1515.15,1868.69,909.921
1515.15,1919.19,906.993
1515.15,1969.7,907.887
1515.15,2020.2,908.949
1515.15,2070.71,907.52
1515.15,2121.21,905.562
1515.15,2171.72,906.764
1515.15,2222.22,907.38
1515.15,2272.73,901.542
1515.15,2323.23,907.708
1515.15,2373.74,904.524
1515.15,2424.24,905.913
1515.15,2474.75,907.381
1515.15,2525.25,902.227
1515.15,2575.76,903.596
1515.15,2626.26,904.541
1515.15,2676.77,903.714
1515.15,2727.27,908.972
1515.15,2777.78,904.068
1515.15,2828.28,905.006
1515.15,2878.79,906.916
1515.15,2929.29,904.548
1515.15,2979.8,906.657
1515.15,3030.3,908.629
1515.15,3080.81,907.922
1515.15,3131.31,909.04
1515.15,3181.82,908.85
1515.15,3232.32,907.602
1515.15,3282.83,912.033
1515.15,3333.33,915.693
1515.15,3383.84,913.045
1515.15,3434.34,914.311
1515.15,3484.85,916.122
1515.15,3535.35,913.095
1515.15,3585.86,919.953
1515.15,3636.36,917.881
1515.15,3686.87,921.679
1515.15,3737.37,917.893
1515.15,3787.88,923.942
1515.15,3838.38,922.802
1515.15,3888.89,923.298
1515.15,3939.39,923.591
1515.15,3989.9,923.545
1515.15,4040.4,927.346
1515.15,4090.91,926.108
1515.15,4141.41,922.753
1515.15,4191.92,925.285
1515.15,4242.42,927.951
1515.15,4292.93,929.712
1515.15,4343.43,929.712
1515.15,4393.94,932.957
1515.15,4444.44,927.268
1515.15,4494.95,932.065
1515.15,4545.45,928.702
1515.15,4595.96,934.368
1515.15,4646.46,933.119
1515.15,4696.97,934.553
1515.15,4747.47,932.338
1515.15,4797.98,936.92
1515.15,4848.48,936.682
1515.15,4898.99,935.946
1515.15,4949.49,934.64
1515.15,5000.0,936.121
1565.66,0.0,933.586
1565.66,50.51,936.681
1565.66,101.01,938.179
1565.66,151.52,936.873
1565.66,202.02,933.065
1565.66,252.53,934.981
1565.66,303.03,931.35
1565.66,353.54,934.704
1565.66,404.04,934.028
1565.66,454.55,928.903
1565.66,505.05,929.785
1565.66,555.56,930.96
1565.66,606.06,930.296
1565.66,656.57,927.806
1565.66,707.07,930.291
1565.66,757.58,929.265
1565.66,808.08,927.588
1565.66,858.59,925.647
1565.66,909.09,928.411
1565.66,959.6,928.753
1565.66,1010.1,923.582
1565.66,1060.61,922.414
1565.66,1111.11,923.696
1565.66,1161.62,921.061
1565.66,1212.12,920.555
1565.66,1262.63,921.367
1565.66,1313.13,915.123
