timestamp,zone_id,consumption_kwh,grid_voltage_kv,power_factor
2024-01-27 04:00:00,zone_09,953.92,11.1235,0.8807
2024-01-27 04:00:00,zone_10,456.53,11.085,0.9749
2024-01-27 05:00:00,zone_01,973.0,11.1821,0.9613
2024-01-27 05:00:00,zone_02,371.22,11.1087,0.9752
2024-01-27 05:00:00,zone_03,823.5,11.1258,0.9784
2024-01-27 05:00:00,zone_04,927.21,10.8728,0.9753
2024-01-27 05:00:00,zone_05,494.63,10.9107,0.8723
2024-01-27 05:00:00,zone_06,438.05,10.9694,0.9517
2024-01-27 05:00:00,zone_07,1030.21,10.8852,0.957
2024-01-27 05:00:00,zone_08,522.77,10.8871,0.9831
2024-01-27 05:00:00,zone_09,1022.55,10.8309,0.882
2024-01-27 05:00:00,zone_10,973.47,11.1656,0.9334
2024-01-27 06:00:00,zone_01,1723.28,10.869,0.8583
2024-01-27 06:00:00,zone_02,1043.91,10.9229,0.9466
2024-01-27 06:00:00,zone_03,2007.2,10.8788,0.8944
2024-01-27 06:00:00,zone_04,1059.76,10.9309,0.9495
2024-01-27 06:00:00,zone_05,1128.81,11.1283,0.9623
2024-01-27 06:00:00,zone_06,1405.38,10.807,0.9153
2024-01-27 06:00:00,zone_07,1719.89,10.9466,0.9801
2024-01-27 06:00:00,zone_08,1124.8,10.8922,0.9801
2024-01-27 06:00:00,zone_09,1687.11,11.0285,0.9015
2024-01-27 06:00:00,zone_10,1476.73,11.1837,0.8524
2024-01-27 07:00:00,zone_01,1843.5,11.1174,0.9101
2024-01-27 07:00:00,zone_02,954.54,11.1788,0.9017
2024-01-27 07:00:00,zone_03,1629.49,10.9224,0.9236
2024-01-27 07:00:00,zone_04,977.45,10.8989,0.9751
2024-01-27 07:00:00,zone_05,1252.44,11.0937,0.9375
2024-01-27 07:00:00,zone_06,1445.35,11.1157,0.9552
2024-01-27 07:00:00,zone_07,828.68,10.835,0.8758
2024-01-27 07:00:00,zone_08,1677.29,11.187,0.9424
2024-01-27 07:00:00,zone_09,1223.47,11.0851,0.9596
2024-01-27 07:00:00,zone_10,1533.66,11.0872,0.9024
2024-01-27 08:00:00,zone_01,1587.68,11.1556,0.9121
2024-01-27 08:00:00,zone_02,1311.39,10.8898,0.8526
2024-01-27 08:00:00,zone_03,2453.79,11.1993,0.9468
2024-01-27 08:00:00,zone_04,2775.7,10.8334,0.9191
2024-01-27 08:00:00,zone_05,2544.76,11.1842,0.866
2024-01-27 08:00:00,zone_06,1551.08,10.8559,0.9541
2024-01-27 08:00:00,zone_07,1172.5,11.1025,0.8645
2024-01-27 08:00:00,zone_08,2678.93,11.1714,0.8926
2024-01-27 08:00:00,zone_09,2115.79,10.9236,0.9242
2024-01-27 08:00:00,zone_10,2201.68,11.043,0.8579
2024-01-27 09:00:00,zone_01,2589.98,11.1323,0.9339
2024-01-27 09:00:00,zone_02,1881.14,11.0345,0.8757
2024-01-27 09:00:00,zone_03,2678.98,11.1611,0.8933
2024-01-27 09:00:00,zone_04,1533.48,11.0401,0.9216
2024-01-27 09:00:00,zone_05,2580.82,11.0345,0.9361
2024-01-27 09:00:00,zone_06,1637.21,10.9593,0.9854
2024-01-27 09:00:00,zone_07,1623.39,11.1581,0.967
2024-01-27 09:00:00,zone_08,2077.47,10.9981,0.8739
2024-01-27 09:00:00,zone_09,1946.08,10.8001,0.8572
2024-01-27 09:00:00,zone_10,2566.15,11.1254,0.8625
2024-01-27 10:00:00,zone_01,1631.34,11.1909,0.9181
2024-01-27 10:00:00,zone_02,2030.28,10.9205,0.9259
2024-01-27 10:00:00,zone_03,1433.16,11.0241,0.8724
2024-01-27 10:00:00,zone_04,1423.11,10.894,0.9333
2024-01-27 10:00:00,zone_05,2280.94,11.1661,0.8671
2024-01-27 10:00:00,zone_06,2282.97,11.1235,0.8914
2024-01-27 10:00:00,zone_07,1291.77,10.9899,0.871
2024-01-27 10:00:00,zone_08,1218.36,10.8077,0.8925
2024-01-27 10:00:00,zone_09,2294.83,11.0855,0.9831
2024-01-27 10:00:00,zone_10,1897.89,10.9048,0.9562
2024-01-27 11:00:00,zone_01,1383.15,11.0498,0.9567
2024-01-27 11:00:00,zone_02,1571.2,11.1349,0.8973
2024-01-27 11:00:00,zone_03,2317.47,11.1618,0.9035
2024-01-27 11:00:00,zone_04,2307.28,10.9573,0.9708
2024-01-27 11:00:00,zone_05,1831.53,10.8598,0.9786
2024-01-27 11:00:00,zone_06,2148.7,10.8148,0.95
2024-01-27 11:00:00,zone_07,2037.09,11.012,0.9172
2024-01-27 11:00:00,zone_08,1285.49,11.0948,0.8924
2024-01-27 11:00:00,zone_09,1939.57,11.0055,0.9849
2024-01-27 11:00:00,zone_10,2327.67,10.9852,0.8803
2024-01-27 12:00:00,zone_01,1231.68,10.8583,0.8642
2024-01-27 12:00:00,zone_02,2848.55,10.857,0.9023
2024-01-27 12:00:00,zone_03,2246.51,10.8331,0.9228
2024-01-27 12:00:00,zone_04,1972.65,10.8283,0.9332
2024-01-27 12:00:00,zone_05,2427.74,10.8109,0.963
2024-01-27 12:00:00,zone_06,1736.82,11.1109,0.911
2024-01-27 12:00:00,zone_07,1149.17,11.0691,0.8977
2024-01-27 12:00:00,zone_08,1918.37,11.0816,0.8769
2024-01-27 12:00:00,zone_09,1217.88,11.0049,0.8692
2024-01-27 12:00:00,zone_10,2546.0,10.8874,0.8571
2024-01-27 13:00:00,zone_01,1327.66,11.0248,0.9237
2024-01-27 13:00:00,zone_02,1842.8,11.1701,0.9531
2024-01-27 13:00:00,zone_03,1318.21,10.9426,0.8982
2024-01-27 13:00:00,zone_04,2157.25,11.0603,0.9708
2024-01-27 13:00:00,zone_05,1699.9,11.0011,0.9701
2024-01-27 13:00:00,zone_06,2242.16,11.093,0.8616
2024-01-27 13:00:00,zone_07,1324.29,10.8273,0.8616
2024-01-27 13:00:00,zone_08,2693.18,10.9174,0.8999
2024-01-27 13:00:00,zone_09,1302.5,11.1967,0.8995
2024-01-27 13:00:00,zone_10,1110.53,11.0119,0.9321
2024-01-27 14:00:00,zone_01,1638.77,10.9366,0.9579
2024-01-27 14:00:00,zone_02,2401.93,10.8754,0.8884
2024-01-27 14:00:00,zone_03,2233.51,11.0317,0.9153
2024-01-27 14:00:00,zone_04,2664.34,10.9689,0.9346
2024-01-27 14:00:00,zone_05,1900.17,10.91,0.9295
2024-01-27 14:00:00,zone_06,1587.71,11.1103,0.8841
2024-01-27 14:00:00,zone_07,1870.12,11.1271,0.976
2024-01-27 14:00:00,zone_08,1203.06,11.0533,0.9891
2024-01-27 14:00:00,zone_09,1776.66,11.0388,0.884
2024-01-27 14:00:00,zone_10,2464.13,11.055,0.9013
2024-01-27 15:00:00,zone_01,2199.58,11.1522,0.9561
2024-01-27 15:00:00,zone_02,2739.36,11.1466,0.9422
2024-01-27 15:00:00,zone_03,1466.33,11.0571,0.9547
2024-01-27 15:00:00,zone_04,1631.26,10.8472,0.8574
2024-01-27 15:00:00,zone_05,2746.43,10.9058,0.9264
2024-01-27 15:00:00,zone_06,1159.42,11.1799,0.8734
2024-01-27 15:00:00,zone_07,2000.81,10.9102,0.9833
2024-01-27 15:00:00,zone_08,2306.27,10.8353,0.9241
2024-01-27 15:00:00,zone_09,1562.23,10.9536,0.9725
2024-01-27 15:00:00,zone_10,1259.82,10.8325,0.8857
2024-01-27 16:00:00,zone_01,1712.33,11.0711,0.9683
2024-01-27 16:00:00,zone_02,2428.17,11.0928,0.9407
2024-01-27 16:00:00,zone_03,1992.95,11.1768,0.9392
2024-01-27 16:00:00,zone_04,1473.43,11.1012,0.8777
2024-01-27 16:00:00,zone_05,2049.9,11.1698,0.9732
2024-01-27 16:00:00,zone_06,1911.76,11.1612,0.853
2024-01-27 16:00:00,zone_07,2136.32,11.0879,0.8774
2024-01-27 16:00:00,zone_08,1729.79,10.9494,0.9554
2024-01-27 16:00:00,zone_09,1893.53,11.1414,0.9604
2024-01-27 16:00:00,zone_10,1605.65,11.0468,0.9878
2024-01-27 17:00:00,zone_01,1499.75,10.911,0.9828
2024-01-27 17:00:00,zone_02,2273.56,11.0884,0.8956
2024-01-27 17:00:00,zone_03,2771.48,10.8105,0.8591
2024-01-27 17:00:00,zone_04,1791.21,10.8694,0.9793
2024-01-27 17:00:00,zone_05,2334.53,10.9506,0.9096
2024-01-27 17:00:00,zone_06,1730.2,10.9205,0.8809
2024-01-27 17:00:00,zone_07,2393.82,10.9855,0.8771
2024-01-27 17:00:00,zone_08,2193.13,10.9192,0.981
2024-01-27 17:00:00,zone_09,1449.72,10.8907,0.9387
2024-01-27 17:00:00,zone_10,2585.52,11.0577,0.8953
2024-01-27 18:00:00,zone_01,2278.65,10.9017,0.9744
2024-01-27 18:00:00,zone_02,1420.02,10.9702,0.8959
2024-01-27 18:00:00,zone_03,1303.99,10.9568,0.879
2024-01-27 18:00:00,zone_04,1677.21,11.0056,0.8593
2024-01-27 18:00:00,zone_05,2509.4,11.0548,0.9786
2024-01-27 18:00:00,zone_06,1246.99,11.1174,0.899
2024-01-27 18:00:00,zone_07,2486.94,10.9154,0.9728
2024-01-27 18:00:00,zone_08,2018.66,11.1962,0.8691
2024-01-27 18:00:00,zone_09,2065.22,10.8642,0.9159
2024-01-27 18:00:00,zone_10,2581.8,11.0146,0.8804
2024-01-27 19:00:00,zone_01,2602.89,10.8264,0.8611
2024-01-27 19:00:00,zone_02,1645.66,11.0787,0.8786
2024-01-27 19:00:00,zone_03,1211.44,10.8296,0.8887
2024-01-27 19:00:00,zone_04,1667.79,10.8254,0.881
2024-01-27 19:00:00,zone_05,1798.68,10.9929,0.9201
2024-01-27 19:00:00,zone_06,2382.14,11.0147,0.8684
2024-01-27 19:00:00,zone_07,1183.42,10.8374,0.8523
2024-01-27 19:00:00,zone_08,1814.41,11.1637,0.9041
2024-01-27 19:00:00,zone_09,1410.68,11.1908,0.8734
2024-01-27 19:00:00,zone_10,2729.63,11.0315,0.9791
2024-01-27 20:00:00,zone_01,1884.29,11.1547,0.973
2024-01-27 20:00:00,zone_02,2637.77,11.1756,0.9841
2024-01-27 20:00:00,zone_03,2102.54,10.956,0.8772
2024-01-27 20:00:00,zone_04,2237.35,11.0731,0.9588
2024-01-27 20:00:00,zone_05,2285.58,11.068,0.9558
2024-01-27 20:00:00,zone_06,2453.63,10.9055,0.9445
2024-01-27 20:00:00,zone_07,1591.92,11.0374,0.9868
2024-01-27 20:00:00,zone_08,2061.18,10.9239,0.8793
2024-01-27 20:00:00,zone_09,2333.94,10.9903,0.9413
2024-01-27 20:00:00,zone_10,2679.25,10.8883,0.9844
2024-01-27 21:00:00,zone_01,1779.61,11.1631,0.8825
2024-01-27 21:00:00,zone_02,1147.98,10.9439,0.9747
2024-01-27 21:00:00,zone_03,1978.59,11.1767,0.9758
2024-01-27 21:00:00,zone_04,1874.55,11.004,0.8933
2024-01-27 21:00:00,zone_05,1049.67,11.0768,0.8872
2024-01-27 21:00:00,zone_06,1287.4,11.1133,0.9662
2024-01-27 21:00:00,zone_07,1561.93,11.1312,0.9105
2024-01-27 21:00:00,zone_08,1467.77,10.8949,0.962
2024-01-27 21:00:00,zone_09,1882.88,10.8352,0.8539
2024-01-27 21:00:00,zone_10,1894.14,10.9286,0.9611
2024-01-27 22:00:00,zone_01,1200.89,10.9677,0.8931
2024-01-27 22:00:00,zone_02,1516.77,11.1221,0.9293
2024-01-27 22:00:00,zone_03,1706.06,11.1267,0.8626
2024-01-27 22:00:00,zone_04,1385.56,10.87,0.8909
2024-01-27 22:00:00,zone_05,1878.31,10.8591,0.8975
2024-01-27 22:00:00,zone_06,1390.78,11.0105,0.8796
2024-01-27 22:00:00,zone_07,1309.9,10.8032,0.9266
2024-01-27 22:00:00,zone_08,1658.65,11.1974,0.9196
2024-01-27 22:00:00,zone_09,943.26,11.1787,0.8754
2024-01-27 22:00:00,zone_10,1678.36,11.0525,0.9461
2024-01-27 23:00:00,zone_01,785.15,11.0882,0.904
2024-01-27 23:00:00,zone_02,578.68,11.1196,0.8862
2024-01-27 23:00:00,zone_03,612.56,10.9572,0.9546
2024-01-27 23:00:00,zone_04,508.62,11.1202,0.9696
2024-01-27 23:00:00,zone_05,991.2,11.1132,0.9425
2024-01-27 23:00:00,zone_06,877.44,11.0448,0.9081
2024-01-27 23:00:00,zone_07,947.33,10.8589,0.8945
2024-01-27 23:00:00,zone_08,795.85,10.8738,0.8542
2024-01-27 23:00:00,zone_09,549.38,11.0219,0.8648
2024-01-27 23:00:00,zone_10,652.28,11.0587,0.9672
2024-01-28 00:00:00,zone_01,968.08,10.8553,0.9837
2024-01-28 00:00:00,zone_02,823.17,11.1856,0.9709
2024-01-28 00:00:00,zone_03,854.26,10.9139,0.9025
2024-01-28 00:00:00,zone_04,481.21,11.1227,0.9432
2024-01-28 00:00:00,zone_05,964.56,10.9619,0.938
2024-01-28 00:00:00,zone_06,607.52,11.122,0.9652
2024-01-28 00:00:00,zone_07,766.12,10.9021,0.9
2024-01-28 00:00:00,zone_08,580.55,11.129,0.9625
2024-01-28 00:00:00,zone_09,940.97,11.1875,0.9281
2024-01-28 00:00:00,zone_10,634.15,11.0285,0.8874
2024-01-28 01:00:00,zone_01,496.25,10.9961,0.9576
2024-01-28 01:00:00,zone_02,920.33,10.8057,0.8741
2024-01-28 01:00:00,zone_03,474.23,11.1573,0.8717
2024-01-28 01:00:00,zone_04,764.82,11.0535,0.9079
2024-01-28 01:00:00,zone_05,817.84,10.8019,0.9631
2024-01-28 01:00:00,zone_06,930.18,10.8804,0.9022
2024-01-28 01:00:00,zone_07,520.48,10.9549,0.8724
2024-01-28 01:00:00,zone_08,503.32,11.0068,0.9365
2024-01-28 01:00:00,zone_09,848.2,11.0454,0.9235
2024-01-28 01:00:00,zone_10,575.98,10.9298,0.9287
2024-01-28 02:00:00,zone_01,949.08,10.9418,0.9724
2024-01-28 02:00:00,zone_02,775.55,10.9514,0.8812
2024-01-28 02:00:00,zone_03,767.35,11.1528,0.9003
2024-01-28 02:00:00,zone_04,460.74,11.0177,0.971
2024-01-28 02:00:00,zone_05,1003.66,10.9097,0.9704
2024-01-28 02:00:00,zone_06,721.73,11.0616,0.9315
2024-01-28 02:00:00,zone_07,483.57,10.8483,0.8991
2024-01-28 02:00:00,zone_08,677.54,11.141,0.9557
2024-01-28 02:00:00,zone_09,633.51,10.8899,0.9513
2024-01-28 02:00:00,zone_10,451.48,10.9245,0.9857
2024-01-28 03:00:00,zone_01,584.23,11.0239,0.8713
2024-01-28 03:00:00,zone_02,508.89,10.9926,0.9826
2024-01-28 03:00:00,zone_03,918.55,11.0864,0.916
2024-01-28 03:00:00,zone_04,711.41,11.0092,0.8547
2024-01-28 03:00:00,zone_05,529.99,11.0689,0.9668
2024-01-28 03:00:00,zone_06,699.72,10.9453,0.9584
2024-01-28 03:00:00,zone_07,1044.23,10.9633,0.9461
2024-01-28 03:00:00,zone_08,667.58,11.1009,0.8877
2024-01-28 03:00:00,zone_09,794.63,11.0296,0.8877
2024-01-28 03:00:00,zone_10,634.52,11.0182,0.917
2024-01-28 04:00:00,zone_01,482.42,11.0748,0.8863
2024-01-28 04:00:00,zone_02,519.24,11.0638,0.9824
2024-01-28 04:00:00,zone_03,541.2,11.0232,0.9798
2024-01-28 04:00:00,zone_04,681.92,11.094,0.942
2024-01-28 04:00:00,zone_05,419.18,11.0758,0.9498
2024-01-28 04:00:00,zone_06,993.91,10.9013,0.9406
2024-01-28 04:00:00,zone_07,995.92,11.1469,0.9424
2024-01-28 04:00:00,zone_08,405.88,10.8193,0.8554
2024-01-28 04:00:00,zone_09,473.9,11.0181,0.8842
2024-01-28 04:00:00,zone_10,578.03,10.9343,0.8543
2024-01-28 05:00:00,zone_01,477.11,11.1801,0.9876
2024-01-28 05:00:00,zone_02,861.96,10.8895,0.8946
2024-01-28 05:00:00,zone_03,566.05,11.091,0.8738
2024-01-28 05:00:00,zone_04,822.36,10.9848,0.8772
2024-01-28 05:00:00,zone_05,461.0,11.1492,0.8779
2024-01-28 05:00:00,zone_06,903.4,10.8406,0.9089
2024-01-28 05:00:00,zone_07,872.6,10.9207,0.914
2024-01-28 05:00:00,zone_08,971.63,10.8907,0.9129
2024-01-28 05:00:00,zone_09,457.32,11.0146,0.9821
2024-01-28 05:00:00,zone_10,560.07,11.0913,0.866
2024-01-28 06:00:00,zone_01,1727.74,10.9485,0.9168
2024-01-28 06:00:00,zone_02,1894.1,10.9017,0.973
2024-01-28 06:00:00,zone_03,1619.06,11.0528,0.9824
2024-01-28 06:00:00,zone_04,1935.65,11.0619,0.8853
2024-01-28 06:00:00,zone_05,868.02,11.1976,0.9767
2024-01-28 06:00:00,zone_06,1349.84,10.9386,0.8552
2024-01-28 06:00:00,zone_07,1306.05,10.8078,0.9337
2024-01-28 06:00:00,zone_08,1295.15,11.0108,0.8823
2024-01-28 06:00:00,zone_09,1815.95,10.8206,0.8846
2024-01-28 06:00:00,zone_10,1832.14,10.9032,0.9307
2024-01-28 07:00:00,zone_01,1948.88,11.0628,0.974
2024-01-28 07:00:00,zone_02,1300.51,10.8438,0.8775
2024-01-28 07:00:00,zone_03,1115.63,10.8099,0.8691
2024-01-28 07:00:00,zone_04,750.27,11.0454,0.9552
2024-01-28 07:00:00,zone_05,1048.34,10.8048,0.891
2024-01-28 07:00:00,zone_06,1546.26,10.8796,0.9161
2024-01-28 07:00:00,zone_07,1576.48,10.8488,0.9528
2024-01-28 07:00:00,zone_08,1548.58,10.8303,0.9461
2024-01-28 07:00:00,zone_09,2006.94,11.156,0.9792
2024-01-28 07:00:00,zone_10,1308.64,10.895,0.9886
2024-01-28 08:00:00,zone_01,2648.59,11.1664,0.8812
2024-01-28 08:00:00,zone_02,1648.7,10.8431,0.9081
2024-01-28 08:00:00,zone_03,2191.09,11.0801,0.9328
2024-01-28 08:00:00,zone_04,1551.15,11.193,0.8632
2024-01-28 08:00:00,zone_05,1760.74,10.9629,0.9732
2024-01-28 08:00:00,zone_06,2683.14,10.885,0.8836
2024-01-28 08:00:00,zone_07,2397.06,11.0633,0.932
2024-01-28 08:00:00,zone_08,1716.02,10.801,0.978
2024-01-28 08:00:00,zone_09,2256.09,10.8709,0.9367
2024-01-28 08:00:00,zone_10,2765.08,11.1209,0.8957
2024-01-28 09:00:00,zone_01,1933.51,10.9862,0.8959
2024-01-28 09:00:00,zone_02,2569.75,11.167,0.865
2024-01-28 09:00:00,zone_03,2406.82,10.8848,0.9204
2024-01-28 09:00:00,zone_04,1125.86,10.9767,0.8713
2024-01-28 09:00:00,zone_05,1527.0,10.8879,0.9236
2024-01-28 09:00:00,zone_06,1400.84,11.0875,0.915
2024-01-28 09:00:00,zone_07,1866.58,11.024,0.9325
2024-01-28 09:00:00,zone_08,2019.81,11.1494,0.9846
2024-01-28 09:00:00,zone_09,2001.68,10.805,0.8784
2024-01-28 09:00:00,zone_10,1171.89,10.94,0.8711
2024-01-28 10:00:00,zone_01,2072.68,10.9956,0.913
2024-01-28 10:00:00,zone_02,2235.57,11.1383,0.9342
2024-01-28 10:00:00,zone_03,2046.21,11.1051,0.8553
2024-01-28 10:00:00,zone_04,1867.13,11.0756,0.9804
2024-01-28 10:00:00,zone_05,1147.3,11.018,0.921
2024-01-28 10:00:00,zone_06,1327.2,11.0253,0.9744
2024-01-28 10:00:00,zone_07,1690.33,11.0792,0.8601
2024-01-28 10:00:00,zone_08,1123.24,10.9931,0.9716
2024-01-28 10:00:00,zone_09,1597.12,11.0062,0.9552
2024-01-28 10:00:00,zone_10,1973.14,10.8826,0.8785
2024-01-28 11:00:00,zone_01,1603.11,10.8001,0.9399
2024-01-28 11:00:00,zone_02,1922.17,10.882,0.9361
2024-01-28 11:00:00,zone_03,1823.5,10.8396,0.8821
2024-01-28 11:00:00,zone_04,2257.3,10.889,0.9323
2024-01-28 11:00:00,zone_05,1394.86,10.815,0.8747
2024-01-28 11:00:00,zone_06,2050.5,10.9665,0.9035
2024-01-28 11:00:00,zone_07,2165.23,10.9071,0.8739
2024-01-28 11:00:00,zone_08,2320.26,10.9237,0.8525
2024-01-28 11:00:00,zone_09,2743.62,10.8391,0.9836
2024-01-28 11:00:00,zone_10,2253.31,10.9625,0.92
2024-01-28 12:00:00,zone_01,1699.71,10.9091,0.9825
2024-01-28 12:00:00,zone_02,1310.25,11.002,0.9623
2024-01-28 12:00:00,zone_03,1907.37,11.0291,0.9461
2024-01-28 12:00:00,zone_04,1655.11,11.1017,0.9044
2024-01-28 12:00:00,zone_05,1610.25,11.1779,0.8973
2024-01-28 12:00:00,zone_06,1430.23,10.8393,0.9205
2024-01-28 12:00:00,zone_07,2135.0,10.8176,0.9164
2024-01-28 12:00:00,zone_08,2372.64,10.9491,0.9237
2024-01-28 12:00:00,zone_09,2654.97,11.159,0.9546
2024-01-28 12:00:00,zone_10,1510.45,11.0536,0.8604
2024-01-28 13:00:00,zone_01,2684.11,10.9151,0.8824
2024-01-28 13:00:00,zone_02,2438.4,10.8625,0.9158
2024-01-28 13:00:00,zone_03,1531.53,10.8893,0.9142
2024-01-28 13:00:00,zone_04,1768.22,11.1722,0.9882
2024-01-28 13:00:00,zone_05,1245.1,11.0693,0.9569
2024-01-28 13:00:00,zone_06,1255.81,10.9499,0.9725
2024-01-28 13:00:00,zone_07,2576.4,11.1177,0.9853
2024-01-28 13:00:00,zone_08,2561.05,10.9221,0.9271
2024-01-28 13:00:00,zone_09,2294.06,11.0445,0.923
2024-01-28 13:00:00,zone_10,1668.01,10.829,0.8553
2024-01-28 14:00:00,zone_01,2481.77,10.8955,0.8987
2024-01-28 14:00:00,zone_02,2607.59,10.9241,0.8757
2024-01-28 14:00:00,zone_03,1404.39,11.1645,0.8797
2024-01-28 14:00:00,zone_04,1932.67,10.8499,0.8841
2024-01-28 14:00:00,zone_05,1422.5,10.8211,0.9383
2024-01-28 14:00:00,zone_06,2546.41,11.0323,0.947
2024-01-28 14:00:00,zone_07,2124.03,10.8897,0.8513
2024-01-28 14:00:00,zone_08,1691.2,11.0625,0.9086
2024-01-28 14:00:00,zone_09,1957.01,11.1648,0.979
2024-01-28 14:00:00,zone_10,1840.09,10.8247,0.8784
2024-01-28 15:00:00,zone_01,2325.28,10.9587,0.8593
2024-01-28 15:00:00,zone_02,2148.44,11.0651,0.878
2024-01-28 15:00:00,zone_03,2699.3,11.1253,0.9498
2024-01-28 15:00:00,zone_04,2231.22,11.0193,0.8512
2024-01-28 15:00:00,zone_05,2784.64,11.0632,0.9533
2024-01-28 15:00:00,zone_06,2032.09,10.922,0.9324
2024-01-28 15:00:00,zone_07,1344.05,10.8769,0.9459
2024-01-28 15:00:00,zone_08,1969.74,11.0966,0.9783
2024-01-28 15:00:00,zone_09,1476.41,10.8443,0.8547
2024-01-28 15:00:00,zone_10,1500.35,10.8127,0.8535
2024-01-28 16:00:00,zone_01,1729.67,11.1567,0.8869
2024-01-28 16:00:00,zone_02,2268.3,10.9706,0.9146
2024-01-28 16:00:00,zone_03,1430.04,11.0606,0.9444
2024-01-28 16:00:00,zone_04,2452.8,10.8551,0.9013
2024-01-28 16:00:00,zone_05,1920.72,10.8328,0.8911
2024-01-28 16:00:00,zone_06,1982.75,10.8924,0.8681
2024-01-28 16:00:00,zone_07,2256.38,10.9715,0.8588
2024-01-28 16:00:00,zone_08,2172.35,11.1882,0.946
2024-01-28 16:00:00,zone_09,2098.62,10.8774,0.9017
2024-01-28 16:00:00,zone_10,1300.34,10.8326,0.9459
2024-01-28 17:00:00,zone_01,2463.38,10.8342,0.8746
2024-01-28 17:00:00,zone_02,2667.46,11.0525,0.8845
2024-01-28 17:00:00,zone_03,1449.33,10.8455,0.8605
2024-01-28 17:00:00,zone_04,1185.7,11.1998,0.9189
2024-01-28 17:00:00,zone_05,2338.03,11.0431,0.9696
2024-01-28 17:00:00,zone_06,2527.56,10.8188,0.918
2024-01-28 17:00:00,zone_07,1338.67,10.9792,0.9437
2024-01-28 17:00:00,zone_08,2308.13,11.1363,0.9059
2024-01-28 17:00:00,zone_09,2217.46,10.859,0.9266
2024-01-28 17:00:00,zone_10,2132.8,10.8596,0.9682
2024-01-28 18:00:00,zone_01,2548.93,11.1613,0.9383
2024-01-28 18:00:00,zone_02,1868.05,10.9617,0.8671
2024-01-28 18:00:00,zone_03,2676.53,11.0556,0.9605
2024-01-28 18:00:00,zone_04,2717.13,10.9174,0.9063
2024-01-28 18:00:00,zone_05,1773.09,11.0656,0.9415
2024-01-28 18:00:00,zone_06,1105.93,10.9413,0.9213
2024-01-28 18:00:00,zone_07,2569.18,10.9783,0.8984
2024-01-28 18:00:00,zone_08,1356.82,10.883,0.9662
2024-01-28 18:00:00,zone_09,2780.71,10.9368,0.9178
2024-01-28 18:00:00,zone_10,1727.37,10.9163,0.9684
2024-01-28 19:00:00,zone_01,2438.73,10.9933,0.8845
2024-01-28 19:00:00,zone_02,2248.52,10.9997,0.8527
2024-01-28 19:00:00,zone_03,1638.02,10.9593,0.8927
2024-01-28 19:00:00,zone_04,1737.06,11.1586,0.8921
2024-01-28 19:00:00,zone_05,2712.55,11.171,0.8673
2024-01-28 19:00:00,zone_06,1392.13,11.071,0.9774
2024-01-28 19:00:00,zone_07,2513.42,10.9407,0.854
2024-01-28 19:00:00,zone_08,1495.98,11.022,0.8797
2024-01-28 19:00:00,zone_09,1459.86,10.8379,0.8616
2024-01-28 19:00:00,zone_10,1274.7,10.9927,0.9004
2024-01-28 20:00:00,zone_01,1777.34,10.8361,0.9485
2024-01-28 20:00:00,zone_02,2563.22,10.9594,0.9816
2024-01-28 20:00:00,zone_03,1699.02,10.9484,0.8836
2024-01-28 20:00:00,zone_04,2009.59,11.1798,0.861
2024-01-28 20:00:00,zone_05,2421.18,10.9569,0.9803
2024-01-28 20:00:00,zone_06,2583.13,11.1727,0.8576
2024-01-28 20:00:00,zone_07,2148.63,11.1394,0.8579
2024-01-28 20:00:00,zone_08,1941.7,10.9358,0.8791
2024-01-28 20:00:00,zone_09,2116.87,10.8965,0.9177
2024-01-28 20:00:00,zone_10,2215.62,10.8105,0.8758
2024-01-28 21:00:00,zone_01,1695.44,10.8321,0.8696
2024-01-28 21:00:00,zone_02,1050.76,11.154,0.9848
2024-01-28 21:00:00,zone_03,1457.71,11.0762,0.9026
2024-01-28 21:00:00,zone_04,872.94,10.8504,0.8641
2024-01-28 21:00:00,zone_05,1099.64,10.9241,0.9223
2024-01-28 21:00:00,zone_06,890.37,11.0517,0.8715
2024-01-28 21:00:00,zone_07,1564.81,10.9031,0.9861
2024-01-28 21:00:00,zone_08,1752.11,11.0153,0.8794
2024-01-28 21:00:00,zone_09,1426.63,11.1201,0.8949
2024-01-28 21:00:00,zone_10,1004.16,11.1841,0.9069
2024-01-28 22:00:00,zone_01,1923.68,11.0043,0.8855
2024-01-28 22:00:00,zone_02,1387.41,11.1334,0.9205
2024-01-28 22:00:00,zone_03,886.4,10.8985,0.8743
2024-01-28 22:00:00,zone_04,1767.71,11.0629,0.9042
2024-01-28 22:00:00,zone_05,735.57,11.0603,0.9878
2024-01-28 22:00:00,zone_06,1696.83,10.8704,0.9749
2024-01-28 22:00:00,zone_07,1111.21,10.8386,0.8642
2024-01-28 22:00:00,zone_08,758.19,11.1548,0.8578
2024-01-28 22:00:00,zone_09,925.07,11.032,0.8951
2024-01-28 22:00:00,zone_10,1352.12,10.8883,0.9122
2024-01-28 23:00:00,zone_01,1052.67,10.8319,0.9833
2024-01-28 23:00:00,zone_02,578.28,10.9308,0.9068
2024-01-28 23:00:00,zone_03,989.89,11.0428,0.9698
2024-01-28 23:00:00,zone_04,726.2,11.1132,0.9448
2024-01-28 23:00:00,zone_05,984.41,11.03,0.9352
2024-01-28 23:00:00,zone_06,481.76,10.8659,0.9353
