event_id,city,event_name,event_type,start_datetime,end_datetime,expected_attendance
307,city_49,Business Forum,conference,2024-03-21 11:00:00,2024-03-21 18:00:00,6855
308,city_43,Championship Final,sports_game,2024-06-04 15:00:00,2024-06-04 21:00:00,33471
309,city_23,Innovation Conf,conference,2024-03-01 18:00:00,2024-03-01 21:00:00,3521
310,city_46,Charity Run,marathon,2024-02-27 18:00:00,2024-02-28 01:00:00,11761
311,city_2,Innovation Conf,conference,2024-05-19 12:00:00,2024-05-19 18:00:00,1289
312,city_25,Business Forum,conference,2024-05-07 12:00:00,2024-05-07 17:00:00,5336
313,city_32,Championship Final,sports_game,2024-02-16 14:00:00,2024-02-16 19:00:00,26852
314,city_21,City Derby,sports_game,2024-04-29 18:00:00,2024-04-29 21:00:00,52750
315,city_29,Jazz Fest,concert,2024-01-02 10:00:00,2024-01-02 14:00:00,20906
316,city_40,Symphony Gala,concert,2024-02-12 11:00:00,2024-02-12 17:00:00,32102
317,city_31,Rock Night,concert,2024-03-11 14:00:00,2024-03-11 21:00:00,15026
318,city_10,City Marathon,marathon,2024-01-05 14:00:00,2024-01-05 18:00:00,7816
319,city_44,Half Marathon,marathon,2024-06-27 16:00:00,2024-06-27 18:00:00,11323
320,city_7,Beer Fest,festival,2024-02-15 12:00:00,2024-02-15 16:00:00,22467
321,city_12,Business Forum,conference,2024-01-21 17:00:00,2024-01-21 23:00:00,4817
322,city_9,Jazz Fest,concert,2024-04-02 15:00:00,2024-04-02 18:00:00,22527
323,city_15,Innovation Conf,conference,2024-04-28 10:00:00,2024-04-28 17:00:00,678
324,city_50,Pop Extravaganza,concert,2024-01-20 10:00:00,2024-01-20 16:00:00,30475
325,city_6,Half Marathon,marathon,2024-02-27 12:00:00,2024-02-27 16:00:00,2956
326,city_22,City Derby,sports_game,2024-03-08 16:00:00,2024-03-08 22:00:00,26373
327,city_17,Startup Expo,conference,2024-05-31 19:00:00,2024-06-01 01:00:00,7524
328,city_21,Championship Final,sports_game,2024-02-12 17:00:00,2024-02-12 23:00:00,49673
329,city_9,Street Food Fest,festival,2024-06-11 12:00:00,2024-06-11 14:00:00,15537
330,city_44,City Marathon,marathon,2024-02-29 11:00:00,2024-02-29 14:00:00,6872
331,city_15,Pop Extravaganza,concert,2024-01-10 12:00:00,2024-01-10 14:00:00,8038
332,city_22,Charity Run,marathon,2024-01-18 10:00:00,2024-01-18 14:00:00,8175
333,city_38,Half Marathon,marathon,2024-01-31 10:00:00,2024-01-31 12:00:00,1716
334,city_44,Playoffs Night,sports_game,2024-04-10 15:00:00,2024-04-10 19:00:00,50599
335,city_3,Jazz Fest,concert,2024-03-12 15:00:00,2024-03-12 21:00:00,25564
336,city_13,Playoffs Night,sports_game,2024-02-06 15:00:00,2024-02-06 20:00:00,47014
337,city_36,Cultural Festival,festival,2024-03-07 14:00:00,2024-03-07 17:00:00,16759
338,city_11,Innovation Conf,conference,2024-06-24 11:00:00,2024-06-24 17:00:00,1144
339,city_17,Rock Night,concert,2024-02-01 10:00:00,2024-02-01 16:00:00,7139
340,city_20,Innovation Conf,conference,2024-06-04 11:00:00,2024-06-04 18:00:00,5402
341,city_9,Beer Fest,festival,2024-03-12 11:00:00,2024-03-12 18:00:00,23966
342,city_49,Charity Run,marathon,2024-03-23 11:00:00,2024-03-23 16:00:00,3428
343,city_24,Innovation Conf,conference,2024-02-22 12:00:00,2024-02-22 18:00:00,548
344,city_29,Startup Expo,conference,2024-03-10 18:00:00,2024-03-10 22:00:00,5829
345,city_24,Pop Extravaganza,concert,2024-01-10 19:00:00,2024-01-11 00:00:00,18021
346,city_25,Business Forum,conference,2024-02-22 14:00:00,2024-02-22 17:00:00,6185
347,city_6,Half Marathon,marathon,2024-04-12 11:00:00,2024-04-12 15:00:00,9301
348,city_14,Pop Extravaganza,concert,2024-01-30 13:00:00,2024-01-30 17:00:00,24743
349,city_32,Innovation Conf,conference,2024-01-13 13:00:00,2024-01-13 15:00:00,570
350,city_11,Beer Fest,festival,2024-05-20 16:00:00,2024-05-20 22:00:00,6783
351,city_42,City Marathon,marathon,2024-03-26 18:00:00,2024-03-26 22:00:00,10246
352,city_47,Street Food Fest,festival,2024-03-02 12:00:00,2024-03-02 16:00:00,15887
353,city_24,Jazz Fest,concert,2024-05-03 10:00:00,2024-05-03 13:00:00,36232
354,city_5,Street Food Fest,festival,2024-01-20 14:00:00,2024-01-20 19:00:00,6875
355,city_4,Pop Extravaganza,concert,2024-06-05 11:00:00,2024-06-05 14:00:00,17033
356,city_19,City Derby,sports_game,2024-04-05 13:00:00,2024-04-05 17:00:00,21770
357,city_47,Business Forum,conference,2024-02-07 18:00:00,2024-02-08 01:00:00,742
358,city_47,Tech Summit,conference,2024-05-17 11:00:00,2024-05-17 13:00:00,1365
359,city_23,Business Forum,conference,2024-01-23 11:00:00,2024-01-23 18:00:00,7720
360,city_38,Symphony Gala,concert,2024-05-05 15:00:00,2024-05-05 17:00:00,39884
361,city_23,Rock Night,concert,2024-03-14 10:00:00,2024-03-14 13:00:00,21394
362,city_48,Pop Extravaganza,concert,2024-06-15 18:00:00,2024-06-16 01:00:00,10962
363,city_41,Half Marathon,marathon,2024-03-31 15:00:00,2024-03-31 19:00:00,4187
364,city_49,Half Marathon,marathon,2024-05-26 13:00:00,2024-05-26 19:00:00,7432
365,city_24,Pop Extravaganza,concert,2024-02-28 12:00:00,2024-02-28 15:00:00,39366
366,city_6,Innovation Conf,conference,2024-01-06 15:00:00,2024-01-06 20:00:00,3190
367,city_34,Cultural Festival,festival,2024-03-19 18:00:00,2024-03-19 23:00:00,11339
368,city_47,Charity Run,marathon,2024-05-12 13:00:00,2024-05-12 19:00:00,4622
369,city_14,Beer Fest,festival,2024-04-13 13:00:00,2024-04-13 17:00:00,9407
370,city_33,League Match,sports_game,2024-03-08 13:00:00,2024-03-08 20:00:00,25978
371,city_4,League Match,sports_game,2024-01-18 13:00:00,2024-01-18 15:00:00,34034
372,city_37,Half Marathon,marathon,2024-06-06 12:00:00,2024-06-06 18:00:00,7189
373,city_38,Startup Expo,conference,2024-02-16 15:00:00,2024-02-16 21:00:00,7780
374,city_47,Pop Extravaganza,concert,2024-01-20 16:00:00,2024-01-20 23:00:00,6840
375,city_33,Charity Run,marathon,2024-03-12 11:00:00,2024-03-12 18:00:00,11135
376,city_29,City Marathon,marathon,2024-04-22 10:00:00,2024-04-22 17:00:00,8485
377,city_46,Street Food Fest,festival,2024-01-05 13:00:00,2024-01-05 19:00:00,6322
378,city_43,Championship Final,sports_game,2024-02-06 14:00:00,2024-02-06 18:00:00,8284
379,city_29,Innovation Conf,conference,2024-03-01 18:00:00,2024-03-02 01:00:00,7913
380,city_19,Fun Run 5K,marathon,2024-01-11 12:00:00,2024-01-11 18:00:00,2766
381,city_22,Tech Summit,conference,2024-03-31 12:00:00,2024-03-31 17:00:00,2305
382,city_49,Symphony Gala,concert,2024-05-24 18:00:00,2024-05-25 01:00:00,11566
383,city_47,Beer Fest,festival,2024-06-08 15:00:00,2024-06-08 19:00:00,5580
384,city_6,Playoffs Night,sports_game,2024-04-01 14:00:00,2024-04-01 17:00:00,37348
385,city_32,Fun Run 5K,marathon,2024-04-20 19:00:00,2024-04-20 23:00:00,11285
386,city_19,Jazz Fest,concert,2024-01-24 11:00:00,2024-01-24 18:00:00,32817
387,city_12,City Marathon,marathon,2024-02-21 17:00:00,2024-02-21 20:00:00,9036
388,city_44,Rock Night,concert,2024-06-20 15:00:00,2024-06-20 20:00:00,21229
389,city_22,Startup Expo,conference,2024-01-30 16:00:00,2024-01-30 22:00:00,1352
390,city_19,Startup Expo,conference,2024-01-25 10:00:00,2024-01-25 15:00:00,3963
391,city_49,Beer Fest,festival,2024-02-09 14:00:00,2024-02-09 16:00:00,15633
392,city_10,Cultural Festival,festival,2024-02-03 10:00:00,2024-02-03 15:00:00,23841
393,city_10,Street Food Fest,festival,2024-05-27 14:00:00,2024-05-27 21:00:00,8393
394,city_5,Night Market,festival,2024-06-29 18:00:00,2024-06-30 01:00:00,16953
395,city_18,Street Food Fest,festival,2024-03-19 13:00:00,2024-03-19 15:00:00,7498
396,city_27,Playoffs Night,sports_game,2024-03-28 19:00:00,2024-03-29 00:00:00,10100
397,city_11,Startup Expo,conference,2024-02-24 15:00:00,2024-02-24 22:00:00,3415
398,city_3,Playoffs Night,sports_game,2024-05-18 18:00:00,2024-05-19 01:00:00,14110
399,city_15,Rock Night,concert,2024-05-31 19:00:00,2024-05-31 21:00:00,30276
400,city_27,Symphony Gala,concert,2024-06-07 15:00:00,2024-06-07 21:00:00,18903
401,city_40,Beer Fest,festival,2024-01-12 11:00:00,2024-01-12 18:00:00,9353
402,city_16,Tech Summit,conference,2024-04-03 12:00:00,2024-04-03 15:00:00,7733
403,city_10,Pop Extravaganza,concert,2024-06-06 11:00:00,2024-06-06 17:00:00,23928
404,city_42,Symphony Gala,concert,2024-04-22 18:00:00,2024-04-22 22:00:00,38019
405,city_32,Symphony Gala,concert,2024-05-24 13:00:00,2024-05-24 18:00:00,18582
406,city_28,Charity Run,marathon,2024-02-09 19:00:00,2024-02-09 23:00:00,8753
407,city_39,Cultural Festival,festival,2024-03-24 18:00:00,2024-03-24 22:00:00,9158
408,city_19,Jazz Fest,concert,2024-01-21 10:00:00,2024-01-21 16:00:00,7710
409,city_29,Startup Expo,conference,2024-03-22 11:00:00,2024-03-22 18:00:00,6764
410,city_31,Rock Night,concert,2024-02-27 11:00:00,2024-02-27 18:00:00,12203
411,city_15,Charity Run,marathon,2024-02-09 13:00:00,2024-02-09 18:00:00,8307
412,city_47,Charity Run,marathon,2024-01-08 12:00:00,2024-01-08 17:00:00,1540
413,city_18,Symphony Gala,concert,2024-01-12 11:00:00,2024-01-12 14:00:00,10200
414,city_29,Playoffs Night,sports_game,2024-02-17 15:00:00,2024-02-17 20:00:00,40552
415,city_40,League Match,sports_game,2024-05-25 18:00:00,2024-05-25 23:00:00,41899
416,city_44,Innovation Conf,conference,2024-01-24 13:00:00,2024-01-24 15:00:00,1179
417,city_24,Championship Final,sports_game,2024-03-20 16:00:00,2024-03-20 23:00:00,52169
418,city_19,Playoffs Night,sports_game,2024-01-23 15:00:00,2024-01-23 19:00:00,17506
419,city_31,City Derby,sports_game,2024-04-28 11:00:00,2024-04-28 17:00:00,16429
420,city_22,City Marathon,marathon,2024-05-19 17:00:00,2024-05-20 00:00:00,2857
421,city_36,Charity Run,marathon,2024-02-04 18:00:00,2024-02-04 20:00:00,7477
422,city_25,Night Market,festival,2024-01-06 15:00:00,2024-01-06 22:00:00,12607
423,city_14,City Marathon,marathon,2024-03-29 15:00:00,2024-03-29 19:00:00,11139
424,city_22,City Marathon,marathon,2024-05-13 15:00:00,2024-05-13 18:00:00,3507
425,city_36,Startup Expo,conference,2024-01-10 15:00:00,2024-01-10 22:00:00,629
426,city_24,Beer Fest,festival,2024-02-21 14:00:00,2024-02-21 20:00:00,4327
427,city_41,Fun Run 5K,marathon,2024-04-27 17:00:00,2024-04-27 23:00:00,10938
428,city_22,Night Market,festival,2024-02-05 18:00:00,2024-02-06 00:00:00,16884
429,city_16,Championship Final,sports_game,2024-04-30 17:00:00,2024-04-30 23:00:00,56357
430,city_49,Business Forum,conference,2024-04-19 14:00:00,2024-04-19 19:00:00,6591
431,city_19,Street Food Fest,festival,2024-05-14 14:00:00,2024-05-14 18:00:00,14714
432,city_11,Night Market,festival,2024-03-04 11:00:00,2024-03-04 15:00:00,7369
433,city_19,Tech Summit,conference,2024-05-16 12:00:00,2024-05-16 19:00:00,5994
434,city_14,Street Food Fest,festival,2024-01-19 19:00:00,2024-01-20 01:00:00,6397
435,city_15,Jazz Fest,concert,2024-02-23 13:00:00,2024-02-23 18:00:00,11617
436,city_45,Innovation Conf,conference,2024-01-31 17:00:00,2024-02-01 00:00:00,1814
437,city_38,Playoffs Night,sports_game,2024-03-28 18:00:00,2024-03-28 20:00:00,28232
438,city_14,Championship Final,sports_game,2024-03-10 11:00:00,2024-03-10 17:00:00,36613
439,city_42,Tech Summit,conference,2024-01-13 14:00:00,2024-01-13 18:00:00,2302
440,city_40,Night Market,festival,2024-01-20 18:00:00,2024-01-20 21:00:00,12861
441,city_22,Half Marathon,marathon,2024-02-13 13:00:00,2024-02-13 17:00:00,2998
442,city_9,Championship Final,sports_game,2024-03-03 13:00:00,2024-03-03 19:00:00,20528
443,city_46,Tech Summit,conference,2024-02-27 11:00:00,2024-02-27 14:00:00,3241
444,city_7,Jazz Fest,concert,2024-05-07 13:00:00,2024-05-07 20:00:00,17924
445,city_46,League Match,sports_game,2024-05-18 10:00:00,2024-05-18 17:00:00,26978
446,city_25,Startup Expo,conference,2024-01-05 18:00:00,2024-01-05 23:00:00,7992
447,city_24,Business Forum,conference,2024-06-10 18:00:00,2024-06-11 01:00:00,4282
448,city_40,Championship Final,sports_game,2024-05-18 10:00:00,2024-05-18 16:00:00,8821
449,city_30,Cultural Festival,festival,2024-03-30 14:00:00,2024-03-30 18:00:00,12930
450,city_29,Startup Expo,conference,2024-04-26 18:00:00,2024-04-27 01:00:00,1315
451,city_36,City Derby,sports_game,2024-05-24 10:00:00,2024-05-24 17:00:00,48069
452,city_50,Innovation Conf,conference,2024-01-22 18:00:00,2024-01-22 20:00:00,2857
453,city_7,Night Market,festival,2024-02-18 18:00:00,2024-02-18 23:00:00,16837
454,city_47,Cultural Festival,festival,2024-06-30 15:00:00,2024-06-30 20:00:00,9518
455,city_11,Rock Night,concert,2024-02-05 17:00:00,2024-02-05 19:00:00,27029
456,city_48,Business Forum,conference,2024-01-11 18:00:00,2024-01-11 20:00:00,5610
457,city_34,Pop Extravaganza,concert,2024-02-01 12:00:00,2024-02-01 18:00:00,39270
458,city_14,Charity Run,marathon,2024-05-20 11:00:00,2024-05-20 14:00:00,8455
459,city_50,Half Marathon,marathon,2024-02-12 19:00:00,2024-02-12 22:00:00,4764
460,city_49,Cultural Festival,festival,2024-01-01 14:00:00,2024-01-01 21:00:00,12515
461,city_35,Playoffs Night,sports_game,2024-05-21 16:00:00,2024-05-21 22:00:00,38099
462,city_19,Innovation Conf,conference,2024-06-02 12:00:00,2024-06-02 18:00:00,532
463,city_29,Cultural Festival,festival,2024-06-29 18:00:00,2024-06-29 20:00:00,7594
464,city_11,Fun Run 5K,marathon,2024-05-12 18:00:00,2024-05-13 00:00:00,1979
465,city_8,Championship Final,sports_game,2024-05-15 11:00:00,2024-05-15 15:00:00,20302
466,city_10,Rock Night,concert,2024-04-12 14:00:00,2024-04-12 18:00:00,21780
467,city_38,Fun Run 5K,marathon,2024-04-26 17:00:00,2024-04-26 23:00:00,2477
468,city_50,Jazz Fest,concert,2024-04-28 14:00:00,2024-04-28 17:00:00,37318
469,city_4,Playoffs Night,sports_game,2024-05-12 10:00:00,2024-05-12 16:00:00,58415
470,city_5,Cultural Festival,festival,2024-01-24 12:00:00,2024-01-24 15:00:00,7078
471,city_21,Street Food Fest,festival,2024-02-22 11:00:00,2024-02-22 17:00:00,7658
472,city_46,Beer Fest,festival,2024-04-25 12:00:00,2024-04-25 17:00:00,9031
473,city_6,Championship Final,sports_game,2024-01-25 10:00:00,2024-01-25 17:00:00,34698
474,city_21,City Marathon,marathon,2024-03-14 18:00:00,2024-03-14 23:00:00,5391
475,city_13,Rock Night,concert,2024-01-30 17:00:00,2024-01-30 22:00:00,20171
476,city_40,Rock Night,concert,2024-03-12 19:00:00,2024-03-13 00:00:00,34785
477,city_13,City Marathon,marathon,2024-02-11 15:00:00,2024-02-11 17:00:00,10441
478,city_44,Cultural Festival,festival,2024-01-19 16:00:00,2024-01-19 21:00:00,19720
479,city_31,Rock Night,concert,2024-05-22 11:00:00,2024-05-22 18:00:00,8708
480,city_37,Half Marathon,marathon,2024-01-11 18:00:00,2024-01-11 21:00:00,6802
481,city_50,Tech Summit,conference,2024-05-29 11:00:00,2024-05-29 17:00:00,5157
482,city_15,Street Food Fest,festival,2024-06-28 12:00:00,2024-06-28 15:00:00,14063
483,city_34,Night Market,festival,2024-04-16 18:00:00,2024-04-16 22:00:00,21307
484,city_40,Charity Run,marathon,2024-05-25 12:00:00,2024-05-25 18:00:00,9102
485,city_15,Business Forum,conference,2024-04-05 17:00:00,2024-04-05 20:00:00,3027
486,city_40,Beer Fest,festival,2024-01-02 17:00:00,2024-01-02 23:00:00,23193
487,city_8,Half Marathon,marathon,2024-03-05 13:00:00,2024-03-05 18:00:00,8252
488,city_24,Symphony Gala,concert,2024-02-10 10:00:00,2024-02-10 15:00:00,19433
489,city_31,City Marathon,marathon,2024-02-21 15:00:00,2024-02-21 21:00:00,7607
490,city_20,Innovation Conf,conference,2024-03-28 18:00:00,2024-03-29 00:00:00,2760
491,city_13,Tech Summit,conference,2024-03-02 12:00:00,2024-03-02 17:00:00,2706
492,city_33,Charity Run,marathon,2024-06-21 10:00:00,2024-06-21 14:00:00,3421
493,city_46,Business Forum,conference,2024-04-12 16:00:00,2024-04-12 20:00:00,4058
494,city_3,Cultural Festival,festival,2024-05-28 18:00:00,2024-05-29 00:00:00,3679
495,city_43,Championship Final,sports_game,2024-06-21 18:00:00,2024-06-21 20:00:00,26711
496,city_38,Cultural Festival,festival,2024-04-05 18:00:00,2024-04-05 21:00:00,19414
497,city_37,Half Marathon,marathon,2024-02-09 15:00:00,2024-02-09 20:00:00,5505
498,city_39,Tech Summit,conference,2024-05-24 12:00:00,2024-05-24 16:00:00,703
499,city_18,Half Marathon,marathon,2024-05-09 11:00:00,2024-05-09 16:00:00,5087
500,city_38,Fun Run 5K,marathon,2024-01-19 14:00:00,2024-01-19 16:00:00,5945
