packet_num,timestamp,src_ip,dst_ip,dst_port,packet_size,inter_arrival_ms,flow_id
1077,1700000014.929299,192.168.10.145,104.26.223.156,443,507,8.125,NORMAL_0077
1078,1700000014.933152,192.168.10.145,104.25.158.171,443,662,3.853,NORMAL_0078
1079,1700000014.934662,192.168.8.207,104.23.83.250,443,1274,1.51,NORMAL_0079
1080,1700000014.940952,192.168.2.12,104.29.141.12,443,291,6.29,NORMAL_0080
1081,1700000014.942665,192.168.8.243,104.25.53.241,443,160,1.713,NORMAL_0081
1082,1700000014.943031,192.168.5.180,104.29.127.69,443,766,0.366,NORMAL_0082
1083,1700000014.945027,192.168.7.179,104.29.127.69,443,349,1.996,NORMAL_0083
1084,1700000014.954506,192.168.9.81,104.20.21.79,443,1173,9.479,NORMAL_0084
1085,1700000014.961216,192.168.2.98,104.26.63.185,443,1243,6.71,NORMAL_0085
1086,1700000014.963908,192.168.5.249,104.25.158.171,443,348,2.692,NORMAL_0086
1087,1700000014.964083,192.168.5.63,104.25.53.241,443,942,0.175,NORMAL_0087
1088,1700000015.006086,192.168.5.253,104.21.55.98,443,297,42.003,NORMAL_0088
1089,1700000015.009658,192.168.3.18,104.24.250.65,443,1400,3.572,NORMAL_0089
1090,1700000015.027393,192.168.10.26,104.22.186.111,443,1125,17.735,NORMAL_0090
1091,1700000015.048343,192.168.8.40,104.25.65.50,443,852,20.95,NORMAL_0091
1092,1700000015.050888,192.168.9.16,104.25.80.113,443,139,2.545,NORMAL_0092
1093,1700000015.054899,192.168.7.153,104.25.4.171,443,851,4.011,NORMAL_0093
1094,1700000015.061978,192.168.8.160,104.21.154.104,443,950,7.079,NORMAL_0094
1095,1700000015.069506,192.168.6.62,104.29.127.69,443,1214,7.528,NORMAL_0095
1096,1700000015.075111,192.168.2.92,104.20.18.214,443,570,5.605,NORMAL_0096
1097,1700000015.075771,192.168.9.193,104.29.167.104,443,136,0.66,NORMAL_0097
1098,1700000015.082168,192.168.5.40,104.30.218.144,443,1386,6.397,NORMAL_0098
1099,1700000015.084091,192.168.1.159,104.18.125.95,443,1262,1.923,NORMAL_0099
1100,1700000015.150774,192.168.6.216,104.17.240.57,443,1130,66.683,NORMAL_0100
1101,1700000015.159330,192.168.1.207,104.29.127.69,443,1201,8.556,NORMAL_0101
1102,1700000015.172224,192.168.5.17,104.16.98.103,443,211,12.894,NORMAL_0102
1103,1700000015.194741,192.168.6.205,104.16.170.198,443,1006,22.517,NORMAL_0103
1104,1700000015.471312,192.168.8.207,104.18.169.160,443,625,276.571,NORMAL_0104
1105,1700000015.480454,192.168.10.72,104.16.59.225,443,533,9.142,NORMAL_0105
1106,1700000015.485099,192.168.6.113,104.24.250.65,443,1360,4.645,NORMAL_0106
1107,1700000015.502628,192.168.8.74,104.27.107.175,443,1263,17.529,NORMAL_0107
1108,1700000015.503417,192.168.5.254,104.18.125.95,443,1005,0.789,NORMAL_0108
1109,1700000015.509789,192.168.1.149,104.25.116.58,443,550,6.372,NORMAL_0109
1110,1700000015.523304,192.168.7.88,104.29.127.69,443,948,13.515,NORMAL_0110
1111,1700000015.526403,192.168.5.17,104.22.235.90,443,832,3.099,NORMAL_0111
1112,1700000015.526563,192.168.7.179,104.25.158.171,443,284,0.16,NORMAL_0112
1113,1700000015.526975,192.168.9.43,104.17.47.163,443,729,0.412,NORMAL_0113
1114,1700000015.532082,192.168.5.254,104.22.130.12,443,1232,5.107,NORMAL_0114
1115,1700000015.532486,192.168.3.179,104.21.170.201,443,1183,0.404,NORMAL_0115
1116,1700000015.570762,192.168.8.209,104.25.107.184,443,287,38.276,NORMAL_0116
1117,1700000015.576647,192.168.9.43,104.21.154.104,443,978,5.885,NORMAL_0117
1118,1700000015.577825,192.168.10.109,104.17.47.163,443,456,1.178,NORMAL_0118
1119,1700000015.585560,192.168.6.155,104.27.107.175,443,1246,7.735,NORMAL_0119
1120,1700000015.620856,192.168.5.118,104.20.134.42,443,863,35.296,NORMAL_0120
1121,1700000015.623860,192.168.9.116,104.17.240.57,443,579,3.004,NORMAL_0121
1122,1700000015.628542,192.168.9.34,104.17.240.57,443,479,4.682,NORMAL_0122
1123,1700000015.629925,192.168.2.114,104.26.104.176,443,1366,1.383,NORMAL_0123
1124,1700000015.639295,192.168.4.42,104.16.170.198,443,932,9.37,NORMAL_0124
1125,1700000015.646160,192.168.8.207,104.29.141.12,443,911,6.865,NORMAL_0125
1126,1700000015.684130,192.168.2.138,104.20.21.79,443,394,37.97,NORMAL_0126
1127,1700000015.700267,192.168.6.27,104.21.154.104,443,519,16.137,NORMAL_0127
1128,1700000015.712715,192.168.9.23,104.30.218.144,443,953,12.448,NORMAL_0128
1129,1700000015.718705,192.168.6.19,104.20.18.214,443,900,5.99,NORMAL_0129
1130,1700000015.723386,192.168.3.137,104.27.20.231,443,263,4.681,NORMAL_0130
1131,1700000015.744159,192.168.5.53,104.18.169.160,443,664,20.773,NORMAL_0131
1132,1700000015.745822,192.168.4.198,104.19.197.231,443,835,1.663,NORMAL_0132
1133,1700000015.746288,192.168.6.148,104.25.4.171,443,1191,0.466,NORMAL_0133
1134,1700000015.755483,192.168.10.225,104.25.80.113,443,732,9.195,NORMAL_0134
1135,1700000015.764085,192.168.6.226,104.16.59.225,443,680,8.602,NORMAL_0135
1136,1700000015.769733,192.168.2.238,104.25.80.113,443,1270,5.648,NORMAL_0136
1137,1700000015.782316,192.168.6.155,104.23.52.91,443,1031,12.583,NORMAL_0137
1138,1700000015.791156,192.168.5.253,104.16.59.225,443,1221,8.84,NORMAL_0138
1139,1700000015.796669,192.168.1.154,104.18.169.160,443,587,5.513,NORMAL_0139
1140,1700000015.797490,192.168.4.36,104.25.4.171,443,1127,0.821,NORMAL_0140
1141,1700000015.798391,192.168.1.59,104.17.240.57,443,600,0.901,NORMAL_0141
1142,1700000015.807516,192.168.10.110,104.16.59.225,443,1106,9.125,NORMAL_0142
1143,1700000015.831566,192.168.1.29,104.19.79.70,443,1203,24.05,NORMAL_0143
1144,1700000015.868360,192.168.2.22,104.25.53.241,443,1399,36.794,NORMAL_0144
1145,1700000015.885013,192.168.2.219,104.29.167.104,443,1242,16.653,NORMAL_0145
1146,1700000015.995162,192.168.6.205,104.20.21.79,443,1392,110.149,NORMAL_0146
1147,1700000015.996735,192.168.4.248,104.24.91.149,443,600,1.573,NORMAL_0147
1148,1700000015.997510,192.168.1.59,104.26.223.156,443,370,0.775,NORMAL_0148
1149,1700000016.007043,192.168.10.109,104.20.21.79,443,339,9.533,NORMAL_0149
1150,1700000016.007664,192.168.9.57,104.26.104.176,443,1040,0.621,NORMAL_0150
1151,1700000016.008463,192.168.6.55,104.29.194.174,443,202,0.799,NORMAL_0151
1152,1700000016.020984,192.168.10.26,104.25.116.58,443,572,12.521,NORMAL_0152
1153,1700000016.024864,192.168.4.222,104.29.0.134,443,344,3.88,NORMAL_0153
1154,1700000016.035263,192.168.1.154,104.26.63.185,443,1374,10.399,NORMAL_0154
1155,1700000016.039938,192.168.2.3,104.26.63.185,443,224,4.675,NORMAL_0155
1156,1700000016.078014,192.168.1.245,104.25.116.58,443,664,38.076,NORMAL_0156
1157,1700000016.079282,192.168.1.8,104.26.142.222,443,478,1.268,NORMAL_0157
1158,1700000016.092387,192.168.5.102,104.29.167.104,443,1125,13.105,NORMAL_0158
1159,1700000016.093536,192.168.6.196,104.25.116.58,443,498,1.149,NORMAL_0159
1160,1700000016.095078,192.168.9.34,104.29.141.12,443,258,1.542,NORMAL_0160
1161,1700000016.182024,192.168.5.254,104.29.141.12,443,919,86.946,NORMAL_0161
1162,1700000016.196955,192.168.5.207,104.30.218.144,443,521,14.931,NORMAL_0162
1163,1700000016.209829,192.168.5.180,104.22.130.12,443,1309,12.874,NORMAL_0163
1164,1700000016.212915,192.168.6.225,104.25.158.171,443,135,3.086,NORMAL_0164
1165,1700000016.416962,192.168.5.17,104.23.52.91,443,255,204.047,NORMAL_0165
1166,1700000016.453278,192.168.10.225,104.16.57.20,443,834,36.316,NORMAL_0166
1167,1700000016.459703,192.168.7.232,104.23.83.250,443,164,6.425,NORMAL_0167
1168,1700000016.472511,192.168.5.253,104.21.170.201,443,352,12.808,NORMAL_0168
1169,1700000016.477012,192.168.6.29,104.21.170.201,443,175,4.501,NORMAL_0169
1170,1700000016.479240,192.168.1.246,104.28.169.241,443,1395,2.228,NORMAL_0170
1171,1700000016.485124,192.168.8.243,104.26.63.185,443,1258,5.884,NORMAL_0171
1172,1700000016.541310,192.168.1.167,104.25.116.58,443,275,56.186,NORMAL_0172
1173,1700000016.560367,192.168.2.56,104.17.240.57,443,841,19.057,NORMAL_0173
1174,1700000016.567843,192.168.1.59,104.27.107.175,443,640,7.476,NORMAL_0174
1175,1700000016.620134,192.168.10.225,104.16.98.103,443,980,52.291,NORMAL_0175
1176,1700000016.626890,192.168.10.64,104.27.107.175,443,639,6.756,NORMAL_0176
1177,1700000016.634118,192.168.8.74,104.26.223.156,443,1320,7.228,NORMAL_0177
1178,1700000016.635960,192.168.9.23,104.29.141.12,443,315,1.842,NORMAL_0178
1179,1700000016.644824,192.168.7.1,104.29.176.187,443,628,8.864,NORMAL_0179
1180,1700000016.647301,192.168.9.116,104.23.52.91,443,847,2.477,NORMAL_0180
1181,1700000016.648705,192.168.2.92,104.24.91.149,443,726,1.404,NORMAL_0181
1182,1700000016.657454,192.168.10.18,104.18.125.95,443,1277,8.749,NORMAL_0182
1183,1700000016.659520,192.168.3.18,104.24.91.149,443,1160,2.066,NORMAL_0183
1184,1700000016.659719,192.168.6.148,104.22.186.111,443,1060,0.199,NORMAL_0184
1185,1700000016.664987,192.168.10.72,104.22.235.90,443,1021,5.268,NORMAL_0185
1186,1700000016.682124,192.168.2.232,104.16.170.198,443,1161,17.137,NORMAL_0186
1187,1700000016.782346,192.168.5.118,104.27.75.111,443,1141,100.222,NORMAL_0187
1188,1700000016.819151,192.168.1.29,104.24.19.28,443,632,36.805,NORMAL_0188
1189,1700000016.827561,192.168.10.243,104.29.127.69,443,383,8.41,NORMAL_0189
1190,1700000016.829822,192.168.8.209,104.29.141.12,443,1143,2.261,NORMAL_0190
1191,1700000016.832126,192.168.2.175,104.25.65.50,443,564,2.304,NORMAL_0191
1192,1700000016.834512,192.168.5.249,104.29.167.104,443,429,2.386,NORMAL_0192
1193,1700000016.835555,192.168.10.243,104.25.80.113,443,793,1.043,NORMAL_0193
1194,1700000016.857840,192.168.7.125,104.23.83.250,443,183,22.285,NORMAL_0194
1195,1700000016.858769,192.168.9.81,104.25.65.50,443,123,0.929,NORMAL_0195
1196,1700000016.859092,192.168.8.64,104.28.169.241,443,628,0.323,NORMAL_0196
1197,1700000016.889883,192.168.7.91,104.27.20.231,443,1343,30.791,NORMAL_0197
1198,1700000016.894297,192.168.7.106,104.25.116.58,443,1135,4.414,NORMAL_0198
1199,1700000016.895572,192.168.1.149,104.25.53.241,443,1291,1.275,NORMAL_0199
1200,1700000016.902754,192.168.3.179,104.20.135.30,443,267,7.182,NORMAL_0200
1201,1700000016.924669,192.168.9.43,104.28.169.241,443,234,21.915,NORMAL_0201
1202,1700000016.925384,192.168.10.153,104.25.107.184,443,589,0.715,NORMAL_0202
1203,1700000016.928132,192.168.4.246,104.22.235.90,443,1306,2.748,NORMAL_0203
1204,1700000016.930896,192.168.4.130,104.26.142.222,443,420,2.764,NORMAL_0204
1205,1700000016.935118,192.168.1.59,104.18.125.95,443,1234,4.222,NORMAL_0205
1206,1700000016.935874,192.168.1.159,104.18.125.95,443,408,0.756,NORMAL_0206
1207,1700000016.940697,192.168.1.245,104.20.135.30,443,138,4.823,NORMAL_0207
1208,1700000016.953158,192.168.9.196,104.26.223.156,443,429,12.461,NORMAL_0208
1209,1700000016.957139,192.168.2.175,104.21.170.201,443,198,3.981,NORMAL_0209
1210,1700000016.970599,192.168.5.112,104.27.107.175,443,722,13.46,NORMAL_0210
1211,1700000016.982214,192.168.2.22,104.27.107.175,443,1230,11.615,NORMAL_0211
1212,1700000016.989618,192.168.5.216,104.19.79.70,443,1400,7.404,NORMAL_0212
1213,1700000016.992617,192.168.2.3,104.29.127.69,443,1018,2.999,NORMAL_0213
1214,1700000017.027796,192.168.9.34,104.20.21.79,443,674,35.179,NORMAL_0214
1215,1700000017.029566,192.168.5.102,104.18.169.160,443,528,1.77,NORMAL_0215
1216,1700000017.038357,192.168.4.104,104.20.18.214,443,660,8.791,NORMAL_0216
1217,1700000017.039470,192.168.8.24,104.29.176.187,443,988,1.113,NORMAL_0217
1218,1700000017.039795,192.168.7.21,104.25.107.184,443,202,0.325,NORMAL_0218
1219,1700000017.040415,192.168.2.242,104.22.130.12,443,120,0.62,NORMAL_0219
1220,1700000017.045199,192.168.8.243,104.23.83.250,443,214,4.784,NORMAL_0220
1221,1700000017.088103,192.168.2.174,104.17.240.57,443,820,42.904,NORMAL_0221
1222,1700000017.110042,192.168.7.106,104.23.83.250,443,1116,21.939,NORMAL_0222
1223,1700000017.231664,192.168.5.63,104.26.142.222,443,996,121.622,NORMAL_0223
1224,1700000017.235108,192.168.2.138,104.24.19.28,443,1366,3.444,NORMAL_0224
1225,1700000017.239980,192.168.5.117,104.29.167.104,443,133,4.872,NORMAL_0225
1226,1700000017.244066,192.168.5.172,104.20.21.79,443,760,4.086,NORMAL_0226
1227,1700000017.248681,192.168.4.198,104.27.107.175,443,1155,4.615,NORMAL_0227
1228,1700000017.311483,192.168.3.33,104.19.79.70,443,269,62.802,NORMAL_0228
1229,1700000017.312032,192.168.9.21,104.19.197.231,443,170,0.549,NORMAL_0229
1230,1700000017.312285,192.168.6.6,104.25.107.184,443,212,0.253,NORMAL_0230
1231,1700000017.312577,192.168.4.17,104.20.134.42,443,1292,0.292,NORMAL_0231
1232,1700000017.315067,192.168.5.102,104.24.250.65,443,509,2.49,NORMAL_0232
1233,1700000017.315540,192.168.6.62,104.23.52.91,443,737,0.473,NORMAL_0233
1234,1700000017.323770,192.168.9.41,104.22.235.90,443,523,8.23,NORMAL_0234
1235,1700000017.335284,192.168.9.57,104.25.80.113,443,1314,11.514,NORMAL_0235
1236,1700000017.357649,192.168.4.104,104.22.130.12,443,1251,22.365,NORMAL_0236
1237,1700000017.373991,192.168.7.88,104.29.167.104,443,1059,16.342,NORMAL_0237
1238,1700000017.401544,192.168.5.207,104.18.142.90,443,1130,27.553,NORMAL_0238
1239,1700000017.710133,192.168.6.113,104.24.91.149,443,291,308.589,NORMAL_0239
1240,1700000017.736049,192.168.5.102,104.22.235.90,443,135,25.916,NORMAL_0240
1241,1700000017.790645,192.168.2.64,104.29.176.187,443,1167,54.596,NORMAL_0241
1242,1700000017.794419,192.168.1.195,104.26.63.185,443,1328,3.774,NORMAL_0242
1243,1700000017.806072,192.168.7.49,104.26.63.185,443,1248,11.653,NORMAL_0243
1244,1700000017.809185,192.168.8.63,104.27.75.111,443,704,3.113,NORMAL_0244
1245,1700000017.817857,192.168.6.91,104.25.107.184,443,700,8.672,NORMAL_0245
1246,1700000017.820549,192.168.8.63,104.27.20.231,443,524,2.692,NORMAL_0246
1247,1700000017.824852,192.168.4.49,104.21.170.201,443,341,4.303,NORMAL_0247
1248,1700000017.838843,192.168.5.40,104.26.104.176,443,1125,13.991,NORMAL_0248
1249,1700000017.840579,192.168.6.196,104.22.186.111,443,1224,1.736,NORMAL_0249
1250,1700000017.866200,192.168.7.1,104.19.197.231,443,793,25.621,NORMAL_0250
1251,1700000017.873705,192.168.9.115,104.29.127.69,443,1270,7.505,NORMAL_0251
1252,1700000017.877032,192.168.1.59,104.27.107.175,443,564,3.327,NORMAL_0252
1253,1700000017.889104,192.168.6.225,104.29.127.69,443,605,12.072,NORMAL_0253
1254,1700000017.894853,192.168.4.49,104.19.79.70,443,323,5.749,NORMAL_0254
1255,1700000017.896998,192.168.4.183,104.25.107.184,443,391,2.145,NORMAL_0255
1256,1700000017.898135,192.168.2.16,104.20.21.79,443,587,1.137,NORMAL_0256
1257,1700000017.903752,192.168.7.1,104.21.211.7,443,278,5.617,NORMAL_0257
1258,1700000017.909158,192.168.10.103,104.25.80.113,443,1170,5.406,NORMAL_0258
1259,1700000017.916882,192.168.8.243,104.23.83.250,443,1249,7.724,NORMAL_0259
1260,1700000017.921155,192.168.6.29,104.22.130.12,443,1012,4.273,NORMAL_0260
1261,1700000017.976343,192.168.1.187,104.20.134.42,443,591,55.188,NORMAL_0261
1262,1700000017.977369,192.168.2.64,104.20.134.42,443,670,1.026,NORMAL_0262
1263,1700000017.982900,192.168.3.109,104.22.130.12,443,746,5.531,NORMAL_0263
1264,1700000017.990558,192.168.9.51,104.27.75.111,443,772,7.658,NORMAL_0264
1265,1700000017.993629,192.168.2.242,104.25.158.171,443,154,3.071,NORMAL_0265
1266,1700000017.994086,192.168.10.225,104.27.107.175,443,644,0.457,NORMAL_0266
1267,1700000018.014168,192.168.5.62,104.29.194.174,443,119,20.082,NORMAL_0267
1268,1700000018.020145,192.168.6.155,104.25.107.184,443,539,5.977,NORMAL_0268
1269,1700000018.023186,192.168.2.40,104.16.98.103,443,1235,3.041,NORMAL_0269
1270,1700000018.027682,192.168.4.191,104.22.235.90,443,1308,4.496,NORMAL_0270
1271,1700000018.045947,192.168.5.63,104.27.107.175,443,130,18.265,NORMAL_0271
1272,1700000018.053230,192.168.3.33,104.21.154.104,443,1247,7.283,NORMAL_0272
1273,1700000018.060246,192.168.10.148,104.18.125.95,443,1052,7.016,NORMAL_0273
1274,1700000018.099653,192.168.9.21,104.29.127.69,443,372,39.407,NORMAL_0274
1275,1700000018.101963,192.168.1.29,104.18.169.160,443,912,2.31,NORMAL_0275
1276,1700000018.103429,192.168.10.225,104.21.55.98,443,290,1.466,NORMAL_0276
1277,1700000018.117081,192.168.9.23,104.21.55.98,443,190,13.652,NORMAL_0277
1278,1700000018.132834,192.168.10.72,104.25.53.241,443,1185,15.753,NORMAL_0278
1279,1700000018.136670,192.168.10.227,104.28.169.241,443,1292,3.836,NORMAL_0279
1280,1700000018.150179,192.168.5.112,104.21.154.104,443,713,13.509,NORMAL_0280
1281,1700000018.158567,192.168.5.117,104.27.107.175,443,147,8.388,NORMAL_0281
1282,1700000018.163997,192.168.2.156,104.25.4.171,443,604,5.43,NORMAL_0282
1283,1700000018.172161,192.168.8.222,104.27.107.175,443,775,8.164,NORMAL_0283
1284,1700000018.175019,192.168.10.148,104.17.47.163,443,1239,2.858,NORMAL_0284
1285,1700000018.176608,192.168.8.63,104.26.63.185,443,718,1.589,NORMAL_0285
1286,1700000018.190225,192.168.4.17,104.20.18.214,443,1252,13.617,NORMAL_0286
1287,1700000018.199655,192.168.1.187,104.25.158.171,443,126,9.43,NORMAL_0287
1288,1700000018.261652,192.168.5.197,104.23.52.91,443,1280,61.997,NORMAL_0288
1289,1700000018.294244,192.168.2.242,104.27.20.231,443,387,32.592,NORMAL_0289
1290,1700000018.295598,192.168.2.56,104.28.169.241,443,751,1.354,NORMAL_0290
1291,1700000018.307743,192.168.7.153,104.16.170.198,443,615,12.145,NORMAL_0291
1292,1700000018.313281,192.168.9.221,104.19.79.70,443,814,5.538,NORMAL_0292
1293,1700000018.315102,192.168.2.25,104.25.107.184,443,258,1.821,NORMAL_0293
1294,1700000018.316158,192.168.10.72,104.24.250.65,443,1364,1.056,NORMAL_0294
1295,1700000018.316805,192.168.7.179,104.25.65.50,443,856,0.647,NORMAL_0295
1296,1700000018.318354,192.168.10.142,104.16.57.20,443,137,1.549,NORMAL_0296
1297,1700000018.320548,192.168.4.115,104.26.63.185,443,1335,2.194,NORMAL_0297
1298,1700000018.325229,192.168.2.219,104.26.223.156,443,316,4.681,NORMAL_0298
1299,1700000018.327674,192.168.6.27,104.23.52.91,443,258,2.445,NORMAL_0299
1300,1700000018.380979,192.168.1.29,104.24.91.149,443,333,53.305,NORMAL_0300
1301,1700000018.391295,192.168.10.72,104.24.91.149,443,1105,10.316,NORMAL_0301
1302,1700000018.393932,192.168.2.250,104.16.57.20,443,872,2.637,NORMAL_0302
1303,1700000018.400872,192.168.10.225,104.22.186.111,443,597,6.94,NORMAL_0303
1304,1700000018.405045,192.168.7.106,104.18.142.90,443,487,4.173,NORMAL_0304
1305,1700000018.406139,192.168.6.226,104.20.134.42,443,592,1.094,NORMAL_0305
1306,1700000018.406500,192.168.2.251,104.21.170.201,443,777,0.361,NORMAL_0306
1307,1700000018.423210,192.168.10.26,104.27.107.175,443,611,16.71,NORMAL_0307
1308,1700000018.424313,192.168.10.148,104.26.63.185,443,696,1.103,NORMAL_0308
1309,1700000018.425260,192.168.3.72,104.27.107.175,443,538,0.947,NORMAL_0309
1310,1700000018.427182,192.168.3.33,104.23.52.91,443,659,1.922,NORMAL_0310
1311,1700000018.438178,192.168.5.172,104.25.4.171,443,353,10.996,NORMAL_0311
1312,1700000018.448020,192.168.7.88,104.20.18.214,443,176,9.842,NORMAL_0312
1313,1700000018.514343,192.168.5.118,104.17.240.57,443,594,66.323,NORMAL_0313
1314,1700000018.517125,192.168.6.15,104.26.142.222,443,853,2.782,NORMAL_0314
1315,1700000018.527301,192.168.4.246,104.20.134.42,443,993,10.176,NORMAL_0315
1316,1700000018.527962,192.168.5.192,104.27.107.175,443,1251,0.661,NORMAL_0316
1317,1700000018.536701,192.168.3.137,104.25.53.241,443,322,8.739,NORMAL_0317
1318,1700000018.542076,192.168.2.16,104.16.170.198,443,580,5.375,NORMAL_0318
1319,1700000018.546850,192.168.8.136,104.29.167.104,443,337,4.774,NORMAL_0319
1320,1700000018.551750,192.168.3.139,104.22.130.12,443,761,4.9,NORMAL_0320
1321,1700000018.554997,192.168.7.1,104.25.65.50,443,403,3.247,NORMAL_0321
1322,1700000018.564236,192.168.10.18,104.29.141.12,443,812,9.239,NORMAL_0322
1323,1700000018.565330,192.168.6.226,104.27.75.111,443,749,1.094,NORMAL_0323
1324,1700000018.567530,192.168.9.61,104.23.52.91,443,244,2.2,NORMAL_0324
1325,1700000018.569115,192.168.9.215,104.21.211.7,443,471,1.585,NORMAL_0325
1326,1700000018.569742,192.168.4.222,104.26.104.176,443,1397,0.627,NORMAL_0326
1327,1700000018.586795,192.168.1.249,104.16.98.103,443,196,17.053,NORMAL_0327
1328,1700000018.589413,192.168.4.42,104.21.170.201,443,626,2.618,NORMAL_0328
1329,1700000018.590146,192.168.9.76,104.18.169.160,443,651,0.733,NORMAL_0329
1330,1700000018.591997,192.168.6.196,104.25.116.58,443,522,1.851,NORMAL_0330
1331,1700000018.606118,192.168.9.194,104.22.235.90,443,678,14.121,NORMAL_0331
1332,1700000018.646946,192.168.1.62,104.28.169.241,443,564,40.828,NORMAL_0332
1333,1700000018.648158,192.168.3.203,104.26.63.185,443,291,1.212,NORMAL_0333
1334,1700000018.666865,192.168.1.154,104.29.0.134,443,1225,18.707,NORMAL_0334
1335,1700000018.683666,192.168.6.205,104.22.130.12,443,570,16.801,NORMAL_0335
1336,1700000018.687469,192.168.1.245,104.25.53.241,443,1349,3.803,NORMAL_0336
1337,1700000018.699223,192.168.7.91,104.26.104.176,443,193,11.754,NORMAL_0337
1338,1700000018.703150,192.168.9.16,104.17.240.57,443,1265,3.927,NORMAL_0338
1339,1700000018.707711,192.168.2.99,104.20.135.30,443,1141,4.561,NORMAL_0339
1340,1700000018.707968,192.168.7.88,104.25.107.184,443,108,0.257,NORMAL_0340
1341,1700000018.709425,192.168.3.179,104.26.223.156,443,288,1.457,NORMAL_0341
1342,1700000018.711139,192.168.10.148,104.18.125.95,443,996,1.714,NORMAL_0342
1343,1700000018.719599,192.168.3.130,104.26.223.156,443,553,8.46,NORMAL_0343
1344,1700000018.721413,192.168.8.37,104.27.75.111,443,900,1.814,NORMAL_0344
1345,1700000018.738942,192.168.9.170,104.25.65.50,443,716,17.529,NORMAL_0345
1346,1700000018.755865,192.168.9.221,104.29.141.12,443,1182,16.923,NORMAL_0346
1347,1700000018.756009,192.168.9.193,104.29.0.134,443,634,0.144,NORMAL_0347
1348,1700000018.761602,192.168.4.172,104.18.142.90,443,267,5.593,NORMAL_0348
1349,1700000018.773578,192.168.3.203,104.25.80.113,443,237,11.976,NORMAL_0349
1350,1700000018.774363,192.168.2.114,104.25.4.171,443,1012,0.785,NORMAL_0350
1351,1700000018.776930,192.168.4.76,104.25.116.58,443,644,2.567,NORMAL_0351
1352,1700000018.779075,192.168.10.153,104.21.55.98,443,1008,2.145,NORMAL_0352
1353,1700000018.781385,192.168.4.49,104.25.107.184,443,966,2.31,NORMAL_0353
1354,1700000018.786015,192.168.5.117,104.24.91.149,443,1179,4.63,NORMAL_0354
1355,1700000018.796964,192.168.5.197,104.19.197.231,443,429,10.949,NORMAL_0355
1356,1700000018.814574,192.168.5.62,104.17.47.163,443,691,17.61,NORMAL_0356
1357,1700000018.832460,192.168.2.174,104.22.130.12,443,912,17.886,NORMAL_0357
1358,1700000018.854188,192.168.5.216,104.23.52.91,443,164,21.728,NORMAL_0358
1359,1700000018.857014,192.168.1.59,104.27.75.111,443,332,2.826,NORMAL_0359
1360,1700000018.866644,192.168.1.207,104.23.83.250,443,965,9.63,NORMAL_0360
1361,1700000018.867231,192.168.9.21,104.27.107.175,443,1055,0.587,NORMAL_0361
1362,1700000018.877395,192.168.9.115,104.29.127.69,443,204,10.164,NORMAL_0362
1363,1700000018.878203,192.168.4.238,104.19.197.231,443,940,0.808,NORMAL_0363
1364,1700000018.989805,192.168.5.216,104.21.211.7,443,904,111.602,NORMAL_0364
1365,1700000019.020880,192.168.6.225,104.29.79.237,443,258,31.075,NORMAL_0365
1366,1700000019.022993,192.168.2.182,104.16.170.198,443,1228,2.113,NORMAL_0366
1367,1700000019.034278,192.168.6.55,104.23.83.250,443,882,11.285,NORMAL_0367
1368,1700000019.034689,192.168.1.59,104.17.240.57,443,135,0.411,NORMAL_0368
1369,1700000019.039747,192.168.1.249,104.22.235.90,443,1320,5.058,NORMAL_0369
1370,1700000019.043580,192.168.5.112,104.20.18.214,443,173,3.833,NORMAL_0370
1371,1700000019.058090,192.168.6.155,104.28.169.241,443,982,14.51,NORMAL_0371
1372,1700000019.079930,192.168.9.57,104.25.53.241,443,540,21.84,NORMAL_0372
1373,1700000019.096224,192.168.5.112,104.16.59.225,443,846,16.294,NORMAL_0373
1374,1700000019.110925,192.168.8.222,104.16.170.198,443,317,14.701,NORMAL_0374
1375,1700000019.111320,192.168.4.40,104.25.4.171,443,962,0.395,NORMAL_0375
1376,1700000019.113477,192.168.5.254,104.29.127.69,443,1092,2.157,NORMAL_0376
1377,1700000019.114173,192.168.9.21,104.22.235.90,443,311,0.696,NORMAL_0377
1378,1700000019.119004,192.168.1.149,104.18.169.160,443,575,4.831,NORMAL_0378
1379,1700000019.119558,192.168.4.191,104.29.127.69,443,1366,0.554,NORMAL_0379
1380,1700000019.139409,192.168.5.102,104.29.167.104,443,726,19.851,NORMAL_0380
1381,1700000019.158185,192.168.7.179,104.16.57.20,443,528,18.776,NORMAL_0381
1382,1700000019.335682,192.168.3.33,104.29.79.237,443,844,177.497,NORMAL_0382
1383,1700000019.365833,192.168.10.26,104.25.80.113,443,536,30.151,NORMAL_0383
1384,1700000019.378246,192.168.6.6,104.28.169.241,443,496,12.413,NORMAL_0384
1385,1700000019.447665,192.168.10.64,104.29.79.237,443,1216,69.419,NORMAL_0385
1386,1700000019.448906,192.168.10.64,104.21.154.104,443,1338,1.241,NORMAL_0386
1387,1700000019.482800,192.168.4.181,104.20.21.79,443,484,33.894,NORMAL_0387
1388,1700000019.490892,192.168.8.129,104.18.125.95,443,1205,8.092,NORMAL_0388
1389,1700000019.492816,192.168.1.221,104.26.223.156,443,168,1.924,NORMAL_0389
1390,1700000019.493906,192.168.1.149,104.27.107.175,443,672,1.09,NORMAL_0390
